date,press,release,identity
2019-11-21,13:31:40.252:,13:31:40.291:,a
2019-11-21,13:31:40.428:,13:31:40.491:,r
2019-11-21,13:31:40.532:,13:31:40.579:,y
2019-11-21,13:31:41.381:,13:31:41.451:,Key.space
2019-11-21,13:31:41.548:,13:31:41.652:,h
2019-11-21,13:31:41.652:,13:31:41.683:,a
2019-11-21,13:31:41.820:,13:31:41.899:,d
2019-11-21,13:31:42.196:,13:31:42.284:,Key.space
2019-11-21,13:31:42.428:,13:31:42.491:,a
2019-11-21,13:31:42.627:,13:31:42.724:,Key.space
2019-11-21,13:31:42.772:,13:31:42.939:,l
2019-11-21,13:31:42.860:,13:31:42.915:,i
2019-11-21,13:31:43.228:,13:31:43.292:,t
2019-11-21,13:31:43.404:,13:31:43.475:,t
2019-11-21,13:31:43.587:,13:31:43.667:,l
2019-11-21,13:31:43.708:,13:31:43.795:,e
2019-11-21,13:31:43.851:,13:31:43.931:,Key.space
2019-11-21,13:31:43.932:,13:31:44.035:,l
2019-11-21,13:31:44.059:,13:31:44.115:,a
2019-11-21,13:31:44.139:,13:31:44.195:,m
2019-11-21,13:31:44.308:,13:31:44.371:,b
2019-11-21,13:31:44.556:,13:31:44.619:,.
2019-11-21,13:31:45.028:,13:31:45.123:,Key.space
2019-11-21,13:31:45.140:,13:31:45.339:,Key.shift_r
2019-11-21,13:31:45.236:,13:31:45.301:,W
2019-11-21,13:31:45.371:,13:31:45.427:,h
2019-11-21,13:31:45.484:,13:31:45.563:,o
2019-11-21,13:31:45.611:,13:31:45.716:,s
2019-11-21,13:31:45.740:,13:31:45.803:,e
2019-11-21,13:31:45.891:,13:31:45.955:,Key.space
2019-11-21,13:31:45.995:,13:31:46.091:,f
2019-11-21,13:31:46.115:,13:31:46.203:,l
2019-11-21,13:31:46.227:,13:31:46.283:,e
2019-11-21,13:31:46.364:,13:31:46.451:,e
2019-11-21,13:31:46.532:,13:31:46.619:,c
2019-11-21,13:31:46.788:,13:31:46.819:,e
2019-11-21,13:31:47.373:,13:31:47.515:,Key.space
2019-11-21,13:31:47.444:,13:31:47.475:,w
2019-11-21,13:31:47.572:,13:31:47.715:,a
2019-11-21,13:31:47.644:,13:31:47.667:,s
2019-11-21,13:31:47.755:,13:31:47.827:,Key.space
2019-11-21,13:31:47.844:,13:31:47.923:,w
2019-11-21,13:31:48.003:,13:31:48.163:,h
2019-11-21,13:31:48.004:,13:31:48.027:,i
2019-11-21,13:31:48.059:,13:31:48.083:,t
2019-11-21,13:31:48.164:,13:31:48.219:,e
2019-11-21,13:31:48.251:,13:31:48.331:,Key.space
2019-11-21,13:31:48.356:,13:31:48.483:,a
2019-11-21,13:31:48.412:,13:31:48.435:,s
2019-11-21,13:31:48.507:,13:31:48.571:,Key.space
2019-11-21,13:31:48.619:,13:31:48.699:,s
2019-11-21,13:31:48.716:,13:31:48.795:,n
2019-11-21,13:31:48.851:,13:31:48.923:,o
2019-11-21,13:31:48.955:,13:31:49.051:,w
2019-11-21,13:31:49.083:,13:31:49.163:,.
2019-11-21,13:31:49.476:,13:31:49.547:,Key.space
2019-11-21,13:31:49.572:,13:31:49.739:,Key.shift_r
2019-11-21,13:31:49.644:,13:31:49.716:,A
2019-11-21,13:31:49.803:,13:31:49.899:,n
2019-11-21,13:31:49.931:,13:31:49.995:,d
2019-11-21,13:31:50.019:,13:31:50.107:,Key.space
2019-11-21,13:31:50.163:,13:31:50.275:,e
2019-11-21,13:31:50.299:,13:31:50.539:,v
2019-11-21,13:31:50.380:,13:31:50.395:,e
2019-11-21,13:31:50.476:,13:31:50.499:,r
2019-11-21,13:31:50.595:,13:31:50.691:,y
2019-11-21,13:31:50.884:,13:31:50.964:,w
2019-11-21,13:31:51.004:,13:31:51.059:,h
2019-11-21,13:31:51.091:,13:31:51.307:,e
2019-11-21,13:31:51.172:,13:31:51.283:,r
2019-11-21,13:31:51.308:,13:31:51.355:,e
2019-11-21,13:31:51.540:,13:31:51.643:,Key.space
2019-11-21,13:31:51.667:,13:31:51.740:,t
2019-11-21,13:31:51.772:,13:31:51.860:,h
2019-11-21,13:31:51.861:,13:31:51.899:,a
2019-11-21,13:31:51.964:,13:31:52.035:,t
2019-11-21,13:31:52.059:,13:31:52.123:,Key.space
2019-11-21,13:31:52.196:,13:31:52.411:,Key.shift_r
2019-11-21,13:31:52.315:,13:31:52.387:,M
2019-11-21,13:31:52.484:,13:31:52.547:,a
2019-11-21,13:31:52.884:,13:31:52.963:,r
2019-11-21,13:31:53.012:,13:31:53.091:,y
2019-11-21,13:31:53.821:,13:31:54.012:,Key.space
2019-11-21,13:31:53.892:,13:31:53.915:,w
2019-11-21,13:31:54.013:,13:31:54.075:,e
2019-11-21,13:31:54.131:,13:31:54.211:,n
2019-11-21,13:31:54.251:,13:31:54.339:,t
2019-11-21,13:31:54.652:,13:31:54.748:,.
2019-11-21,13:31:55.012:,13:31:55.059:,Key.space
2019-11-21,13:31:55.115:,13:31:55.195:,t
2019-11-21,13:31:55.484:,13:31:55.548:,Key.backspace
2019-11-21,13:31:55.660:,13:31:55.891:,Key.shift_r
2019-11-21,13:31:55.789:,13:31:55.852:,T
2019-11-21,13:31:55.996:,13:31:56.075:,h
2019-11-21,13:31:56.139:,13:31:56.235:,e
2019-11-21,13:31:56.916:,13:31:57.012:,Key.space
2019-11-21,13:31:57.164:,13:31:57.275:,l
2019-11-21,13:31:57.299:,13:31:57.379:,a
2019-11-21,13:31:57.411:,13:31:57.499:,m
2019-11-21,13:31:57.620:,13:31:57.700:,b
2019-11-21,13:31:57.957:,13:31:58.020:,Key.space
2019-11-21,13:31:58.100:,13:31:58.187:,w
2019-11-21,13:31:58.292:,13:31:58.411:,a
2019-11-21,13:31:58.307:,13:31:58.363:,s
2019-11-21,13:31:58.539:,13:31:58.619:,Key.space
2019-11-21,13:31:58.652:,13:31:58.732:,s
2019-11-21,13:31:58.764:,13:31:58.883:,u
2019-11-21,13:31:59.084:,13:31:59.171:,r
2019-11-21,13:32:00.884:,13:32:00.995:,e
2019-11-21,13:32:01.180:,13:32:01.275:,Key.space
2019-11-21,13:32:01.299:,13:32:01.347:,t
2019-11-21,13:32:01.387:,13:32:01.475:,o
2019-11-21,13:32:01.499:,13:32:01.587:,Key.space
2019-11-21,13:32:01.668:,13:32:01.683:,g
2019-11-21,13:32:01.716:,13:32:01.803:,o
2019-11-21,13:32:01.955:,13:32:02.051:,.
2019-11-21,13:32:17.365:,13:32:17.707:,Key.shift_r
2019-11-21,13:32:17.588:,13:32:17.684:,H
2019-11-21,13:32:17.851:,13:32:17.923:,u
2019-11-21,13:32:18.036:,13:32:18.131:,m
2019-11-21,13:32:18.235:,13:32:18.331:,p
2019-11-21,13:32:18.724:,13:32:18.803:,t
2019-11-21,13:32:18.915:,13:32:19.011:,y
2019-11-21,13:32:20.076:,13:32:20.171:,Key.space
2019-11-21,13:32:20.227:,13:32:20.475:,Key.shift_r
2019-11-21,13:32:20.355:,13:32:20.451:,D
2019-11-21,13:32:20.499:,13:32:20.595:,u
2019-11-21,13:32:20.724:,13:32:20.787:,m
2019-11-21,13:32:21.716:,13:32:21.819:,p
2019-11-21,13:32:21.867:,13:32:21.947:,t
2019-11-21,13:32:22.067:,13:32:22.115:,y
2019-11-21,13:32:22.820:,13:32:22.915:,Key.space
2019-11-21,13:32:22.931:,13:32:22.987:,s
2019-11-21,13:32:23.075:,13:32:23.148:,a
2019-11-21,13:32:23.203:,13:32:23.275:,t
2019-11-21,13:32:23.315:,13:32:23.379:,Key.space
2019-11-21,13:32:23.411:,13:32:23.571:,o
2019-11-21,13:32:23.475:,13:32:23.507:,n
2019-11-21,13:32:23.603:,13:32:23.667:,Key.space
2019-11-21,13:32:23.900:,13:32:23.979:,a
2019-11-21,13:32:24.011:,13:32:24.107:,Key.space
2019-11-21,13:32:24.156:,13:32:24.227:,w
2019-11-21,13:32:24.283:,13:32:24.371:,a
2019-11-21,13:32:24.387:,13:32:24.443:,l
2019-11-21,13:32:24.515:,13:32:24.587:,l
2019-11-21,13:32:24.691:,13:32:24.748:,.
2019-11-21,13:32:25.188:,13:32:25.267:,Key.space
2019-11-21,13:32:25.291:,13:32:25.467:,Key.shift_r
2019-11-21,13:32:25.387:,13:32:25.411:,H
2019-11-21,13:32:25.555:,13:32:25.619:,u
2019-11-21,13:32:25.733:,13:32:25.795:,m
2019-11-21,13:32:25.883:,13:32:25.971:,p
2019-11-21,13:32:26.019:,13:32:26.067:,t
2019-11-21,13:32:26.163:,13:32:26.243:,y
2019-11-21,13:32:26.307:,13:32:26.587:,Key.space
2019-11-21,13:32:26.372:,13:32:26.395:,Key.shift_r
2019-11-21,13:32:26.483:,13:32:26.563:,D
2019-11-21,13:32:26.667:,13:32:26.739:,u
2019-11-21,13:32:26.923:,13:32:26.939:,m
2019-11-21,13:32:26.988:,13:32:27.084:,p
2019-11-21,13:32:27.107:,13:32:27.187:,t
2019-11-21,13:32:27.332:,13:32:27.371:,y
2019-11-21,13:32:27.443:,13:32:27.515:,Key.space
2019-11-21,13:32:27.587:,13:32:27.723:,h
2019-11-21,13:32:27.652:,13:32:27.699:,a
2019-11-21,13:32:27.811:,13:32:27.907:,d
2019-11-21,13:32:27.979:,13:32:28.083:,Key.space
2019-11-21,13:32:28.340:,13:32:28.403:,a
2019-11-21,13:32:28.499:,13:32:28.611:,Key.space
2019-11-21,13:32:28.868:,13:32:29.195:,g
2019-11-21,13:32:28.939:,13:32:28.963:,r
2019-11-21,13:32:29.027:,13:32:29.099:,e
2019-11-21,13:32:29.115:,13:32:29.147:,a
2019-11-21,13:32:29.300:,13:32:29.371:,t
2019-11-21,13:32:30.084:,13:32:30.139:,Key.space
2019-11-21,13:32:30.203:,13:32:30.339:,f
2019-11-21,13:32:30.243:,13:32:30.275:,a
2019-11-21,13:32:30.411:,13:32:30.491:,l
2019-11-21,13:32:30.571:,13:32:30.667:,l
2019-11-21,13:32:30.803:,13:32:30.899:,.
2019-11-21,13:32:30.995:,13:32:31.083:,Key.space
2019-11-21,13:32:31.147:,13:32:31.339:,Key.shift_r
2019-11-21,13:32:31.267:,13:32:31.300:,A
2019-11-21,13:32:31.411:,13:32:31.475:,l
2019-11-21,13:32:31.587:,13:32:31.667:,l
2019-11-21,13:32:31.691:,13:32:31.763:,Key.space
2019-11-21,13:32:31.819:,13:32:31.915:,t
2019-11-21,13:32:31.939:,13:32:32.011:,h
2019-11-21,13:32:32.035:,13:32:32.107:,e
2019-11-21,13:32:32.131:,13:32:32.211:,Key.space
2019-11-21,13:32:32.235:,13:32:32.267:,k
2019-11-21,13:32:32.380:,13:32:32.539:,i
2019-11-21,13:32:32.459:,13:32:32.483:,n
2019-11-21,13:32:32.563:,13:32:32.619:,g
2019-11-21,13:32:32.691:,13:32:32.771:,'
2019-11-21,13:32:32.803:,13:32:32.875:,s
2019-11-21,13:32:32.955:,13:32:32.979:,Key.space
2019-11-21,13:32:33.051:,13:32:33.115:,h
2019-11-21,13:32:33.179:,13:32:33.251:,o
2019-11-21,13:32:33.275:,13:32:33.403:,r
2019-11-21,13:32:33.451:,13:32:33.659:,s
2019-11-21,13:32:33.563:,13:32:33.587:,e
2019-11-21,13:32:33.683:,13:32:33.763:,s
2019-11-21,13:32:33.875:,13:32:33.955:,Key.space
2019-11-21,13:32:33.987:,13:32:34.067:,a
2019-11-21,13:32:34.099:,13:32:34.179:,n
2019-11-21,13:32:34.203:,13:32:34.339:,d
2019-11-21,13:32:34.339:,13:32:34.379:,Key.space
2019-11-21,13:32:34.612:,13:32:34.699:,a
2019-11-21,13:32:34.723:,13:32:34.779:,l
2019-11-21,13:32:34.875:,13:32:35.027:,l
2019-11-21,13:32:34.955:,13:32:34.979:,Key.space
2019-11-21,13:32:35.051:,13:32:35.123:,t
2019-11-21,13:32:35.147:,13:32:35.219:,h
2019-11-21,13:32:35.243:,13:32:35.307:,e
2019-11-21,13:32:35.331:,13:32:35.483:,Key.space
2019-11-21,13:32:35.412:,13:32:35.443:,k
2019-11-21,13:32:35.587:,13:32:35.779:,i
2019-11-21,13:32:35.643:,13:32:35.675:,n
2019-11-21,13:32:35.780:,13:32:35.811:,g
2019-11-21,13:32:35.971:,13:32:36.067:,'
2019-11-21,13:32:36.131:,13:32:36.211:,s
2019-11-21,13:32:36.235:,13:32:36.307:,Key.space
2019-11-21,13:32:36.404:,13:32:36.555:,m
2019-11-21,13:32:36.467:,13:32:36.483:,e
2019-11-21,13:32:36.603:,13:32:36.683:,n
2019-11-21,13:32:36.868:,13:32:36.963:,Key.space
2019-11-21,13:32:37.108:,13:32:37.292:,Key.shift_r
2019-11-21,13:32:37.211:,13:32:37.291:,C
2019-11-21,13:32:37.371:,13:32:37.531:,o
2019-11-21,13:32:37.460:,13:32:37.483:,u
2019-11-21,13:32:37.611:,13:32:37.795:,l
2019-11-21,13:32:37.835:,13:32:37.907:,d
2019-11-21,13:32:37.987:,13:32:38.043:,n
2019-11-21,13:32:38.300:,13:32:38.355:,t
2019-11-21,13:32:38.701:,13:32:38.787:,Key.backspace
2019-11-21,13:32:39.404:,13:32:39.483:,'
2019-11-21,13:32:39.588:,13:32:39.675:,t
2019-11-21,13:32:40.132:,13:32:40.219:,Key.space
2019-11-21,13:32:40.267:,13:32:40.347:,p
2019-11-21,13:32:40.435:,13:32:40.515:,u
2019-11-21,13:32:40.547:,13:32:40.619:,t
2019-11-21,13:32:40.619:,13:32:40.851:,Key.space
2019-11-21,13:32:40.668:,13:32:40.699:,Key.shift_r
2019-11-21,13:32:40.755:,13:32:40.827:,H
2019-11-21,13:32:40.971:,13:32:41.059:,u
2019-11-21,13:32:41.195:,13:32:41.251:,m
2019-11-21,13:32:41.411:,13:32:41.515:,p
2019-11-21,13:32:41.908:,13:32:41.987:,t
2019-11-21,13:32:42.139:,13:32:42.243:,y
2019-11-21,13:32:43.220:,13:32:43.339:,Key.space
2019-11-21,13:32:43.363:,13:32:43.435:,t
2019-11-21,13:32:43.459:,13:32:43.571:,o
2019-11-21,13:32:43.611:,13:32:43.819:,g
2019-11-21,13:32:43.708:,13:32:43.731:,e
2019-11-21,13:32:44.211:,13:32:44.299:,t
2019-11-21,13:32:44.427:,13:32:44.523:,h
2019-11-21,13:32:44.547:,13:32:44.715:,e
2019-11-21,13:32:44.620:,13:32:44.667:,r
2019-11-21,13:32:44.739:,13:32:44.835:,Key.space
2019-11-21,13:32:45.315:,13:32:45.435:,g
2019-11-21,13:32:45.716:,13:32:45.811:,Key.backspace
2019-11-21,13:32:45.875:,13:32:46.067:,a
2019-11-21,13:32:45.955:,13:32:45.979:,g
2019-11-21,13:32:46.083:,13:32:46.139:,a
2019-11-21,13:32:46.219:,13:32:46.411:,i
2019-11-21,13:32:46.283:,13:32:46.331:,n
2019-11-21,13:32:46.491:,13:32:46.571:,.
2019-11-21,13:32:52.589:,13:32:52.835:,Key.shift_r
2019-11-21,13:32:52.708:,13:32:52.756:,T
2019-11-21,13:32:52.899:,13:32:52.987:,w
2019-11-21,13:32:53.019:,13:32:53.163:,i
2019-11-21,13:32:53.163:,13:32:53.227:,n
2019-11-21,13:32:53.323:,13:32:53.387:,k
2019-11-21,13:32:53.547:,13:32:53.619:,l
2019-11-21,13:32:53.667:,13:32:53.796:,e
2019-11-21,13:32:53.931:,13:32:54.051:,Key.space
2019-11-21,13:32:54.371:,13:32:54.427:,Key.backspace
2019-11-21,13:32:54.635:,13:32:54.715:,.
2019-11-21,13:32:54.812:,13:32:54.907:,Key.space
2019-11-21,13:32:55.227:,13:32:55.339:,t
2019-11-21,13:32:55.483:,13:32:55.650:,w
2019-11-21,13:32:55.555:,13:32:55.587:,i
2019-11-21,13:32:55.675:,13:32:55.747:,n
2019-11-21,13:32:55.827:,13:32:55.875:,k
2019-11-21,13:32:56.003:,13:32:56.099:,l
2019-11-21,13:32:56.123:,13:32:56.219:,e
2019-11-21,13:32:56.395:,13:32:56.427:,.
2019-11-21,13:32:56.483:,13:32:56.563:,Key.space
2019-11-21,13:32:56.619:,13:32:56.779:,l
2019-11-21,13:32:56.691:,13:32:56.747:,i
2019-11-21,13:32:56.876:,13:32:56.915:,t
2019-11-21,13:32:57.019:,13:32:57.099:,t
2019-11-21,13:32:57.179:,13:32:57.267:,l
2019-11-21,13:32:57.379:,13:32:57.475:,e
2019-11-21,13:32:57.547:,13:32:57.707:,Key.space
2019-11-21,13:32:57.627:,13:32:57.651:,s
2019-11-21,13:32:57.787:,13:32:57.851:,t
2019-11-21,13:32:57.924:,13:32:58.027:,a
2019-11-21,13:32:58.123:,13:32:58.187:,r
2019-11-21,13:32:58.299:,13:32:58.379:,.
2019-11-21,13:32:58.828:,13:32:58.907:,Key.space
2019-11-21,13:32:58.940:,13:32:59.164:,Key.shift_r
2019-11-21,13:32:59.083:,13:32:59.163:,H
2019-11-21,13:32:59.267:,13:32:59.371:,o
2019-11-21,13:32:59.403:,13:32:59.483:,w
2019-11-21,13:32:59.499:,13:32:59.699:,Key.space
2019-11-21,13:32:59.548:,13:32:59.571:,Key.shift_r
2019-11-21,13:32:59.643:,13:32:59.675:,I
2019-11-21,13:32:59.811:,13:32:59.891:,Key.space
2019-11-21,13:33:00.164:,13:33:00.259:,w
2019-11-21,13:33:00.419:,13:33:00.563:,n
2019-11-21,13:33:00.611:,13:33:00.819:,e
2019-11-21,13:33:00.740:,13:33:00.763:,r
2019-11-21,13:33:00.867:,13:33:00.955:,Key.space
2019-11-21,13:33:00.979:,13:33:01.051:,w
2019-11-21,13:33:01.451:,13:33:01.531:,h
2019-11-21,13:33:01.595:,13:33:01.651:,a
2019-11-21,13:33:01.748:,13:33:01.835:,t
2019-11-21,13:33:01.980:,13:33:02.067:,Key.space
2019-11-21,13:33:02.315:,13:33:02.419:,y
2019-11-21,13:33:02.435:,13:33:02.595:,o
2019-11-21,13:33:02.515:,13:33:02.571:,u
2019-11-21,13:33:02.732:,13:33:02.811:,Key.space
2019-11-21,13:33:02.835:,13:33:02.915:,a
2019-11-21,13:33:03.060:,13:33:03.171:,r
2019-11-21,13:33:03.083:,13:33:03.115:,e
2019-11-21,13:33:03.219:,13:33:03.571:,Key.shift_r
2019-11-21,13:33:03.363:,13:33:03.451:,!
2019-11-21,13:33:04.124:,13:33:04.451:,Key.space
2019-11-21,13:33:04.228:,13:33:04.228:,Key.shift_r
2019-11-21,13:33:04.379:,13:33:04.411:,U
2019-11-21,13:33:04.563:,13:33:04.771:,p
2019-11-21,13:33:04.772:,13:33:04.787:,Key.space
2019-11-21,13:33:04.811:,13:33:04.883:,a
2019-11-21,13:33:04.971:,13:33:05.075:,b
2019-11-21,13:33:05.187:,13:33:05.299:,o
2019-11-21,13:33:05.387:,13:33:05.579:,v
2019-11-21,13:33:05.475:,13:33:05.499:,e
2019-11-21,13:33:05.667:,13:33:05.747:,Key.space
2019-11-21,13:33:05.787:,13:33:05.963:,t
2019-11-21,13:33:05.964:,13:33:05.995:,h
2019-11-21,13:33:05.995:,13:33:06.051:,e
2019-11-21,13:33:06.091:,13:33:06.155:,Key.space
2019-11-21,13:33:06.179:,13:33:06.219:,w
2019-11-21,13:33:06.259:,13:33:06.347:,o
2019-11-21,13:33:06.467:,13:33:06.483:,r
2019-11-21,13:33:06.563:,13:33:06.594:,l
2019-11-21,13:33:06.708:,13:33:06.755:,d
2019-11-21,13:33:06.859:,13:33:06.931:,Key.space
2019-11-21,13:33:06.963:,13:33:07.059:,s
2019-11-21,13:33:07.059:,13:33:07.171:,o
2019-11-21,13:33:07.371:,13:33:07.451:,Key.space
2019-11-21,13:33:07.595:,13:33:07.754:,h
2019-11-21,13:33:07.683:,13:33:07.715:,i
2019-11-21,13:33:07.779:,13:33:07.858:,g
2019-11-21,13:33:07.907:,13:33:07.994:,h
2019-11-21,13:33:08.236:,13:33:08.323:,.
2019-11-21,13:33:08.571:,13:33:08.643:,Key.space
2019-11-21,13:33:08.733:,13:33:09.051:,Key.shift_r
2019-11-21,13:33:08.915:,13:33:08.995:,L
2019-11-21,13:33:09.163:,13:33:09.267:,i
2019-11-21,13:33:09.403:,13:33:09.483:,k
2019-11-21,13:33:09.571:,13:33:09.675:,e
2019-11-21,13:33:09.827:,13:33:09.907:,Key.space
2019-11-21,13:33:10.236:,13:33:10.323:,a
2019-11-21,13:33:10.451:,13:33:10.563:,Key.space
2019-11-21,13:33:10.587:,13:33:10.675:,d
2019-11-21,13:33:10.716:,13:33:10.923:,i
2019-11-21,13:33:10.939:,13:33:11.011:,a
2019-11-21,13:33:11.067:,13:33:11.163:,m
2019-11-21,13:33:11.308:,13:33:11.427:,o
2019-11-21,13:33:11.451:,13:33:11.555:,n
2019-11-21,13:33:11.603:,13:33:11.683:,d
2019-11-21,13:33:11.724:,13:33:11.811:,Key.space
2019-11-21,13:33:11.931:,13:33:12.114:,i
2019-11-21,13:33:12.028:,13:33:12.067:,n
2019-11-21,13:33:13.476:,13:33:13.555:,Key.space
2019-11-21,13:33:13.651:,13:33:13.739:,t
2019-11-21,13:33:13.819:,13:33:13.955:,h
2019-11-21,13:33:13.955:,13:33:13.995:,e
2019-11-21,13:33:14.019:,13:33:14.115:,Key.space
2019-11-21,13:33:14.139:,13:33:14.339:,s
2019-11-21,13:33:14.211:,13:33:14.234:,k
2019-11-21,13:33:14.387:,13:33:14.434:,y
2019-11-21,13:33:15.236:,13:33:15.316:,.
2019-11-21,13:33:26.924:,13:33:27.011:,Key.left
2019-11-21,13:33:27.124:,13:33:27.187:,Key.left
2019-11-21,13:33:27.291:,13:33:27.371:,Key.left
2019-11-21,13:33:27.475:,13:33:27.555:,Key.left
2019-11-21,13:33:27.659:,13:33:27.747:,Key.left
2019-11-21,13:33:27.875:,13:33:27.946:,Key.left
2019-11-21,13:33:28.059:,13:33:28.162:,Key.left
2019-11-21,13:33:28.259:,Key.left
2019-11-21,13:33:28.760:,Key.left
2019-11-21,13:33:28.790:,Key.left
2019-11-21,13:33:28.820:,Key.left
2019-11-21,13:33:28.850:,Key.left
2019-11-21,13:33:28.880:,Key.left
2019-11-21,13:33:28.911:,Key.left
2019-11-21,13:33:28.941:,Key.left
2019-11-21,13:33:28.971:,Key.left
2019-11-21,13:33:29.002:,Key.left
2019-11-21,13:33:29.033:,Key.left
2019-11-21,13:33:29.064:,Key.left
2019-11-21,13:33:29.093:,Key.left
2019-11-21,13:33:29.124:,Key.left
