keyname,timepress,timerelease
space,64116,64220
a,64477,64540
space,64636,64748
g,65005,65100
r,65076,65236
e,65164,65284
a,65252,65332
t,65437,65508
space,66221,66276
f,66340,66412
a,66380,66476
l,66548,66628
l,66708,66804
.,66940,67036
space,67132,67220
shift,67284,67437
a,67404,67476
l,67548,67612
l,67724,67804
space,67828,67900
t,67956,68052
h,68076,68148
e,68172,68244
space,68268,68348
k,68372,68404
i,68517,68620
n,68596,68676
g,68700,68756
',68828,68908
s,68940,69012
space,69092,69116
h,69188,69252
o,69316,69388
r,69412,69540
s,69588,69724
e,69700,69796
s,69820,69900
space,70012,70092
a,70124,70204
n,70236,70316
d,70340,70476
space,70476,70516
a,70749,70836
l,70860,70916
l,71012,71116
space,71092,71164
t,71188,71260
h,71284,71356
e,71380,71444
space,71468,71580
k,71549,71620
i,71724,71812
n,71780,71916
g,71917,71948
',72108,72204
s,72268,72348
space,72372,72444
m,72541,72620
e,72604,72692
n,72740,72820
space,73005,73100
shift,73245,73428
c,73348,73429
o,73508,73620
u,73597,73668
l,73748,73932
d,73972,74044
n,74124,74180
t,74437,74492
backspace,74838,74924
',75541,75620
t,75725,75812
space,76269,76356
p,76404,76484
u,76572,76652
t,76684,76756
space,76756,76836
shift,76805,76964
h,76892,76988
u,77108,77196
m,77332,77388
p,77548,77652
t,78045,78124
y,78276,78380
space,79357,79476
t,79500,79572
o,79596,79708
g,79748,79868
e,79845,79956
t,80348,80436
h,80564,80660
e,80684,80804
r,80757,80852
space,80876,80972
g,81452,81572
backspace,81853,81948
a,82012,82116
g,82092,82204
a,82220,82276
i,82356,82468
n,82420,82548
.,82628,82708
shift,88726,88893
t,88845,88972
w,89036,89124
i,89156,89300
n,89300,89364
k,89460,89524
l,89684,89756
e,89804,89933
space,90068,90188
backspace,90508,90564
comma,90772,90852
space,90949,91044
t,91364,91476
w,91620,91724
i,91692,91787
n,91812,91884
k,91964,92012
l,92140,92236
e,92260,92356
comma,92532,92564
space,92620,92700
l,92756,92884
i,92828,92916
t,93013,93052
t,93156,93236
l,93316,93404
e,93516,93612
space,93684,93788
s,93764,93844
t,93924,93988
a,94061,94164
r,94260,94324
comma,94436,94516
space,94965,95044
shift,95077,95300
h,95220,95301
o,95404,95508
w,95540,95620
space,95636,95708
shift,95685,95812
i,95780,95836
space,95948,96028
w,96301,96396
n,96556,96700
e,96748,96900
r,96877,96956
space,97004,97092
w,97116,97188
h,97588,97668
a,97732,97788
t,97885,97972
space,98117,98204
y,98452,98556
o,98572,98708
u,98652,98732
space,98869,98948
a,98972,99052
r,99197,99252
e,99220,99308
shift,99356,99708
!,99500,99588
space,100261,100365
shift,100365,100548
u,100516,100588
p,100700,100908
space,100909,100924
a,100948,101020
b,101108,101212
o,101324,101436
v,101524,101636
e,101612,101716
space,101804,101884
t,101924,102100
h,102101,102132
e,102132,102188
space,102228,102292
w,102316,102356
o,102396,102484
r,102604,102620
l,102700,102731
d,102845,102892
space,102996,103068
s,103100,103196
o,103196,103308
space,103508,103588
h,103732,103852
i,103820,103891
g,103916,103995
h,104044,104131
comma,104373,104460
space,104708,104780
shift,104870,105132
l,105052,105188
i,105300,105404
k,105540,105620
e,105708,105812
space,105964,106044
a,106373,106460
space,106588,106700
d,106724,106812
i,106853,107060
a,107076,107148
m,107204,107300
o,107445,107564
n,107588,107692
d,107740,107820
space,107861,107948
i,108068,108204
n,108165,108251
space,109613,109692
t,109788,109876
h,109956,110092
e,110092,110132
space,110156,110252
s,110276,110371
k,110348,110476
y,110524,110571
.,111373,111453
left,123061,123148
left,123261,123324
left,123428,123508
left,123612,123692
left,123796,123884
left,124012,124083
left,124196,124299
left,124396,125387
left,126941,127787
right,128709,129715
left,129973,130667
right,130917,130996
o,131693,131780
right,132317,132492
d,132668,132748
