keyname,timepress,timerelease
s,44764,44851
u,44828,44947
r,45204,45324
e,45388,45467
space,45492,45547
t,45572,45675
o,45652,45739
space,45716,45819
g,45788,45891
o,45852,45947
.,46261,46380
s,55084,55196
shift,56581,57084
h,56988,57085
u,57108,57219
m,57316,57443
p,57356,57507
t,57532,57619
y,58084,58187
space,58236,58364
shift,58380,58484
d,58436,58603
u,58604,58651
m,58764,58907
p,58820,58867
p,58908,58979
t,59020,59107
backspace,59405,59467
backspace,59540,59651
t,59636,59699
y,59780,59843
space,59820,59907
s,60164,60292
a,60444,60547
t,60676,60811
space,60788,60812
o,60860,60995
n,60924,61051
space,61020,61123
a,61092,61187
space,61276,61387
w,61356,61435
a,61524,61611
l,61612,61667
l,61748,61843
comma,61900,62027
space,62028,62123
shift,62437,62684
h,62685,62707
u,62686,62731
m,62852,62971
p,62948,63067
t,63044,63115
backspace,63397,63459
backspace,63556,63619
backspace,63692,63755
backspace,63828,63947
shift,64012,64300
backspace,64269,64347
shift,64421,64691
h,64564,64667
u,64628,64755
m,64972,65051
backspace,65276,65339
backspace,65420,65532
u,65604,65691
m,65692,65819
p,65748,65907
t,65884,65995
y,66084,66147
comma,66533,66635
space,66652,66747
shift,66764,66908
d,66843,66947
u,66932,67035
m,67172,67308
p,67652,67780
t,67780,67851
y,67948,68044
space,68044,68163
h,68356,68500
a,68468,68531
d,68604,68683
space,68708,68771
a,68796,68851
space,68876,68947
g,69004,69067
r,69188,69259
e,69380,69451
a,69572,69723
t,69771,69851
space,69867,69971
f,70003,70035
a,70164,70299
l,70276,70323
l,70420,70467
.,70828,70939
space,70996,71147
shift,71124,71252
a,71203,71275
l,71276,71355
l,71451,71547
space,71564,71675
t,71620,71723
h,71699,71819
space,71899,71995
k,72067,72147
i,72219,72355
n,72308,72427
backspace,72644,72723
backspace,72827,72899
backspace,72979,73035
backspace,73123,73244
e,73244,73307
space,73308,73411
k,73412,73483
i,73580,73707
n,73652,73731
g,73747,73827
',73884,73987
s,74011,74131
space,74099,74211
h,74244,74307
o,74308,74443
r,74444,74515
s,74636,74699
e,74771,74843
s,74932,75027
space,75003,75091
a,75123,75195
n,75196,75275
d,75299,75371
space,75820,75947
a,75900,76019
l,76020,76123
l,76203,76291
space,76260,76371
t,76323,76419
h,76395,76555
e,76579,76635
space,76611,76691
k,76668,76739
i,76835,76947
n,76883,76979
g,76980,77059
',77107,77203
s,77227,77323
space,77339,77427
m,77507,77603
e,77643,77763
n,77732,77899
space,77947,78052
shift,78261,78699
c,78636,78723
o,78747,78843
u,78827,78923
l,79059,79163
d,79187,79283
n,79732,79811
',79948,80083
t,80147,80283
space,80260,80379
p,80764,80940
u,80964,81067
t,81044,81115
space,81139,81211
shift,81284,81940
h,81556,81651
u,82364,82451
m,82467,82611
p,82596,82635
t,82635,82715
y,82795,82875
space,82852,82979
b,83124,83276
backspace,83444,83523
t,83539,83619
o,83659,83763
g,83723,83795
e,83900,84011
t,84027,84187
h,84212,84315
e,84284,84363
r,84435,84507
space,84532,84611
a,84651,84723
g,84819,84876
a,84996,85211
i,85051,85211
n,85091,85227
.,85324,85443
enter,85659,85723
backspace,97460,97571
shift,97604,97811
a,97715,97763
backspace,99812,99915
a,100148,100244
backspace,114172,114276
shift,117525,117851
t,117764,117875
w,117963,118075
i,118043,118155
n,118123,118267
k,118283,118403
l,118507,118612
e,118635,118715
comma,118715,118843
space,118867,118939
t,119059,119155
i,119131,119252
w,119291,119379
backspace,119475,119531
backspace,119611,119691
w,119715,119795
i,119819,119923
n,119899,120059
k,120035,120131
l,120219,120307
e,120339,120443
comma,120467,120539
space,120563,120635
l,120660,120715
i,120811,120923
t,121043,121147
t,121244,121355
l,121323,121411
e,121451,121523
space,121499,121611
s,121643,121708
t,121827,121875
a,122003,122091
r,122187,122284
comma,122300,122419
space,122499,122539
shift,122627,122804
h,122708,122851
o,122827,122899
w,122899,122979
space,123019,123179
shift,123156,123283
i,123179,123284
space,123268,123347
w,123323,123395
o,123443,123555
n,123523,123611
d,123587,123699
e,123836,123963
r,124260,124331
space,124427,124507
w,124507,124587
h,124627,124755
a,124715,124795
t,124915,124955
space,125035,125083
y,125059,125155
o,125179,125267
u,125236,125347
space,125299,125387
a,125371,125451
r,125555,125603
e,125691,125780
shift,125900,126227
!,126107,126203
space,126356,126467
shift,127005,127187
u,127099,127211
p,127211,127316
space,127371,127459
a,127515,127659
b,127635,127771
o,127739,127867
v,127852,127923
e,128027,128107
space,128219,128251
t,128252,128291
h,128371,128427
e,128395,128475
space,128523,128611
w,128579,128691
o,128715,128819
r,128843,128891
l,128915,128995
d,129019,129091
space,129067,129147
s,129187,129283
o,129235,129315
space,129427,129451
h,129451,129507
i,129491,129571
g,129595,129691
h,129627,129739
comma,129916,130035
space,130580,130667
shift,130723,130923
l,130803,130899
i,130987,131099
k,131171,131251
e,131291,131403
space,131427,131539
a,131563,131643
space,131643,131707
i,131883,131915
a,131947,132051
m,132019,132107
o,132131,132259
n,132211,132339
d,132315,132411
i,132435,132571
n,132555,132603
backspace,132875,132947
backspace,133027,133115
backspace,133300,133387
backspace,133483,133547
backspace,133643,133723
backspace,133795,133859
backspace,133956,133995
backspace,134075,134187
d,134227,134315
i,134347,134459
a,134460,134539
m,134540,134635
o,134651,134771
n,134731,134835
d,134803,134891
space,134923,134979
i,134947,135059
n,135003,135115
space,135131,135211
t,135179,135267
h,135211,135315
e,135355,135443
space,135419,135523
s,135547,135635
k,135611,135699
y,135755,135827
.,135923,136019
