keyname,timepress,timerelease
backspace,55718,55797
space,55820,55916
a,55941,56077
space,56205,56316
g,56493,56589
r,56701,56893
e,57453,57524
a,57637,57780
t,57765,57828
space,58013,58116
f,58277,58356
a,58373,58484
l,58461,58524
l,58605,58700
.,58837,58892
space,59030,59132
shift,59109,59364
a,59253,59340
l,59437,59492
l,59581,59700
space,59677,59781
t,59837,59924
h,59949,60013
e,60045,60148
space,60125,60180
k,60237,60300
i,60437,60572
n,60549,60652
g,60693,60765
',60901,60980
s,61021,61148
space,61109,61220
h,61485,61540
o,61621,61700
r,61725,61829
s,61925,62029
e,62117,62188
s,62301,62404
space,62637,62716
a,63502,63620
n,63733,63756
d,63757,63869
space,63837,63949
a,64029,64172
l,64148,64212
l,64284,64404
space,64405,64484
t,64509,64588
h,64589,64668
e,64693,64820
space,64780,64877
k,64893,64956
i,65093,65228
n,65125,65252
g,65284,65340
',65437,65540
s,65556,65676
space,65636,65732
m,66134,66212
e,66237,66316
n,66413,66492
space,66540,66644
shift,67046,67364
c,67317,67340
o,67437,67564
u,67540,67612
l,67700,67820
d,67821,67900
n,68069,68140
',68413,68500
t,68517,68652
space,68596,68716
p,69654,69740
u,69821,69916
t,69941,70061
space,70006,70124
shift,70285,70452
h,70373,70453
u,70589,70660
m,70797,70900
p,70932,71045
y,71069,71148
backspace,71477,71548
t,71573,71636
y,71669,71724
space,71861,71980
t,72790,72844
o,72869,72924
g,72997,73069
e,73157,73252
t,73228,73308
h,73293,73364
e,73413,73516
r,73469,73548
space,73692,73788
a,73892,73996
g,74102,74188
a,74220,74292
i,74292,74404
n,74372,74436
.,74589,74716
shift,78535,79052
t,78925,79029
w,79190,79269
i,79301,79364
n,79525,79597
k,79693,79748
l,79925,79998
e,80021,80101
space,80342,80444
backspace,80677,80740
.,80877,80924
space,80973,81061
t,81197,81269
w,81437,81508
i,81580,81620
n,81733,81804
k,81917,81972
k,82141,82172
l,82254,82308
backspace,82533,82604
backspace,82725,82764
l,82893,82980
e,82981,83092
space,83061,83188
backspace,83869,83948
.,84085,84124
space,84205,84309
l,84557,84620
i,84733,84780
t,84869,84924
t,85005,85076
l,85100,85172
e,85293,85317
space,85317,85389
s,85429,85572
t,85628,85716
a,85740,85892
r,85853,85964
t,86093,86164
backspace,86453,86524
.,86869,86941
space,86973,87069
shift,87302,87732
h,87653,87708
o,87837,87908
w,87932,88060
space,88037,88156
shift,88229,88413
i,88324,88381
space,88461,88564
w,88604,88684
o,88700,88836
n,88788,88876
d,88916,89005
e,89117,89268
r,89181,89316
space,89292,89372
w,89581,89676
h,89700,89780
a,89804,89940
t,89892,89988
space,90109,90204
y,90228,90316
o,90364,90484
u,90445,90548
space,90524,90628
z,90981,91061
backspace,91557,91676
a,91764,91900
r,92085,92172
e,92244,92316
shift,92502,92860
!,92709,92796
space,93558,93661
shift,93661,94029
u,93853,94030
p,94052,94132
space,94164,94268
t,94324,94380
backspace,94597,94676
a,94700,94804
b,94916,94996
o,94980,95140
v,95156,95260
e,95332,95444
space,95420,95532
t,95557,95636
h,95660,95804
e,95724,95828
space,95804,95900
w,95932,96036
o,96021,96100
r,96212,96276
l,96372,96468
d,96500,96596
space,96573,96676
s,96853,96940
o,96964,97029
space,97093,97188
h,97236,97340
i,97372,97428
g,97476,97556
h,97572,97637
.,97805,97860
space,97972,98085
shift,98109,98292
l,98205,98268
i,98380,98436
k,98548,98613
e,98661,98772
space,98748,98844
a,98892,99044
space,99013,99148
d,99381,99468
i,99516,99596
a,99653,99748
m,99796,99876
o,100085,100276
n,100196,100276
d,100412,100548
space,100525,100620
i,100949,101004
i,101052,101108
n,101084,101180
space,101156,101260
t,101284,101404
h,101380,101476
e,101500,101620
space,101596,101685
backspace,102101,102172
backspace,102228,102396
backspace,102476,102524
backspace,102556,102644
backspace,102701,102748
backspace,102828,102908
backspace,103076,103132
n,103268,103348
space,103388,103484
t,103540,103636
h,103612,103756
e,103780,103836
space,103804,103892
s,103964,104148
k,104077,104148
y,104268,104340
.,104516,104564
