keyname,timepress,timerelease
e,24948,25052
r,25052,25220
e,25140,25276
space,25244,25371
t,25516,25636
h,25676,25732
a,25853,25956
t,25932,26035
space,26012,26115
shift,26076,26228
m,26164,26252
a,26292,26403
r,26348,26427
y,26516,26627
space,26596,26691
w,26732,26820
e,26868,26963
n,26980,27060
t,27076,27172
.,27196,27276
space,27308,27419
t,27532,27636
h,27660,27763
backspace,27917,27980
shift,28060,28340
backspace,28484,28539
shift,28565,28716
t,28620,28739
h,28804,28915
e,28893,29003
space,28948,29075
l,29044,29155
a,29132,29243
m,29244,29331
b,29372,29460
space,29500,29635
w,29612,29683
a,29740,29956
s,29820,29956
space,29877,29979
s,30004,30108
u,30124,30219
r,30196,30339
e,30284,30419
space,30380,30467
t,30516,30635
o,30604,30691
space,30668,30731
g,30772,30876
o,30820,30899
.,30948,31019
shift,32726,33076
h,32981,33052
u,33220,33316
n,33340,33452
p,33452,33532
backspace,33876,33988
backspace,34108,34196
m,34348,34475
p,34452,34539
t,34516,34636
y,34573,34675
space,34692,34811
shift,34965,35212
d,35140,35196
u,35468,35612
m,35692,35827
p,35796,35923
t,35948,36060
y,35988,36107
space,36164,36268
s,36573,36660
a,36716,36827
t,36804,36907
space,36908,37004
o,37068,37203
n,37124,37227
space,37180,37267
a,37300,37403
space,37380,37499
w,37532,37652
a,37628,37755
l,37724,37779
l,37852,37915
.,38245,38364
backspace,38516,38573
.,38652,38747
space,38716,38827
shift,38868,39581
h,39517,39582
u,39676,39772
m,39836,40003
p,39956,40051
t,40020,40108
y,40076,40179
space,40196,40267
shift,40348,40492
d,40404,40515
u,40540,40604
m,40700,40820
p,40788,40932
t,40916,41060
y,40996,41100
space,41124,41220
h,41356,41484
a,41460,41548
d,41516,41627
space,42125,42244
a,42268,42404
space,42404,42508
g,42612,42700
r,42804,42915
e,42868,42987
a,42940,43051
t,43028,43140
space,43141,43236
f,43316,43403
a,43588,43683
l,43796,43867
l,43948,44011
.,44188,44284
space,44364,44507
shift,44605,44860
a,44765,44883
l,44956,45011
l,45076,45155
space,45180,45236
t,45300,45403
h,45380,45475
e,45436,45556
space,45508,45619
k,45596,45659
i,45772,45907
n,45844,45931
g,45932,46019
',46044,46163
s,46196,46323
space,46300,46411
h,46524,46675
o,46620,46739
r,46676,46819
s,46796,46907
e,46988,47107
s,47076,47195
space,47220,47348
a,47428,47580
n,47620,47739
d,47716,47819
space,47780,47891
a,47956,48067
l,48044,48091
l,48140,48227
space,48260,48324
t,48396,48507
h,48460,48595
e,48572,48667
space,48628,48763
k,48740,48803
i,48892,49051
n,48980,49052
g,49020,49115
',49196,49284
s,49380,49515
space,49516,49667
m,49636,49763
e,49740,49843
n,49860,49979
space,50252,50380
shift,50404,50613
c,50476,50614
o,50636,50659
u,50756,50819
l,50924,51003
d,50980,51067
n,51108,51235
',51180,51259
t,51308,51404
space,51428,51531
p,51836,51931
u,52020,52123
t,52092,52187
space,52188,52275
shift,52437,52724
h,52628,52725
u,52812,52899
m,52964,53075
p,53052,53139
t,53116,53195
y,53156,53267
space,53292,53388
t,53700,53788
o,53812,53915
g,53892,53979
e,54004,54107
t,54084,54187
h,54188,54275
e,54252,54331
r,54300,54420
space,54372,54467
a,54516,54620
g,54644,54771
a,54748,54835
i,54868,54963
n,54908,54987
.,55132,55187
shift,57110,57332
t,57188,57292
w,57420,57492
i,57612,57636
n,57636,57675
l,57748,57964
e,57868,57964
.,58116,58244
backspace,58436,58475
backspace,58541,58604
backspace,58660,58723
k,59156,59275
l,59220,59339
e,59813,59900
.,60004,60115
space,60140,60236
t,60669,60763
w,60836,60923
i,60900,61019
n,60980,61155
k,61132,61339
l,61268,61387
e,61404,61507
space,61508,61636
l,61772,61843
i,61948,62043
t,62020,62067
backspace,62212,62275
backspace,62332,62395
backspace,62468,62523
backspace,62572,62628
.,62828,62955
space,62988,63107
l,63132,63187
i,63284,63379
t,63380,63411
t,63484,63580
l,63581,63675
e,63653,63747
space,63772,63891
s,63964,63987
t,64036,64147
a,64116,64260
r,64236,64308
.,64701,64795
space,64844,64955
shift,65052,65380
h,65292,65403
o,65452,65555
w,65540,65668
space,65644,65747
shift,65732,65971
i,65852,65939
space,65973,66084
w,66124,66227
o,66300,66451
n,66404,66612
d,66492,66612
e,66628,66723
r,66700,66795
space,66780,66907
w,66892,66987
h,66988,67091
a,67036,67115
t,67172,67259
space,67236,67347
y,67420,67515
o,67540,67611
u,67628,67708
space,67868,67963
a,68036,68131
r,68156,68363
e,68244,68364
space,68364,68387
backspace,68676,68755
shift,68733,69531
!,68788,68891
space,68940,69099
u,69468,69547
backspace,69964,69987
shift,70452,70645
u,70700,70781
shift,70756,70781
backspace,71148,71211
shift,71244,71403
u,71300,71379
p,71524,71628
space,71668,71763
a,71820,71883
v,72316,72419
b,72340,72420
backspace,72748,72860
backspace,73148,73195
b,73356,73483
o,73468,73548
v,73596,73779
e,73764,73899
space,73876,73971
t,74044,74155
h,74116,74219
e,74180,74267
space,74244,74355
w,74372,74459
o,74436,74507
r,74532,74588
l,74628,74683
d,74708,74819
space,74804,74900
s,74916,75035
o,75012,75107
space,75084,75171
h,75308,75459
i,75404,75539
g,75564,75611
h,75612,75691
.,75836,75948
space,75972,76091
shift,76188,76347
l,76259,76323
i,76412,76467
k,76539,76619
e,76595,76691
space,76668,76779
a,76811,76923
space,76900,77019
d,77068,77179
i,77155,77235
a,77236,77355
m,77332,77459
o,77436,77571
n,77572,77651
d,77811,77924
space,77948,78044
i,78068,78187
n,78124,78219
space,78188,78259
t,78316,78435
h,78388,78515
e,78499,78587
space,78652,78795
s,78828,78907
k,78932,78996
y,79020,79107
.,79132,79203
