keyname,timepress,timerelease
comma,18710,18789
space,18789,18917
shift,19206,19436
w,19341,19412
h,19461,19596
o,19557,19652
s,19629,19772
e,19734,19868
space,19837,19980
f,20077,20196
l,20173,20252
e,20285,20316
e,20405,20476
c,20501,20636
e,20653,20718
space,20693,20813
w,20845,20924
a,21045,21188
s,21117,21268
space,21213,21332
w,21453,21580
h,21549,21684
i,21629,21773
t,21717,21836
e,21813,21908
space,21877,21956
a,21989,22132
s,22061,22133
space,22109,22204
s,22237,22332
n,22309,22452
o,22373,22500
w,22477,22548
/,22629,22668
.,22629,22700
space,22717,22821
shift,22845,22893
backspace,23029,23092
backspace,23165,23220
backspace,23301,23444
.,23421,23572
space,23653,23748
shift,23773,24037
a,23909,24060
n,24277,24348
d,24397,24500
space,24461,24644
e,24846,24980
v,24957,25044
e,25101,25212
r,25189,25268
y,25364,25524
w,25549,25660
h,25637,25716
e,25749,25796
r,25772,25932
e,25885,26012
space,25973,26076
t,26109,26212
h,26189,26292
a,26268,26356
t,26324,26436
space,26381,26508
shift,26469,26644
shift,26790,27037
m,26941,27038
a,27069,27148
r,27117,27204
y,27293,27396
space,27372,27460
w,27493,27628
e,27605,27700
n,27741,27820
t,27845,27925
comma,27981,28076
space,28053,28172
shift,28349,28525
t,28437,28525
h,28557,28684
e,28660,28788
space,28733,28852
l,28813,28917
a,28893,28964
b,29021,29100
space,29133,29252
w,29277,29348
a,29381,29564
s,29484,29588
space,29549,29660
s,29676,29764
u,29797,29852
r,29876,29996
e,29973,30068
space,30029,30092
t,30148,30268
o,30244,30316
space,30292,30348
g,30388,30492
o,30444,30548
.,30580,30652
left,33469,33532
m,33605,33700
shift,35350,35660
h,35557,35628
u,35717,35828
m,35869,36004
p,35949,36069
t,36093,36244
y,36125,36268
space,36333,36452
shift,36469,36621
d,36533,36741
u,36742,36764
m,36813,36924
p,36885,37052
t,36972,37117
y,37077,37156
space,37341,37468
w,37572,37652
backspace,37789,37868
s,37869,37980
a,38029,38125
t,38093,38188
space,38213,38308
o,38309,38436
n,38381,38468
space,38413,38516
a,38541,38668
space,38645,38765
w,38789,38956
a,38933,39004
l,38981,39028
l,39084,39149
comma,39229,39356
space,39333,39428
shift,39597,39742
h,39693,39757
u,39813,39908
m,39964,40060
p,40029,40140
t,40141,40197
y,40293,40388
space,40412,40460
shift,40493,40620
d,40581,40692
u,40669,40756
m,40821,40964
p,40869,40988
t,40965,41020
y,41109,41228
space,41205,41316
h,41349,41468
a,41484,41564
d,41540,41644
space,42029,42148
a,42197,42308
space,42341,42460
g,42509,42604
r,42693,42796
e,42765,42860
a,42820,42924
t,42900,43020
space,42996,43100
f,43148,43252
a,43229,43324
l,43325,43372
l,43436,43492
.,43580,43692
space,43668,43796
shift,43773,43900
a,43844,43924
l,44004,44052
l,44108,44180
space,44204,44260
t,44324,44428
h,44396,44492
e,44476,44564
space,44532,44652
k,44604,44676
i,44756,44884
n,44836,44932
g,44908,44996
',45020,45084
s,45124,45212
space,45228,45340
h,45317,45420
o,45380,45516
r,45460,45572
s,45596,45668
s,45692,45716
e,45717,45740
backspace,46365,46420
backspace,46508,46564
e,46588,46716
s,46692,46836
space,46812,46940
a,46980,47100
l,47116,47148
backspace,47565,47620
n,47717,47812
d,47788,47908
space,47868,47948
a,47988,48124
l,48084,48156
l,48196,48364
space,48365,48388
t,48428,48524
h,48492,48644
e,48572,48684
space,48644,48756
k,48804,48908
i,49020,49084
n,49052,49140
g,49165,49276
s,49260,49324
',49525,49596
backspace,49725,49780
backspace,49852,49916
',50020,50132
s,50148,50268
space,50236,50364
m,50340,50421
e,50453,50556
n,50557,50644
space,50668,50772
shift,50893,51076
c,50980,51077
o,51117,51180
u,51284,51324
l,51429,51492
d,51508,51572
n,51636,51756
',51733,51780
t,51828,51948
space,51916,52028
p,52446,52540
u,52628,52684
t,52717,52804
space,52773,52876
shift,52901,53124
h,53037,53125
u,53605,53644
m,54037,54156
p,54125,54212
t,54188,54340
y,54236,54364
space,54388,54484
p,54773,54868
backspace,55309,55380
t,55725,55820
o,55821,55892
g,55916,55996
e,56012,56116
t,56092,56204
h,56252,56340
e,57005,57108
r,57085,57204
space,57172,57300
b,57428,57484
backspace,57773,57836
a,57893,57996
g,57972,58076
a,58100,58172
i,58148,58268
n,58212,58292
.,58405,58444
shift,60262,60516
t,60397,60492
w,60597,60677
i,60677,60780
n,60749,60828
k,61213,61348
l,61269,61380
e,61396,61452
comma,61508,61604
space,61629,61749
t,61828,61940
w,62068,62172
i,62196,62284
n,62252,62380
k,62460,62572
l,62636,62757
e,62788,62900
comma,62924,63020
space,63044,63132
l,63196,63252
i,63356,63468
t,63396,63444
t,63508,63644
l,63660,63740
e,63717,63812
space,63813,63932
s,63997,64084
t,64124,64204
a,64220,64308
r,64356,64428
comma,64492,64636
space,64613,64733
shift,64757,64892
h,64836,64924
o,64996,65076
w,65052,65156
space,65132,65252
shift,65229,65428
i,65308,65404
space,65452,65540
w,65692,65789
o,65812,65948
n,65877,65980
d,65949,66004
e,66204,66308
r,66276,66388
space,66412,66508
w,66837,66924
h,66948,67028
a,67004,67092
t,67116,67220
space,67181,67284
y,67364,67452
o,67476,67604
u,67548,67628
r,67741,67805
backspace,68021,68100
space,68172,68228
a,68244,68348
r,68324,68476
e,68420,68540
space,68500,68596
shift,68620,68845
!,68700,68789
backspace,69005,69060
backspace,69188,69213
shift,69212,69596
!,69213,69324
space,69308,69452
u,69580,69652
p,69749,69884
space,69837,70020
shift,69940,70172
a,70068,70196
b,70308,70388
o,70412,70540
v,70516,70620
e,70652,70741
backspace,70925,70972
backspace,71028,71108
backspace,71156,71228
backspace,71284,71340
backspace,71628,71692
a,71732,71804
b,71909,71996
o,72020,72076
v,72108,72204
e,72164,72284
space,72268,72348
t,72428,72548
h,72516,72612
e,72588,72692
space,72668,72773
w,72812,72901
o,72924,73028
r,73004,73100
l,73148,73236
d,73260,73356
space,73468,73492
s,73524,73620
o,73620,73764
space,73740,73812
h,73868,73980
i,73949,74052
g,74068,74172
h,74148,74212
comma,74396,74444
space,74484,74596
shift,74700,74933
l,74828,74892
i,75005,75068
k,75164,75276
e,75244,75356
space,75332,75428
a,75452,75548
space,75572,75660
d,75700,75844
i,75821,75924
a,75940,76052
m,76029,76124
o,76124,76276
n,76220,76324
g,76340,76396
backspace,76660,76740
d,76716,76812
space,76836,76924
i,76924,77044
n,76997,77100
space,77076,77172
t,77228,77340
h,77292,77388
e,77364,77476
space,77428,77548
s,77548,77620
k,77644,77740
y,77764,77852
.,77828,77908
