keyname,timepress,timerelease
shift,40949,41180
h,41132,41243
u,41324,41411
m,41508,41587
p,41667,41772
y,41796,41876
space,42652,42723
shift,42788,42916
d,42868,42939
u,42964,43043
m,43188,43235
p,43347,43436
t,43564,43659
y,43771,43843
space,44629,44731
s,44796,44892
a,44956,45011
t,45084,45155
space,45219,45275
o,45299,45379
n,45348,45468
space,45492,45563
a,45748,45892
space,45916,45955
w,46011,46107
a,46124,46195
l,46252,46307
l,46396,46484
.,46596,46691
space,47044,47123
shift,47164,47411
h,47283,47387
u,47516,47611
m,47747,47827
p,47948,48035
t,48107,48195
y,48291,48371
space,48395,48484
shift,48460,48603
d,48580,48683
u,48684,48755
m,48876,48939
p,48995,49091
t,49092,49171
y,49260,49355
space,49324,49395
h,49475,49579
a,49556,49603
d,49691,49763
space,49787,49843
a,49876,49915
space,49955,50035
g,50075,50211
r,50131,50243
e,50212,50299
a,50267,50323
t,50379,50483
space,50580,50667
f,50843,50923
a,50947,51019
l,51083,51155
l,51251,51315
.,51580,51651
space,52236,52307
shift,52331,52459
a,52435,52507
l,52564,52627
l,52707,52795
space,52771,52851
t,52892,52979
h,52955,53011
e,53067,53131
space,53155,53219
k,53243,53283
i,53387,53491
n,53468,53539
g,53724,53787
',53876,53955
s,54019,54099
space,54299,54323
h,54563,54675
o,54707,54803
r,54827,54899
s,54923,55067
e,55043,55155
s,55179,55243
space,55315,55347
a,55363,55411
n,55451,55531
d,55507,55579
space,55636,55755
l,55795,55859
l,55941,56019
space,56043,56123
t,56147,56211
h,56235,56283
e,56331,56395
space,56379,56467
k,56443,56515
i,56611,56707
n,56668,56755
g,56756,56820
',56916,56987
s,57011,57067
space,57083,57147
m,57219,57291
e,57315,57379
n,57419,57483
space,57571,57651
shift,57949,58115
c,58084,58171
o,58227,58347
u,58315,58387
l,58483,58547
t,58595,58667
backspace,59236,59291
n,59443,59515
backspace,59780,59852
d,59996,60011
n,60068,60139
',60308,60379
t,60515,60571
space,61012,61059
p,61091,61171
u,61227,61307
t,61339,61419
space,61443,61507
shift,61547,61716
h,61691,61772
u,61876,61963
m,62091,62147
p,62203,62355
t,62355,62411
y,62515,62595
space,62667,62715
t,62779,62868
o,62891,62987
g,63003,63099
e,63131,63227
t,64084,64163
h,64276,64355
e,64379,64427
r,64403,64475
space,64499,64611
a,64691,64787
g,64819,64939
a,64924,64995
i,65075,65243
n,65155,65291
.,65435,65579
ctrl,76573,76868
a,76708,76819
left,76940,77035
right,79900,81579
right,82540,82603
right,82747,82803
t,97844,97915
right,101996,102075
ctrl,102877,103147
a,102979,103083
right,103596,103691
right,104092,104195
ctrl,105253,105675
a,105412,105515
right,105788,105931
left,120404,121331
left,121868,121963
right,122172,122227
right,122332,122387
right,122491,122555
right,122659,122731
a,123436,123491
shift,127757,127995
t,127908,127971
w,128091,128179
i,128219,128291
n,128315,128395
k,128451,128507
l,128635,128739
e,128763,128811
.,129052,129115
space,129187,129251
t,129364,129435
w,129547,129635
i,129659,129747
n,129723,129795
g,129892,129955
backspace,130259,130315
k,130475,130555
l,130579,130635
e,130691,130779
.,130932,131019
space,131107,131195
l,131251,131403
i,131380,131427
t,131876,131947
t,132051,132147
l,132380,132491
e,132547,132643
space,132707,132803
s,132803,132899
t,132955,133035
a,133107,133195
r,133259,133339
.,133524,133643
space,134372,134459
shift,137325,137659
h,137532,137635
o,137771,137875
w,137923,138035
space,138067,138132
shift,138131,138347
i,138251,138323
space,138467,138539
w,141980,142051
o,142075,142131
n,142235,142331
d,142347,142403
e,142467,142619
r,142604,142619
space,143076,143171
w,143259,143323
h,143355,143459
a,143435,143474
t,143563,143627
space,143651,143707
y,143747,144003
o,143811,144004
u,144004,144019
space,144019,144050
a,144051,144114
r,144195,144282
e,144235,144338
shift,144419,144843
!,144539,144635
space,145620,145699
shift,145731,145883
u,145835,145931
p,146027,146115
space,146571,146650
a,146683,146755
b,146779,146842
o,146940,147083
v,147084,147170
e,147139,147218
space,147251,147314
t,147339,147418
h,147531,147554
e,147555,147594
space,147627,147707
w,147683,147746
o,147779,147842
r,147867,147915
l,147979,148050
d,148107,148178
space,148243,148322
s,148379,148443
o,148515,148610
space,148651,148731
h,148867,148947
i,148947,149018
g,149067,149138
h,149163,149226
space,149796,149877
shift,149876,150003
l,149971,150082
i,150131,150202
k,150307,150378
e,150403,150466
space,150547,150610
a,150667,150722
space,150763,150835
d,150955,150970
i,151115,151178
a,151403,151474
m,151763,151819
o,151883,152002
n,151971,152034
d,152251,152306
space,152371,152539
i,152539,152586
n,152563,152658
space,152627,152698
t,152739,152811
h,152843,152923
e,152947,152986
space,153011,153082
s,153115,153194
k,153219,153266
y,153347,153426
.,153571,153610
backspace,154100,154179
enter,154572,154666
left,164116,164179
left,164267,164330
.,164579,164650
backspace,165628,165723
right,166300,166379
.,167060,167116
