keyname,timepress,timerelease
space,84028,84083
g,84260,84317
o,84445,84467
.,85469,85531
shift,88478,88708
h,88644,88739
u,88988,89068
m,89268,89331
p,89533,89595
t,89788,89844
y,89940,89995
space,90076,90155
shift,90308,90540
d,90493,90563
u,90660,90715
m,90828,90884
p,91260,91331
t,91589,91644
y,91732,91787
space,102485,102524
s,103533,103588
a,103700,103764
t,103780,103843
space,103908,103971
o,104733,104804
n,104940,105011
space,105100,105171
a,105212,105275
space,105324,105388
w,105797,105860
a,105964,106035
l,106068,106123
l,106204,106259
.,106397,106468
space,106580,106652
shift,107565,107748
h,107684,107749
u,107845,107908
m,108020,108075
p,108284,108347
t,108556,108611
y,108708,108763
space,108844,108924
shift,109308,109707
d,109620,109684
u,109804,109859
m,109996,110244
p,110244,110259
t,110460,110660
y,110660,110667
space,111085,111171
h,112205,112268
a,112308,112388
d,112716,112780
space,112844,112915
a,112964,113035
space,113068,113139
h,113829,113875
r,113940,114012
e,114116,114195
a,114332,114412
t,114428,114483
space,114532,114603
f,114820,114891
a,115036,115100
l,115164,115211
l,115292,115339
.,115444,115515
space,115636,115707
shift,116446,116668
a,116628,116731
l,116788,116827
l,116900,116963
space,117076,117123
t,117252,117371
h,117412,117483
e,117500,117539
space,117572,117619
k,117828,117891
i,117972,118035
n,118148,118211
g,118308,118371
',119477,119539
s,119692,119755
space,121061,121148
h,121405,121491
o,121564,121635
u,121740,121795
backspace,122165,122219
backspace,122836,122899
o,123668,123740
r,123828,123883
s,124052,124139
e,124228,124291
s,124372,124467
space,124508,124595
a,125164,125236
n,125260,125323
d,125372,125427
space,125443,125491
a,125683,125755
l,125772,125811
l,125891,125947
space,126027,126075
t,126179,126244
h,126324,126411
e,126388,126435
space,126484,126531
k,126684,126747
i,126820,126883
n,126996,127052
g,127123,127187
s,127556,127611
backspace,127972,128027
',128324,128404
s,128740,128787
space,129604,129659
m,129788,129843
e,129875,129939
n,129971,130019
space,130692,130771
shift,130996,131364
c,131268,131323
p,131612,131691
o,131635,131659
u,131828,131883
backspace,132147,132211
backspace,132291,132373
backspace,132692,132771
o,133220,133283
u,133437,133491
l,133644,133707
n,134012,134163
',134797,134875
t,135260,135347
backspace,136213,136275
backspace,136363,136427
backspace,136500,136563
d,137557,137611
n,137692,137755
',138188,138259
t,138573,138635
space,139549,139603
p,140380,140459
u,140812,140875
t,141003,141059
space,141372,141459
shift,141853,141971
h,141940,142011
u,142067,142139
m,142243,142323
p,142484,142563
t,142804,142867
y,142939,143003
space,143084,143155
t,144325,144372
o,144396,144443
backspace,144781,144835
backspace,144899,144963
t,145877,145939
o,146316,146371
g,146611,146675
e,146708,146771
t,146811,146867
h,146955,147027
e,147028,147083
r,147163,147235
space,147267,147331
a,147644,147732
g,147755,147819
i,147907,147979
a,148003,148059
n,148083,148131
backspace,148780,148851
backspace,148907,148979
backspace,149027,149107
a,149468,149531
i,149739,149803
n,149891,149955
.,150348,150419
left,157828,157867
left,157980,158019
left,158116,158147
left,158252,158291
left,158388,158411
left,158508,158547
left,158635,158691
left,158771,158835
left,158907,160587
right,161300,161843
right,162148,163051
left,163460,163587
left,163691,163747
left,163852,163923
left,164035,164092
left,164780,164859
left,164955,165003
left,165116,165139
left,165267,165299
left,169012,169099
left,169188,169251
left,169331,169427
left,169524,169579
left,169675,169731
right,169836,170803
right,170987,171051
right,171187,171267
right,171347,171435
left,171483,175859
right,176083,176299
right,176500,178659
left,179445,179547
left,179675,179779
left,179899,179979
left,180059,180131
left,180211,180299
left,180540,180627
left,180819,180891
left,181740,181875
left,182204,182331
right,182532,182603
right,182723,182763
backspace,183740,183835
g,184428,184483
shift,187437,187636
t,187579,187659
w,188051,188115
i,188171,188227
n,188331,188379
k,188740,188787
l,189203,189259
e,189315,189371
.,190260,190323
space,190412,190475
t,190916,190979
w,191019,191075
i,191572,191619
n,191740,191795
l,191963,192019
k,192315,192371
e,192427,192483
backspace,193244,193315
backspace,193419,193475
backspace,194356,194411
k,194996,195051
l,195156,195235
e,195236,195291
.,196852,196907
space,196987,197043
l,197123,197187
i,197299,197411
t,197483,197539
t,197603,197667
l,197803,197875
k,197804,197851
e,197907,197971
space,197995,198067
backspace,198532,198595
backspace,198667,198723
backspace,198779,198835
e,199228,199307
space,199499,199579
s,200324,200419
t,200475,200539
a,200603,200675
r,200715,200771
.,201700,201779
space,202476,202555
shift,202796,202964
h,202966,202987
j,202966,202987
backspace,203516,203571
backspace,203931,204003
shift,204212,204563
h,204508,204587
o,204659,204739
w,204875,204931
space,204979,205043
i,205139,205187
backspace,205708,205779
shift,205980,206171
i,206124,206202
space,206267,206331
w,206428,206499
o,206531,206578
n,206691,206746
d,206875,206947
e,207044,207123
r,207211,207275
space,207307,207379
w,208572,208627
h,208659,208723
a,208755,208818
t,208843,208899
space,208963,209011
y,209164,209243
o,209355,209419
u,209515,209570
space,209627,209698
a,209683,209762
r,209875,209954
e,210019,210099
shift,211749,212459
!,212260,212379
space,213131,213227
shift,213692,214027
u,213947,213994
p,214131,214203
space,214507,214586
a,214780,214842
b,214915,214978
o,215156,215219
v,215371,215442
e,215483,215538
space,215587,215674
t,216476,216531
h,216635,216706
e,216739,216802
space,216851,216914
w,216971,217066
o,217091,217138
r,217219,217282
k,217267,217306
backspace,217756,217818
l,218524,218578
d,218771,218834
space,219059,219138
s,220420,220491
o,220515,220570
space,220635,220682
h,221051,221115
i,221163,221242
g,221355,221411
h,221507,221570
.,223124,223179
space,223275,223354
shift,223396,223531
l,223507,223554
i,223651,223706
k,223795,223858
e,223883,223922
space,224011,224083
a,224107,224170
space,224243,224298
d,224820,224883
i,224931,225002
a,225019,225090
m,225644,225706
o,225795,225866
n,225963,226018
d,226163,226226
space,226299,226371
i,227004,227066
n,227163,227218
space,227259,227330
t,227395,227451
h,227548,227682
e,227579,227683
space,227707,227754
s,228299,228362
k,228411,228490
y,228611,228666
.,229235,229314
