keyname,timepress,timerelease
backspace,47878,47917
comma,48854,48933
space,48973,49037
shift,49006,49494
h,49413,49494
u,49806,49870
m,49958,50029
p,50117,50293
t,50534,50614
y,50669,50749
shift,50726,50870
space,50750,50823
d,50837,50925
u,50901,50965
m,51053,51117
p,51181,51237
t,51357,51413
y,51485,51573
space,51574,51622
h,51686,51765
a,51797,51894
d,51917,52005
space,52029,52101
a,52125,52181
space,52205,52269
g,52325,52389
r,52477,52565
e,52533,52589
a,52662,52765
t,52741,52805
space,52822,52901
f,52973,53045
a,53109,53189
l,53365,53397
l,54078,54133
.,54229,54301
shift,54349,54485
space,54352,54405
a,54445,54565
l,54549,54605
l,54678,54749
space,54773,54813
t,54893,54949
h,55021,55093
e,55061,55141
space,55117,55165
k,55229,55301
i,55405,55429
n,55525,55589
g,55966,56029
;,56173,56245
s,56317,56381
space,56469,56541
h,56726,56805
o,56878,56957
r,57117,57205
backspace,57397,57461
backspace,57525,57589
backspace,57661,57717
backspace,57806,57853
backspace,57933,57981
backspace,58061,58133
',58710,58782
s,58830,58893
space,58917,58965
h,59021,59069
o,59149,59237
r,59213,59269
s,59341,59453
e,59477,59541
s,59621,59701
space,59725,59789
a,59813,59877
n,59901,59949
d,59973,60013
space,60069,60125
a,60093,60181
l,60205,60261
l,60341,60421
space,60397,60485
t,60557,60589
h,60669,60765
e,60733,60813
space,60789,60837
k,60893,60973
i,61077,61157
n,61221,61293
g,61365,61429
;,61541,61621
s,61645,61717
space,61749,61797
m,61886,61949
e,61965,62045
n,62077,62149
space,62197,62253
backspace,62453,62525
backspace,62589,62653
backspace,62725,62797
backspace,62854,62909
backspace,62989,63061
backspace,63125,63181
backspace,63253,63341
',64014,64093
s,64117,64205
space,64173,64205
m,64317,64397
e,64429,64501
n,64533,64613
space,64661,64733
shift,64943,65149
c,65101,65213
o,65197,65349
u,65429,65445
l,65501,65605
d,65581,65661
n,65741,65829
',66998,67069
t,67125,67197
space,67221,67285
p,67429,67509
u,67637,67709
t,67829,67909
space,67933,68013
shift,68478,68950
h,68951,69005
u,69037,69109
m,69181,69261
p,69325,69397
t,69445,69509
y,69549,69621
space,69653,69757
t,69909,69981
o,70086,70141
g,70237,70293
e,70317,70381
t,70405,70437
h,70525,70613
e,70589,70677
r,70637,70717
space,70741,70797
a,70823,70917
g,70894,70957
a,71030,71101
i,71053,71125
n,71173,71229
backspace,73758,73829
shift,73942,74110
h,74029,74111
.,78798,78877
shift,80431,80797
t,80757,80822
w,80870,80933
i,81013,81045
n,81133,81213
k,81430,81485
l,81597,81677
e,81693,81757
comma,81797,81861
space,81941,81997
shift,82021,82133
t,82157,82181
w,82470,82549
i,82645,82725
n,82837,82901
l,83173,83253
;,83398,83437
e,83485,83565
backspace,83910,83965
backspace,84037,84101
backspace,84173,84237
l,84902,84965
backspace,85317,85390
k,85509,85565
l,85645,85717
e,85797,85845
comma,85973,86045
space,86101,86189
l,86269,86341
u,86454,86525
backspace,87038,87109
i,87902,87965
t,88045,88109
t,88173,88253
l,88277,88349
e,88373,88413
space,88477,88565
s,88541,88621
t,88661,88733
a,88757,88829
r,89349,89429
comma,89525,89605
space,89741,89797
shift,90479,90949
h,90846,90901
o,91037,91061
w,91061,91101
space,91157,91205
shift,91229,91333
i,91285,91348
space,91381,91437
w,91437,91493
o,91517,91573
n,91645,91717
d,91717,91813
e,91789,91949
r,91925,91997
space,92037,92133
w,92494,92557
h,92589,92661
a,92693,92773
t,92797,92853
space,92877,92917
y,92973,93037
o,93141,93197
u,93293,93357
space,93381,93445
a,93501,93589
r,93613,93709
e,93709,93765
shift,93878,94125
space,94173,94245
shift,94493,94765
u,94702,94789
o,94893,94949
space,94997,95053
backspace,95349,95413
backspace,95477,95565
p,95701,95773
space,95805,95861
a,95885,95965
o,95989,96044
backspace,96221,96292
b,96405,96460
o,96541,96580
v,96678,96733
e,96757,96813
space,96813,96877
t,96893,96949
h,97013,97109
e,97085,97150
space,97182,97260
w,97237,97300
o,97341,97436
r,97413,97476
l,97517,97588
d,97710,97724
space,97725,97756
s,97781,97861
o,97823,97908
space,97909,97948
h,98005,98076
i,98141,98180
g,98654,98717
h,98829,98860
comma,99405,99500
space,99565,99636
l,99701,99797
i,99885,99996
backspace,100117,100172
backspace,100237,100308
shift,100357,100493
backspace,100806,100861
shift,101149,101373
l,101277,101348
i,101469,101516
k,101605,101684
e,101661,101725
space,101773,101837
a,101861,101916
space,101957,102020
d,102117,102180
i,102205,102276
a,102357,102404
m,102405,102476
o,102541,102636
n,102685,102749
space,102853,102932
i,102997,103068
n,103141,103212
space,103237,103292
t,103333,103388
backspace,103605,103652
backspace,103733,103781
backspace,103853,103909
backspace,103989,104045
backspace,104125,104180
d,104269,104332
space,104357,104413
i,104453,104532
n,104605,104676
space,104677,104748
t,104781,104837
h,104909,104988
e,104965,105044
space,105013,105068
s,105125,105204
k,105165,105260
y,105349,105413
.,105573,105612
