keyname,timepress,timerelease
m,80812,80868
p,80964,81044
t,81606,81652
y,81764,81836
space,81974,82070
shift,82069,82245
d,82157,82245
u,82316,82412
m,82533,82604
p,82676,82780
t,82804,82884
y,82988,83076
space,83157,83244
s,83268,83348
t,83460,83501
backspace,83845,83924
a,83948,83996
t,84060,84156
space,84133,84244
o,84213,84292
n,84388,84436
space,84973,85060
a,85116,85212
space,85244,85340
w,85388,85468
a,85549,85620
l,85644,85716
l,85788,85876
comma,86044,86140
space,86236,86302
shift,86301,86500
h,86412,86524
u,86621,86692
m,86804,86876
p,86932,87020
t,87084,87164
y,87244,87324
space,87348,87444
shift,87500,87685
d,87629,87708
u,87780,87844
m,87988,88052
p,88124,88212
t,88252,88340
y,88436,88516
space,88604,88684
h,88797,88900
a,88885,88948
d,89020,89100
space,89125,89180
a,89228,89396
space,89397,89420
g,89444,89548
r,89492,89628
e,89580,89700
a,89652,89732
t,89796,89892
space,90004,90124
f,90293,90380
a,90412,90484
l,90532,90588
l,90701,90748
.,90868,90932
space,90988,91084
shift,91108,91292
a,91165,91228
l,92237,92276
l,92373,92444
space,92468,92524
t,92580,92660
h,92684,92748
e,92788,92884
space,92885,92940
shift,92988,93060
k,93237,93380
i,93460,93548
n,93492,93580
g,93604,93692
',93765,93852
s,93908,93996
space,94245,94308
h,94396,94444
o,94516,94612
r,94684,94789
s,94860,94980
e,94956,95076
s,95100,95180
space,95284,95356
a,95380,95444
n,95468,95556
d,95532,95636
space,95612,95692
a,95748,95820
l,95844,95908
l,95988,96092
space,96092,96180
t,96204,96260
h,96284,96348
e,96372,96460
space,96436,96540
k,96508,96580
i,96692,96876
n,96756,96908
g,96932,96988
',97052,97164
s,97196,97276
space,97332,97404
m,97484,97564
e,97588,97668
n,97700,97812
space,98013,98108
shift,98205,98348
c,98316,98380
o,98460,98580
u,98548,98628
l,98700,98780
d,99205,99284
n,99364,99420
',99804,99876
t,99948,100020
space,100076,100180
p,100260,100348
u,100436,100524
t,100548,100604
space,100636,100708
shift,100668,100868
h,100788,100892
y,101012,101068
m,101229,101292
p,101476,101644
backspace,101997,102068
backspace,102333,102404
backspace,102612,102684
u,103429,103508
m,103660,103852
p,103876,103916
y,104005,104092
backspace,104581,104716
t,104796,104868
y,104916,104996
space,106733,106836
t,106868,106972
o,107133,107268
g,107564,107620
e,107980,108084
t,108116,108220
h,108252,108356
e,108380,108468
r,108444,108556
space,108764,108876
a,108852,108924
g,108956,109084
a,109052,109132
i,109164,109292
n,109260,109348
.,109516,109588
enter,110333,110420
shift,112862,113190
t,113085,113191
w,113301,113388
i,113412,113516
n,113500,113596
k,113756,113772
l,114533,114636
e,114676,114756
comma,114780,114852
space,114924,114980
t,115116,115213
w,115365,115436
i,115484,115572
n,115572,115636
k,115732,115788
l,115948,116036
e,116108,116189
comma,116565,116668
space,116756,116796
l,116860,116996
i,116980,117052
t,117092,117156
t,117261,117324
l,117380,117476
e,117572,117644
space,117756,117836
s,117876,117948
t,118020,118092
a,118148,118309
r,118324,118404
comma,118532,118580
space,118692,118732
shift,118829,118925
shift,118949,119228
h,119060,119212
o,119284,119364
w,119388,119484
space,119564,119652
shift,119684,119844
i,119756,119868
space,119908,120028
w,120028,120052
o,120076,120124
n,120212,120332
d,120333,120356
e,120388,120532
r,120500,120588
space,120588,120668
w,120692,120772
h,120812,120916
a,120892,120932
t,121012,121100
space,121124,121204
y,121228,121316
o,121341,121460
u,121420,121500
space,121524,121588
a,121628,121692
r,121764,121876
e,121828,121957
shift,121956,122660
!,122469,122516
space,125453,125532
shift,125741,126100
u,125892,126020
p,126181,126252
space,126557,126676
a,126692,126764
b,127317,127404
o,127533,127620
v,127644,127756
e,127724,127812
space,127972,128060
t,128108,128180
h,128204,128276
e,128277,128340
space,128461,128476
w,128476,128548
o,128572,128644
r,128676,128748
l,128852,128948
d,128972,129044
space,129116,129188
s,129212,129308
o,129308,129436
space,129404,129516
h,129564,129684
i,129644,129724
g,129748,129820
h,129860,129940
comma,130245,130356
space,130508,130556
shift,130580,130780
l,130724,130844
i,130924,130988
k,131100,131197
e,131276,131291
space,131340,131412
a,131444,131484
space,131524,131612
d,131740,131828
i,132012,132100
a,132165,132228
m,132340,132356
o,132412,132524
n,132588,132668
d,132716,132804
space,132780,132892
i,132852,132956
n,132932,133028
space,132996,133092
t,133125,133172
h,133188,133268
e,133268,133356
space,133388,133460
s,133500,133579
k,133604,133748
y,133772,133812
.,133964,134052
