keyname,timepress,timerelease
a,52581,52692
m,52828,52901
b,53029,53100
e,53253,53372
space,53460,53524
w,54230,54292
a,54444,54532
s,54557,54620
space,54660,54716
s,54780,54860
u,54908,54989
r,55045,55156
e,55132,55204
space,55228,55284
t,55308,55396
o,55420,55476
space,55596,55660
g,55716,55804
o,55805,55876
.,56013,56148
left,59182,60540
right,60636,61412
right,61549,61604
right,61717,61796
delete,62229,62300
left,64877,68860
right,69885,70996
left,71109,71172
right,71349,71476
delete,71805,71884
shift,73726,73949
h,73893,73972
u,74109,74180
m,74212,74276
p,74373,74452
t,74476,74548
y,74629,74708
space,74845,74924
shift,75750,75989
d,75925,76012
u,76157,76220
m,76324,76405
p,76500,76580
t,76604,76660
y,76772,76860
space,76981,77061
s,77645,77740
a,77893,77988
t,77989,78084
space,78204,78284
o,78517,78572
n,79141,79204
space,79372,79428
a,79477,79556
space,79596,79660
w,79812,79884
a,80021,80116
l,80156,80212
l,80300,80388
comma,80621,80692
space,81389,81484
shift,81726,82077
h,81989,82078
u,82221,82292
m,82316,82380
p,82500,82581
t,82620,82732
space,82764,82836
backspace,83229,83316
y,83340,83412
space,83845,83925
shift,84085,84524
d,84421,84500
u,84677,84740
m,84836,84908
p,85005,85092
t,85140,85244
y,85220,85316
space,85380,85460
h,86525,86596
a,86629,86764
s,86732,86812
backspace,87173,87268
d,87284,87372
space,87468,87556
a,87765,87884
space,87989,88052
g,88741,88812
r,88844,88924
e,88892,88964
a,89084,89156
t,89236,89260
space,89412,89476
f,89532,89612
a,89709,89804
l,89844,89900
l,89980,90085
.,90196,90276
space,90885,90980
shift,91310,91524
a,91469,91548
l,91684,91764
l,91836,91908
space,92029,92092
t,92068,92140
h,92205,92292
e,92269,92340
space,92389,92452
k,92604,92668
i,92765,92876
n,92956,93036
g,93084,93156
',93516,93588
s,93620,93700
space,93885,93956
h,95485,95668
o,95605,95748
r,95748,95804
e,95989,96100
s,96316,96436
backspace,96820,96876
backspace,96956,97068
s,97069,97172
e,97148,97212
s,97812,97909
space,98013,98084
a,99373,99436
n,99580,99660
d,99740,99820
space,99852,99925
a,99988,100076
l,100100,100148
l,100236,100316
space,100484,100556
t,101469,101548
h,101660,101676
e,101732,101828
space,101860,101932
k,102485,102596
i,102612,102676
n,102788,102860
g,102924,102989
',103252,103308
s,103332,103412
space,103468,103532
m,104613,104684
e,104708,104780
n,104844,104916
.,105245,105324
space,105524,105636
backspace,107165,107228
backspace,107316,107388
space,107436,107524
shift,107717,108012
c,107884,107988
o,108421,108508
u,108612,108684
l,108820,108892
d,108892,108956
n,109029,109109
',109445,109612
t,109612,109636
space,109684,109756
p,110509,110620
u,110772,110852
t,110892,110972
space,111020,111100
shift,111670,112108
h,112029,112084
u,112285,112348
m,112452,112524
p,112636,112716
t,112788,112876
y,112900,112980
space,113100,113180
t,113757,113828
o,113892,113988
g,114405,114476
e,114532,114588
t,114692,114756
h,114876,114940
e,114964,115044
r,115100,115180
space,115204,115260
a,116013,116108
g,116204,116284
a,116396,116492
i,116492,116572
n,116532,116636
.,116828,116900
shift,119118,119244
t,119196,119365
w,119420,119492
i,119556,119636
n,119604,119668
k,120613,120716
l,120684,120772
e,120796,120884
comma,121269,121324
space,121485,121548
t,122301,122316
w,122821,122916
i,123125,123220
n,123188,123268
k,123741,123836
l,123804,123876
e,123964,124076
space,124108,124188
backspace,125349,125452
comma,125765,125828
space,125924,125980
l,126101,126148
i,126244,126316
t,126380,126452
t,126556,126612
l,126668,126740
e,126756,126836
space,126876,126940
s,127085,127220
t,127308,127380
a,127404,127500
r,127532,127596
comma,128637,128748
space,128900,128964
shift,129405,129660
h,129605,129692
o,129812,129884
w,130252,130356
space,130476,130548
shift,130741,131028
u,130916,130988
space,131188,131244
backspace,131476,131556
backspace,131677,131708
shift,131957,132196
i,132149,132197
space,132332,132428
w,133253,133348
o,133428,133556
n,133524,133604
d,133636,133732
e,133733,133796
r,133820,133916
space,133940,134004
w,134268,134340
h,134508,134564
a,134604,134685
t,134756,134836
space,134884,134964
y,135460,135532
o,135556,135627
u,135596,135676
space,135852,135923
a,135900,136004
r,136052,136147
e,136124,136212
shift,137206,137604
!,137484,137588
space,138909,139013
shift,139381,139676
u,139620,139676
p,139773,139884
space,139988,140068
a,140180,140283
b,140396,140411
o,140540,140620
v,140692,140755
e,140869,140964
space,141020,141100
t,141148,141235
h,141324,141395
e,141676,141764
space,141860,141932
w,142141,142236
o,142324,142411
r,142460,142539
l,142564,142635
d,142692,142763
space,142820,142900
s,142980,143076
o,143140,143204
space,143332,143411
h,143604,143708
i,143676,143755
g,143788,143868
h,143900,143972
comma,145613,145692
space,145820,145900
shift,146357,146836
l,146564,146612
i,147093,147172
k,147292,147355
e,147404,147475
space,147524,147579
a,147628,147715
space,147740,147787
d,148157,148252
i,148276,148347
a,148412,148483
m,148508,148547
o,148660,148771
n,148748,148819
d,149093,149188
space,149228,149291
i,149396,149491
n,149468,149539
space,149644,149707
t,149732,149803
h,149860,149923
e,149948,150021
space,150076,150123
s,150260,150339
k,150692,150771
u,150996,151036
backspace,151388,151467
y,151508,151595
.,151660,151739
