keyname,timepress,timerelease
a,67252,67316
n,67340,67404
d,67428,67516
space,67477,67596
a,67620,67732
l,67700,67764
l,67836,68004
space,67933,68036
t,68060,68116
h,68140,68204
e,68204,68316
space,68292,68364
k,68428,68484
i,68612,68740
n,68717,68804
g,68828,68884
s,69164,69244
backspace,69765,69828
',70013,70108
s,70180,70340
space,70292,70404
m,70789,70860
e,70973,71044
n,71092,71172
space,71324,71428
shift,72326,72500
c,72428,72532
o,72581,72708
u,72684,72756
l,72852,72932
d,73060,73148
n,73212,73292
',73388,73476
t,73508,73724
space,73605,73748
p,73989,74068
u,74148,74228
t,74284,74436
space,74340,74468
h,74564,74604
backspace,74909,74964
shift,74996,75228
h,75108,75229
u,75292,75348
m,75484,75580
p,75629,75748
t,75885,75948
y,75980,76052
space,76124,76220
t,76501,76564
o,76588,76669
g,76725,76796
e,76893,76996
t,76949,77036
h,77108,77188
e,77492,77612
r,77556,77644
space,77789,77885
a,78013,78148
space,78269,78300
backspace,78620,78708
g,78732,78900
a,78901,78956
i,78980,79092
n,79060,79116
.,79693,79740
shift,81558,82268
t,82149,82244
w,82477,82540
i,82604,82676
n,82765,82845
l,82917,82980
backspace,83220,83276
k,83404,83452
l,83548,83636
e,83660,83724
.,83933,84004
space,84132,84212
t,84484,84548
i,84796,84909
backspace,85068,85109
w,85132,85188
i,85268,85316
n,85428,85500
k,85596,85636
l,85796,85869
e,85901,85956
.,86653,86708
space,86772,86870
l,86925,86996
i,87100,87164
t,87244,87316
t,87388,87460
l,87484,87564
e,87604,87724
space,87692,87796
s,87973,88060
t,88164,88244
a,88300,88436
r,88388,88476
.,89069,89124
space,89557,89660
shift,89676,89957
h,89844,89925
o,90061,90148
w,90180,90308
space,90284,90380
shift,90549,90724
i,90628,90684
space,90933,91037
w,91349,91428
o,91452,91540
n,91572,91644
d,91684,91772
e,91909,92076
r,91989,92108
space,92053,92164
w,92284,92396
h,92484,92588
a,92612,92748
t,92668,92780
space,92940,93012
y,93077,93188
o,93252,93396
u,93340,93444
space,93428,93556
a,93572,93708
r,93684,93780
e,93820,93885
shift,94078,94468
!,94277,94348
space,94732,94812
shift,94949,95604
u,95557,95628
p,95765,95860
space,95925,96004
a,96997,97109
b,97229,97332
o,97348,97444
v,97556,97620
e,97893,97964
space,98108,98196
t,98701,98780
h,98836,98908
e,98924,99020
space,98972,99068
w,99132,99204
o,99228,99284
r,99356,99412
l,99444,99524
d,99652,99740
space,100166,100244
s,100420,100500
o,100524,100588
space,100692,100780
h,100812,100876
i,100948,101020
g,101108,101172
h,101205,101260
.,101468,101516
space,101845,101948
shift,102005,102213
l,102164,102180
i,102301,102348
k,102468,102524
e,102548,102644
space,102612,102716
a,102756,102900
space,102868,102980
d,103100,103172
i,103220,103276
a,103460,103572
m,103612,103724
o,104109,104269
n,104164,104292
d,104452,104580
space,104556,104692
i,104828,104972
n,104924,105052
space,105052,105100
t,105133,105228
h,105244,105324
e,105325,105444
space,105404,105500
s,105564,105660
k,105636,105700
y,105828,105884
.,106028,106084
