keyname,timepress,timerelease
space,62964,63052
a,63213,63339
n,63316,63404
d,63428,63500
space,63532,63635
a,63612,63716
l,63772,63868
l,63916,64036
space,64100,64180
t,64204,64283
h,64316,64387
e,64364,64451
space,64532,64547
k,64660,64739
i,64828,64891
n,64988,65068
g,65092,65180
',65909,65996
s,66061,66156
space,66180,66252
m,66364,66452
e,66476,66587
n,66612,66699
space,67501,67588
shift,67764,68052
c,67964,68053
o,68084,68180
u,68293,68347
l,68460,68540
d,68564,68660
n,68716,68795
t,68868,68971
backspace,69236,69300
',70045,70108
t,70140,70204
space,70276,70348
p,71245,71308
u,71484,71547
t,71604,71683
space,71708,71795
shift,72510,72924
h,72756,72843
u,72988,73052
m,73172,73235
p,73356,73428
t,73452,73524
y,73596,73675
space,74397,74492
shift,74580,74676
t,74924,75013
o,75053,75132
g,75148,75219
e,75268,75404
t,75420,75491
h,75564,75643
e,75644,75771
r,75732,75795
space,75844,75923
a,76348,76452
g,76540,76619
a,76764,76843
i,76788,76819
n,76932,76995
.,77156,77235
backspace,77541,77595
.,78036,78099
shift,79926,80404
t,80268,80405
w,80573,80683
i,80652,80731
n,80820,80971
k,80932,81035
e,81372,81436
backspace,81764,81819
l,82068,82123
e,82148,82211
.,82348,82428
space,82524,82596
t,83285,83356
w,83444,83548
i,83580,83652
n,83804,83956
k,83932,84036
l,84204,84331
e,84356,84427
space,84508,84612
backspace,85477,85539
.,85916,85980
space,86060,86115
l,86252,86307
i,86420,86484
t,86644,86708
l,86709,86772
e,86844,86939
space,86964,87044
s,87060,87164
t,87276,87387
a,87468,87596
r,87644,87756
.,87828,87931
space,88068,88164
shift,88613,88900
h,88756,88820
o,88980,89012
w,89068,89163
space,89620,89699
shift,89749,89980
i,89876,89924
space,90036,90131
w,90156,90251
o,90276,90347
n,90428,90507
d,90484,90571
e,90660,90788
r,90732,90835
space,90836,90907
w,90932,91020
h,91085,91179
a,91156,91219
t,91292,91371
space,91404,91459
u,91948,92020
o,92181,92284
backspace,92588,92651
backspace,92748,92779
y,93309,93380
o,93516,93580
u,93692,93787
a,93788,93908
space,93924,94012
backspace,94349,94403
backspace,94484,94539
space,94660,94739
a,94740,94828
r,94908,95052
e,94980,95083
shift,95405,96085
space,97205,97283
shift,97252,97908
u,97820,97867
p,98036,98091
space,98212,98307
a,98324,98411
b,98484,98547
o,98684,98755
v,98852,98979
e,98932,99012
space,99036,99123
t,99180,99275
h,99291,99355
e,99395,99483
space,100100,100187
w,100212,100307
o,100372,100451
r,100436,100515
l,100572,100651
d,100852,100963
space,101021,101116
s,101220,101323
o,101348,101411
space,101540,101587
h,101692,101747
i,101836,101923
g,101924,102004
h,102028,102099
.,102388,102467
space,102708,102771
shift,103069,103339
l,103204,103283
i,103396,103467
k,103556,103659
e,103700,103795
space,103819,103931
a,103955,104044
space,104068,104187
d,104164,104323
a,104348,104459
backspace,104916,104995
i,105077,105171
a,105196,105307
m,105404,105491
o,105604,105691
n,105771,105851
d,105875,105931
space,106124,106195
i,106900,106987
n,107100,107156
space,107268,107323
t,107476,107539
h,107595,107659
e,107699,107779
space,107803,107883
s,108044,108171
k,108124,108195
y,108324,108395
.,109269,109323
left,121389,125123
right,125291,125371
right,125444,125491
right,125564,125603
right,125683,125755
right,125779,125859
right,125916,125980
right,126045,126092
right,126180,126227
right,126316,126363
right,126444,126491
right,126572,126611
right,126683,126731
right,126820,126851
right,126932,126995
right,127052,127123
right,127180,127307
right,127323,127395
right,127628,127691
t,128428,128452
