keyname,timepress,timerelease
t,32388,32452
backspace,32636,32700
backspace,32772,32820
backspace,32900,32956
backspace,33037,33092
backspace,33172,33228
backspace,33308,33380
backspace,33428,33492
w,33564,33628
h,33708,33756
e,33813,33996
r,33972,34108
e,34085,34172
space,34196,34252
t,34284,34348
h,34444,34588
a,34588,34612
t,34636,34684
space,34708,34756
shift,34732,34900
m,34869,34932
a,34902,34956
r,35085,35164
y,35188,35252
space,35284,35364
w,35420,35540
e,35516,35596
n,35620,35692
t,35788,35852
comma,35996,36060
space,36125,36204
t,36260,36324
h,36412,36484
e,36508,36548
backspace,36700,36764
backspace,36837,36900
backspace,36956,37036
shift,37094,37325
t,37205,37326
h,37348,37436
e,37412,37516
space,37540,37588
shift,37612,37740
l,37724,37764
backspace,38213,38284
l,38405,38492
a,38516,38572
m,38636,38684
b,39077,39141
space,39229,39292
w,39316,39356
a,39468,39588
s,39564,39652
space,39636,39684
s,39732,39828
u,39804,39876
r,39932,40044
e,40004,40092
space,40068,40125
t,40165,40204
o,40348,40412
space,40436,40516
g,41077,41149
o,41173,41228
.,41324,41388
shift,43406,43934
h,43797,43935
u,43957,43972
m,44052,44124
p,44181,44261
t,44284,44348
y,44388,44516
shift,44541,44684
d,44660,44724
u,44748,44788
backspace,45125,45188
backspace,45261,45332
space,45420,45516
shift,45461,45604
d,45556,45628
u,45652,45668
m,46405,46460
p,46564,46636
t,46700,46772
y,46813,46884
space,46924,46980
s,47909,47980
a,48052,48124
t,48164,48244
space,48276,48325
o,48493,48564
n,48652,48724
space,48748,48772
a,48772,48845
w,48924,48980
space,48925,48956
a,49108,49148
l,49132,49172
l,49244,49308
backspace,49501,49556
backspace,49629,49708
backspace,49748,49804
backspace,49885,49940
backspace,50012,50100
space,50172,50260
w,50276,50357
a,50388,50484
l,50460,50484
l,50829,50908
comma,51116,51220
space,51276,51364
shift,51605,52453
h,52390,52476
u,52508,52580
m,52652,52724
t,52909,52980
backspace,53213,53308
p,53437,53532
t,53588,53668
y,53716,53796
space,53829,53916
shift,53941,54148
d,54084,54180
u,54180,54244
m,54348,54428
p,54501,54564
t,54692,54756
y,54837,54908
space,54932,54996
h,55237,55300
a,55332,55412
d,55469,55540
space,55509,55580
a,55668,55724
space,55724,55796
g,55869,55956
r,56036,56124
e,56100,56156
a,56228,56332
t,56308,56380
space,56396,56436
f,56493,56556
a,56668,56732
l,56756,56804
l,56884,56940
.,57052,57140
space,57236,57292
shift,57340,57533
a,57469,57572
l,57596,57652
l,57732,57788
space,57813,57868
t,57940,57988
h,58084,58156
e,58132,58180
space,58212,58236
shift,58284,58364
k,58348,58412
backspace,58773,58844
k,58972,59028
i,59124,59188
n,59276,59340
g,59428,59484
',59645,59684
s,60012,60108
space,60156,60236
h,60556,60612
o,60708,60796
r,61013,61084
s,61188,61284
e,61364,61428
s,61500,61564
space,61613,61668
a,61669,61732
n,61788,61837
d,61838,61892
space,61956,62004
a,61988,62092
l,62116,62140
l,62220,62276
space,62308,62372
h,62565,62644
e,62621,62684
backspace,62861,62916
backspace,62980,63044
t,63324,63388
h,63476,63548
e,63548,63636
space,63588,63716
k,64389,64452
i,64532,64604
n,64685,64748
g,64829,64932
;,65004,65076
s,65100,65156
space,65180,65244
m,65324,65396
e,65420,65484
n,65524,65596
space,65805,65884
shift,66012,66268
c,66220,66292
o,66316,66388
u,66468,66524
backspace,66676,67356
backspace,67460,67516
backspace,67604,67668
backspace,67748,67892
',68517,68596
s,68644,68724
space,68764,68804
m,68884,68940
e,68964,69020
n,69108,69132
space,70149,70220
shift,70333,70572
c,70516,70596
o,70636,70724
u,70814,70868
l,70964,71036
d,71076,71148
n,71220,71268
',71492,71548
t,71804,71885
space,71980,72076
p,72517,72580
u,72740,72804
t,72965,73044
space,73100,73140
shift,73333,74108
h,74021,74084
u,74140,74212
m,74292,74372
p,74436,74516
t,74564,74644
y,74668,74740
space,74756,74796
t,74852,74924
o,75020,75084
g,75180,75244
e,75268,75324
t,75348,75404
h,75500,75596
e,75572,75708
r,75628,75708
space,75724,75788
a,75836,75916
g,75916,75980
a,76028,76108
i,76076,76148
n,76212,76284
.,76396,76468
shift,78262,78572
y,78461,78484
backspace,78780,78845
shift,78877,78997
t,79021,79068
w,79108,79188
i,79188,79244
n,79324,79380
backspace,79580,79652
backspace,79724,79788
backspace,79852,79916
backspace,79988,80092
shift,80117,80500
r,80444,80476
w,80588,80620
backspace,80797,80869
backspace,80948,81022
shift,81021,81277
t,81253,81278
w,81332,81412
i,81428,81492
n,81572,81628
k,81716,81780
l,81892,81948
e,82028,82093
comma,82196,82276
space,82396,82452
shift,82492,82725
t,82653,82726
backspace,83189,83252
t,83430,83492
w,83532,83596
i,83620,83700
n,83748,83812
k,83893,83972
l,84060,84141
e,84172,84228
space,84292,84364
backspace,84604,84668
comma,84804,84948
space,84980,84996
l,85052,85140
i,85228,85300
t,85316,85380
t,85452,85516
l,85596,85628
e,85644,85732
space,85788,85852
s,85956,86028
t,86084,86148
a,86181,86276
r,86300,86364
comma,86540,86612
space,86708,86828
shift,86860,87052
h,86972,87028
o,87108,87205
w,87206,87252
space,87316,87396
shift,87380,87516
i,87476,87556
space,87596,87652
w,87676,87732
o,88164,88236
n,88324,88404
d,88380,88452
e,88484,88676
r,88564,88700
space,88700,88732
w,88748,88812
h,88836,88892
a,88948,89028
t,89012,89084
space,89108,89148
y,89196,89268
o,89372,89436
y,89556,89580
space,89604,89668
backspace,90092,90172
backspace,90228,90268
u,90957,91028
space,91052,91108
a,91150,91236
r,91269,91364
e,91332,91388
shift,91460,91732
space,91820,91876
shift,91933,92404
u,92349,92405
shift,92428,92452
p,92548,92612
a,92764,92820
backspace,93028,93067
space,93212,93292
a,93373,93436
b,93468,93516
o,93588,93660
v,93756,93828
e,93860,93940
space,94148,94252
t,94300,94380
h,94468,94564
e,94540,94612
space,94612,94684
w,94724,94788
o,94820,94884
r,94908,94972
l,94996,95052
d,95108,95188
space,95236,95324
s,95397,95484
o,95508,95556
space,95604,95684
h,95788,95868
i,95932,95988
g,96332,96404
h,96532,96580
comma,96780,96868
space,96956,97044
l,97212,97292
i,97405,97452
backspace,97636,97700
backspace,97764,97836
shift,97892,98068
:,98004,98044
backspace,98380,98436
backspace,98508,98572
space,98860,98908
shift,99012,99300
:,99196,99252
backspace,99653,99716
shift,99812,100020
l,99925,99988
i,100084,100139
k,100212,100300
e,100276,100348
space,100372,100428
a,100468,100548
space,100564,100636
d,100660,100732
i,100756,100828
a,100876,100948
m,100948,101004
o,101084,101140
n,101212,101268
d,101597,101676
space,101740,101828
i,101884,101948
n,102012,102092
space,102116,102196
t,102220,102276
h,102364,102436
e,102508,102580
space,102652,102724
s,102748,102828
k,102804,102891
y,102988,103052
.,103196,103252
