keyname,timepress,timerelease
backspace,80341,80412
shift,82734,83037
h,82965,83038
u,83068,83140
m,83220,83284
p,83348,83428
t,83492,83572
y,83588,83668
space,83700,83756
shift,83836,83956
d,83916,84013
u,84013,84084
y,84029,84052
m,84156,84220
p,84300,84372
t,84404,84476
y,84501,84565
space,84588,84644
backspace,85301,85332
backspace,85388,85460
backspace,85524,85580
backspace,85652,85708
backspace,85772,85836
backspace,85908,86004
m,86501,86564
p,86636,86716
t,86788,86932
y,86933,86964
space,86988,87045
s,87445,87532
a,87509,87588
t,87628,87708
space,87732,87772
o,87836,87908
n,87972,88036
space,88037,88124
a,88101,88172
space,88205,88340
w,88325,88340
a,88364,88436
l,88436,88508
l,88556,88628
.,88724,88788
space,88916,88996
shift,89326,89885
h,89845,89908
u,89948,90020
m,90100,90173
p,90237,90292
t,90508,90580
y,90652,90740
shift,90764,90988
space,90765,90812
d,90964,91028
u,91052,91108
m,91213,91284
p,91356,91428
t,91549,91612
y,91708,91764
space,91820,91884
h,92285,92364
a,92396,92484
d,92484,92572
space,92548,92604
a,92652,92716
space,92732,92780
g,92828,92900
r,92964,93060
e,93036,93092
a,93164,93284
t,93253,93324
space,93348,93404
f,93916,93980
a,94084,94156
l,94180,94244
l,94308,94372
.,94460,94532
space,94596,94684
shift,94660,94884
a,94852,94924
l,94956,95068
l,95092,95148
space,95180,95220
t,95276,95332
h,95404,95476
e,95428,95508
space,95508,95572
k,95724,95804
i,95892,95972
n,96060,96124
g,96212,96268
',96428,96492
s,96516,96580
space,96812,96892
h,97757,97812
o,97900,97972
r,98180,98252
s,98357,98428
e,98524,98588
s,98740,98828
space,98948,99036
a,99349,99436
n,99476,99564
d,99540,99596
space,99628,99684
a,99708,99788
l,99788,99836
l,99908,99972
space,99948,100012
t,100084,100124
h,100212,100292
e,100268,100332
space,100356,100436
k,100524,100620
i,100700,100780
n,100844,100908
g,100988,101052
;,101205,101276
s,101308,101380
space,101420,101508
backspace,101748,101820
backspace,101884,101940
backspace,102020,102084
',102685,102764
s,102788,102852
space,102876,102916
m,102972,103068
e,103036,103116
n,103188,103260
space,103300,103380
shift,103702,103932
c,103852,103956
o,104036,104076
u,104188,104252
l,104348,104428
d,104452,104532
n,105333,105388
;,105525,105620
t,105644,105724
space,105756,105819
backspace,106941,107012
backspace,107092,107148
backspace,107220,107284
',107941,108012
t,108132,108228
space,108229,108260
p,108300,108379
u,108484,108556
t,108652,108732
space,108860,108875
shift,109173,109573
h,109509,109596
u,109628,109700
m,109780,109844
p,109908,109988
t,110036,110108
y,110132,110204
space,110220,110268
t,110637,110708
o,110796,110884
g,111172,111244
e,111308,111372
t,111396,111452
h,111532,111612
e,111580,111676
r,111644,111724
space,111748,111820
a,111884,111972
g,111996,112052
a,112084,112172
i,112148,112228
n,112292,112348
.,112468,112540
space,112604,112660
backspace,113437,113516
shift,114974,115421
t,115381,115468
w,115492,115540
i,115564,115620
n,115701,115740
k,116012,116076
l,116172,116237
e,116260,116340
.,116837,116908
space,117004,117068
backspace,117629,117684
backspace,117781,117836
.,118453,118516
space,118548,118604
shift,118572,118765
t,118767,118788
w,118788,118860
i,118884,118948
n,119020,119084
k,119164,119228
l,119332,119420
e,119396,119476
backspace,120013,120172
e,121109,121205
.,121388,121452
space,121524,121596
l,121997,122068
i,122164,122228
t,122252,122299
t,122356,122435
l,122452,122531
e,122548,122596
space,122660,122732
s,122708,122788
t,122820,122892
a,122916,122996
r,123020,123076
.,123276,123348
space,123484,123580
shift,123958,124180
h,124092,124156
o,124236,124331
w,124308,124387
space,124412,124508
shift,124484,124676
i,124556,124677
w,124708,124740
a,124844,124908
backspace,125141,125204
w,125284,125316
o,125364,125428
backspace,125621,125676
backspace,125748,125812
space,126077,126156
backspace,126364,126436
backspace,126548,126588
space,126780,126860
w,126989,127012
o,127012,127076
n,127140,127212
d,127252,127347
e,127324,127484
r,127460,127531
space,127564,127659
w,127684,127796
h,127796,127852
a,127884,127980
t,127981,128044
space,128060,128100
y,128156,128236
o,128332,128395
u,128508,128571
space,128636,128716
a,128812,128907
r,128932,129011
e,128989,129059
shift,129140,129452
!,129324,129428
space,129508,129603
shift,129868,130476
u,130437,130499
p,130596,130675
space,130700,130747
a,130748,130827
p,130852,130891
b,131373,131452
e,131476,131556
backspace,131836,131907
backspace,131972,132036
backspace,132476,132540
b,132724,132779
o,132868,132947
v,133028,133092
e,133116,133204
space,133180,133260
t,133284,133323
h,133420,133491
e,133460,133539
space,133572,133651
w,133628,133731
o,133756,133795
r,133844,133915
backspace,134085,134156
r,134581,134651
l,134836,134931
d,135044,135075
space,135076,135124
s,135180,135316
o,135244,135347
space,135348,135387
h,135444,135523
u,135596,135659
g,135780,135819
h,135932,135995
backspace,136206,136260
backspace,136332,136395
backspace,136468,136564
i,137068,137148
g,137236,137308
h,137380,137436
.,137556,137627
space,137708,137739
l,137796,137875
i,137964,138035
k,138172,138196
e,138196,138220
space,138244,138291
backspace,138476,138531
backspace,138612,138667
backspace,138740,138795
backspace,138876,138931
backspace,139004,139083
shift,139148,139316
l,139221,139292
i,139396,139451
k,139524,139603
e,139564,139635
space,139668,139755
a,139732,139811
space,139836,139947
d,139972,140011
i,140012,140075
a,140124,140195
m,140196,140276
o,140356,140436
n,140492,140571
d,140596,140651
space,140724,140811
o,140956,141027
backspace,141228,141300
i,141420,141491
n,141612,141635
t,141748,141819
h,141900,141979
e,141924,142003
space,142028,142091
backspace,142252,142308
backspace,142388,142459
backspace,142524,142579
backspace,142676,142747
space,143116,143187
t,143260,143332
e,143412,143475
h,143444,143523
space,143588,143651
backspace,144180,144243
backspace,144316,144380
backspace,144452,144533
h,145013,145083
e,145108,145171
space,145148,145227
s,145284,145363
k,145340,145395
y,145564,145579
.,145764,145843
space,145908,145971
backspace,147269,147348
