date,press,release,identity
2019-11-21,12:03:33.001:,12:03:33.080:,Key.space
2019-11-21,12:03:33.112:,12:03:33.184:,w
2019-11-21,12:03:33.289:,12:03:33.440:,a
2019-11-21,12:03:33.369:,12:03:33.392:,s
2019-11-21,12:03:33.465:,12:03:33.505:,Key.space
2019-11-21,12:03:33.777:,12:03:33.856:,w
2019-11-21,12:03:33.929:,12:03:33.976:,h
2019-11-21,12:03:34.040:,12:03:34.104:,i
2019-11-21,12:03:34.193:,12:03:34.304:,t
2019-11-21,12:03:34.249:,12:03:34.272:,e
2019-11-21,12:03:34.329:,12:03:34.400:,Key.space
2019-11-21,12:03:34.401:,12:03:34.616:,a
2019-11-21,12:03:34.473:,12:03:34.497:,s
2019-11-21,12:03:34.537:,12:03:34.560:,Key.space
2019-11-21,12:03:34.641:,12:03:34.712:,s
2019-11-21,12:03:34.737:,12:03:34.784:,n
2019-11-21,12:03:34.856:,12:03:34.928:,o
2019-11-21,12:03:34.952:,12:03:35.008:,w
2019-11-21,12:03:35.056:,12:03:35.136:,.
2019-11-21,12:03:35.297:,12:03:35.384:,Key.space
2019-11-21,12:03:35.417:,12:03:35.760:,Key.shift
2019-11-21,12:03:35.689:,12:03:35.737:,A
2019-11-21,12:03:35.785:,12:03:35.824:,n
2019-11-21,12:03:36.233:,12:03:36.312:,d
2019-11-21,12:03:36.593:,12:03:36.672:,Key.space
2019-11-21,12:03:36.769:,12:03:36.864:,e
2019-11-21,12:03:36.929:,12:03:37.112:,v
2019-11-21,12:03:36.976:,12:03:37.000:,e
2019-11-21,12:03:37.048:,12:03:37.072:,r
2019-11-21,12:03:37.112:,12:03:37.184:,y
2019-11-21,12:03:37.216:,12:03:37.288:,w
2019-11-21,12:03:37.312:,12:03:37.392:,h
2019-11-21,12:03:37.432:,12:03:37.720:,e
2019-11-21,12:03:37.544:,12:03:37.568:,r
2019-11-21,12:03:37.641:,12:03:37.664:,e
2019-11-21,12:03:37.752:,12:03:37.800:,Key.space
2019-11-21,12:03:37.993:,12:03:38.024:,h
2019-11-21,12:03:38.329:,12:03:38.392:,Key.backspace
2019-11-21,12:03:38.536:,12:03:38.592:,t
2019-11-21,12:03:38.681:,12:03:38.745:,h
2019-11-21,12:03:38.769:,12:03:38.824:,a
2019-11-21,12:03:38.841:,12:03:38.920:,t
2019-11-21,12:03:38.945:,12:03:39.145:,Key.shift
2019-11-21,12:03:38.946:,12:03:38.976:,Key.space
2019-11-21,12:03:39.072:,12:03:39.096:,M
2019-11-21,12:03:39.097:,12:03:39.144:,a
2019-11-21,12:03:39.281:,12:03:39.360:,r
2019-11-21,12:03:39.376:,12:03:39.440:,y
2019-11-21,12:03:39.480:,12:03:39.536:,Key.space
2019-11-21,12:03:39.593:,12:03:39.768:,w
2019-11-21,12:03:39.705:,12:03:39.728:,e
2019-11-21,12:03:39.793:,12:03:39.864:,n
2019-11-21,12:03:39.952:,12:03:40.024:,t
2019-11-21,12:03:40.136:,12:03:40.208:,.
2019-11-21,12:03:40.265:,12:03:40.328:,Key.space
2019-11-21,12:03:40.400:,12:03:40.456:,t
2019-11-21,12:03:40.953:,12:03:41.032:,Key.backspace
2019-11-21,12:03:41.113:,12:03:41.312:,Key.shift
2019-11-21,12:03:41.241:,12:03:41.288:,T
2019-11-21,12:03:41.376:,12:03:41.480:,h
2019-11-21,12:03:41.408:,12:03:41.456:,e
2019-11-21,12:03:41.512:,12:03:41.544:,Key.space
2019-11-21,12:03:41.568:,12:03:41.681:,l
2019-11-21,12:03:41.681:,12:03:41.737:,a
2019-11-21,12:03:41.793:,12:03:41.856:,m
2019-11-21,12:03:42.073:,12:03:42.104:,Key.space
2019-11-21,12:03:42.353:,12:03:42.408:,Key.backspace
2019-11-21,12:03:42.569:,12:03:42.632:,b
2019-11-21,12:03:42.714:,12:03:42.776:,Key.space
2019-11-21,12:03:42.801:,12:03:42.864:,w
2019-11-21,12:03:42.960:,12:03:43.112:,a
2019-11-21,12:03:43.040:,12:03:43.064:,s
2019-11-21,12:03:43.113:,12:03:43.184:,Key.space
2019-11-21,12:03:43.240:,12:03:43.384:,s
2019-11-21,12:03:43.313:,12:03:43.336:,u
2019-11-21,12:03:43.440:,12:03:43.648:,r
2019-11-21,12:03:43.512:,12:03:43.536:,e
2019-11-21,12:03:43.592:,12:03:43.616:,Key.space
2019-11-21,12:03:43.680:,12:03:43.745:,t
2019-11-21,12:03:43.841:,12:03:43.912:,o
2019-11-21,12:03:43.936:,12:03:43.976:,Key.space
2019-11-21,12:03:44.040:,12:03:44.096:,f
2019-11-21,12:03:44.441:,12:03:44.520:,Key.backspace
2019-11-21,12:03:44.841:,12:03:44.920:,g
2019-11-21,12:03:44.952:,12:03:45.024:,o
2019-11-21,12:03:45.192:,12:03:45.272:,.
2019-11-21,12:03:45.384:,12:03:45.408:,Key.space
2019-11-21,12:03:52.466:,12:03:52.544:,Key.left
2019-11-21,12:03:53.241:,12:03:53.336:,Key.backspace
2019-11-21,12:03:58.058:,12:03:58.112:,Key.space
2019-11-21,12:04:00.921:,12:04:01.000:,\
2019-11-21,12:04:01.433:,12:04:01.512:,Key.backspace
2019-11-21,12:04:02.241:,12:04:02.312:,.
2019-11-21,12:04:14.833:,12:04:14.904:,Key.backspace
2019-11-21,12:04:17.226:,12:04:17.530:,Key.shift
2019-11-21,12:04:17.457:,12:04:17.529:,H
2019-11-21,12:04:17.560:,12:04:17.632:,u
2019-11-21,12:04:17.712:,12:04:17.776:,m
2019-11-21,12:04:17.840:,12:04:17.920:,p
2019-11-21,12:04:17.984:,12:04:18.064:,t
2019-11-21,12:04:18.080:,12:04:18.160:,y
2019-11-21,12:04:18.192:,12:04:18.248:,Key.space
2019-11-21,12:04:18.328:,12:04:18.505:,Key.shift
2019-11-21,12:04:18.408:,12:04:18.448:,D
2019-11-21,12:04:18.505:,12:04:18.576:,u
2019-11-21,12:04:18.521:,12:04:18.544:,y
2019-11-21,12:04:18.648:,12:04:18.712:,m
2019-11-21,12:04:18.792:,12:04:18.864:,p
2019-11-21,12:04:18.896:,12:04:18.968:,t
2019-11-21,12:04:18.993:,12:04:19.057:,y
2019-11-21,12:04:19.080:,12:04:19.136:,Key.space
2019-11-21,12:04:19.793:,12:04:19.824:,Key.backspace
2019-11-21,12:04:19.880:,12:04:19.952:,Key.backspace
2019-11-21,12:04:20.016:,12:04:20.072:,Key.backspace
2019-11-21,12:04:20.144:,12:04:20.200:,Key.backspace
2019-11-21,12:04:20.264:,12:04:20.328:,Key.backspace
2019-11-21,12:04:20.400:,12:04:20.496:,Key.backspace
2019-11-21,12:04:20.993:,12:04:21.056:,m
2019-11-21,12:04:21.128:,12:04:21.208:,p
2019-11-21,12:04:21.280:,12:04:21.424:,t
2019-11-21,12:04:21.425:,12:04:21.456:,y
2019-11-21,12:04:21.480:,12:04:21.537:,Key.space
2019-11-21,12:04:21.937:,12:04:22.080:,s
2019-11-21,12:04:22.001:,12:04:22.024:,a
2019-11-21,12:04:22.120:,12:04:22.200:,t
2019-11-21,12:04:22.224:,12:04:22.264:,Key.space
2019-11-21,12:04:22.328:,12:04:22.400:,o
2019-11-21,12:04:22.464:,12:04:22.528:,n
2019-11-21,12:04:22.529:,12:04:22.664:,Key.space
2019-11-21,12:04:22.593:,12:04:22.616:,a
2019-11-21,12:04:22.697:,12:04:22.832:,Key.space
2019-11-21,12:04:22.817:,12:04:22.832:,w
2019-11-21,12:04:22.856:,12:04:22.928:,a
2019-11-21,12:04:22.928:,12:04:23.000:,l
2019-11-21,12:04:23.048:,12:04:23.120:,l
2019-11-21,12:04:23.216:,12:04:23.280:,.
2019-11-21,12:04:23.408:,12:04:23.488:,Key.space
2019-11-21,12:04:23.818:,12:04:24.400:,Key.shift
2019-11-21,12:04:24.337:,12:04:24.377:,H
2019-11-21,12:04:24.440:,12:04:24.512:,u
2019-11-21,12:04:24.592:,12:04:24.665:,m
2019-11-21,12:04:24.729:,12:04:24.784:,p
2019-11-21,12:04:25.000:,12:04:25.072:,t
2019-11-21,12:04:25.144:,12:04:25.232:,y
2019-11-21,12:04:25.256:,12:04:25.520:,Key.shift
2019-11-21,12:04:25.257:,12:04:25.304:,Key.space
2019-11-21,12:04:25.456:,12:04:25.480:,D
2019-11-21,12:04:25.544:,12:04:25.600:,u
2019-11-21,12:04:25.705:,12:04:25.776:,m
2019-11-21,12:04:25.848:,12:04:25.920:,p
2019-11-21,12:04:26.041:,12:04:26.104:,t
2019-11-21,12:04:26.200:,12:04:26.256:,y
2019-11-21,12:04:26.312:,12:04:26.376:,Key.space
2019-11-21,12:04:26.777:,12:04:26.856:,h
2019-11-21,12:04:26.888:,12:04:26.976:,a
2019-11-21,12:04:26.976:,12:04:27.096:,d
2019-11-21,12:04:27.040:,12:04:27.064:,Key.space
2019-11-21,12:04:27.144:,12:04:27.208:,a
2019-11-21,12:04:27.224:,12:04:27.272:,Key.space
2019-11-21,12:04:27.320:,12:04:27.392:,g
2019-11-21,12:04:27.456:,12:04:27.584:,r
2019-11-21,12:04:27.528:,12:04:27.552:,e
2019-11-21,12:04:27.656:,12:04:27.816:,a
2019-11-21,12:04:27.745:,12:04:27.776:,t
2019-11-21,12:04:27.840:,12:04:27.896:,Key.space
2019-11-21,12:04:28.408:,12:04:28.472:,f
2019-11-21,12:04:28.576:,12:04:28.648:,a
2019-11-21,12:04:28.672:,12:04:28.736:,l
2019-11-21,12:04:28.800:,12:04:28.864:,l
2019-11-21,12:04:28.952:,12:04:29.024:,.
2019-11-21,12:04:29.088:,12:04:29.416:,Key.space
2019-11-21,12:04:29.152:,12:04:29.176:,Key.shift
2019-11-21,12:04:29.344:,12:04:29.376:,A
2019-11-21,12:04:29.448:,12:04:29.560:,l
2019-11-21,12:04:29.584:,12:04:29.640:,l
2019-11-21,12:04:29.672:,12:04:29.712:,Key.space
2019-11-21,12:04:29.768:,12:04:29.824:,t
2019-11-21,12:04:29.896:,12:04:30.000:,h
2019-11-21,12:04:29.920:,12:04:29.968:,e
2019-11-21,12:04:30.000:,12:04:30.064:,Key.space
2019-11-21,12:04:30.216:,12:04:30.296:,k
2019-11-21,12:04:30.384:,12:04:30.464:,i
2019-11-21,12:04:30.552:,12:04:30.616:,n
2019-11-21,12:04:30.704:,12:04:30.760:,g
2019-11-21,12:04:30.920:,12:04:30.984:,'
2019-11-21,12:04:31.008:,12:04:31.072:,s
2019-11-21,12:04:31.304:,12:04:31.384:,Key.space
2019-11-21,12:04:32.249:,12:04:32.304:,h
2019-11-21,12:04:32.392:,12:04:32.464:,o
2019-11-21,12:04:32.672:,12:04:32.744:,r
2019-11-21,12:04:32.849:,12:04:32.920:,s
2019-11-21,12:04:33.016:,12:04:33.080:,e
2019-11-21,12:04:33.232:,12:04:33.320:,s
2019-11-21,12:04:33.440:,12:04:33.528:,Key.space
2019-11-21,12:04:33.841:,12:04:33.928:,a
2019-11-21,12:04:33.968:,12:04:34.088:,n
2019-11-21,12:04:34.032:,12:04:34.056:,d
2019-11-21,12:04:34.120:,12:04:34.176:,Key.space
2019-11-21,12:04:34.200:,12:04:34.280:,a
2019-11-21,12:04:34.280:,12:04:34.328:,l
2019-11-21,12:04:34.400:,12:04:34.504:,l
2019-11-21,12:04:34.440:,12:04:34.464:,Key.space
2019-11-21,12:04:34.576:,12:04:34.616:,t
2019-11-21,12:04:34.704:,12:04:34.824:,h
2019-11-21,12:04:34.760:,12:04:34.784:,e
2019-11-21,12:04:34.848:,12:04:34.928:,Key.space
2019-11-21,12:04:35.016:,12:04:35.112:,k
2019-11-21,12:04:35.192:,12:04:35.272:,i
2019-11-21,12:04:35.336:,12:04:35.400:,n
2019-11-21,12:04:35.480:,12:04:35.544:,g
2019-11-21,12:04:35.697:,12:04:35.768:,;
2019-11-21,12:04:35.800:,12:04:35.872:,s
2019-11-21,12:04:35.912:,12:04:36.000:,Key.space
2019-11-21,12:04:36.240:,12:04:36.312:,Key.backspace
2019-11-21,12:04:36.376:,12:04:36.432:,Key.backspace
2019-11-21,12:04:36.512:,12:04:36.576:,Key.backspace
2019-11-21,12:04:37.177:,12:04:37.256:,'
2019-11-21,12:04:37.280:,12:04:37.344:,s
2019-11-21,12:04:37.368:,12:04:37.408:,Key.space
2019-11-21,12:04:37.464:,12:04:37.608:,m
2019-11-21,12:04:37.528:,12:04:37.560:,e
2019-11-21,12:04:37.680:,12:04:37.752:,n
2019-11-21,12:04:37.792:,12:04:37.872:,Key.space
2019-11-21,12:04:38.194:,12:04:38.448:,Key.shift
2019-11-21,12:04:38.344:,12:04:38.424:,C
2019-11-21,12:04:38.528:,12:04:38.568:,o
2019-11-21,12:04:38.680:,12:04:38.744:,u
2019-11-21,12:04:38.840:,12:04:38.920:,l
2019-11-21,12:04:38.944:,12:04:39.024:,d
2019-11-21,12:04:39.825:,12:04:39.880:,n
2019-11-21,12:04:40.017:,12:04:40.112:,;
2019-11-21,12:04:40.136:,12:04:40.216:,t
2019-11-21,12:04:40.248:,12:04:40.311:,Key.space
2019-11-21,12:04:41.433:,12:04:41.504:,Key.backspace
2019-11-21,12:04:41.584:,12:04:41.640:,Key.backspace
2019-11-21,12:04:41.712:,12:04:41.776:,Key.backspace
2019-11-21,12:04:42.433:,12:04:42.504:,'
2019-11-21,12:04:42.624:,12:04:42.720:,t
2019-11-21,12:04:42.721:,12:04:42.752:,Key.space
2019-11-21,12:04:42.792:,12:04:42.871:,p
2019-11-21,12:04:42.976:,12:04:43.048:,u
2019-11-21,12:04:43.144:,12:04:43.224:,t
2019-11-21,12:04:43.352:,12:04:43.367:,Key.space
2019-11-21,12:04:43.665:,12:04:44.088:,Key.shift
2019-11-21,12:04:44.001:,12:04:44.065:,H
2019-11-21,12:04:44.120:,12:04:44.192:,u
2019-11-21,12:04:44.272:,12:04:44.336:,m
2019-11-21,12:04:44.400:,12:04:44.480:,p
2019-11-21,12:04:44.528:,12:04:44.600:,t
2019-11-21,12:04:44.624:,12:04:44.696:,y
2019-11-21,12:04:44.712:,12:04:44.760:,Key.space
2019-11-21,12:04:45.129:,12:04:45.200:,t
2019-11-21,12:04:45.288:,12:04:45.376:,o
2019-11-21,12:04:45.664:,12:04:45.736:,g
2019-11-21,12:04:45.800:,12:04:45.864:,e
2019-11-21,12:04:45.888:,12:04:45.944:,t
2019-11-21,12:04:46.024:,12:04:46.216:,h
2019-11-21,12:04:46.072:,12:04:46.104:,e
2019-11-21,12:04:46.136:,12:04:46.168:,r
2019-11-21,12:04:46.240:,12:04:46.312:,Key.space
2019-11-21,12:04:46.376:,12:04:46.464:,a
2019-11-21,12:04:46.488:,12:04:46.544:,g
2019-11-21,12:04:46.576:,12:04:46.720:,a
2019-11-21,12:04:46.640:,12:04:46.664:,i
2019-11-21,12:04:46.784:,12:04:46.840:,n
2019-11-21,12:04:46.960:,12:04:47.032:,.
2019-11-21,12:04:47.096:,12:04:47.152:,Key.space
2019-11-21,12:04:47.929:,12:04:48.008:,Key.backspace
2019-11-21,12:04:49.466:,12:04:49.960:,Key.shift
2019-11-21,12:04:49.873:,12:04:49.913:,T
2019-11-21,12:04:49.984:,12:04:50.032:,w
2019-11-21,12:04:50.056:,12:04:50.112:,i
2019-11-21,12:04:50.193:,12:04:50.232:,n
2019-11-21,12:04:50.504:,12:04:50.568:,k
2019-11-21,12:04:50.664:,12:04:50.729:,l
2019-11-21,12:04:50.752:,12:04:50.832:,e
2019-11-21,12:04:51.329:,12:04:51.400:,.
2019-11-21,12:04:51.496:,12:04:51.560:,Key.space
2019-11-21,12:04:52.121:,12:04:52.176:,Key.backspace
2019-11-21,12:04:52.273:,12:04:52.328:,Key.backspace
2019-11-21,12:04:52.945:,12:04:53.008:,.
2019-11-21,12:04:53.040:,12:04:53.257:,Key.space
2019-11-21,12:04:53.064:,12:04:53.096:,Key.shift
2019-11-21,12:04:53.259:,12:04:53.280:,t
2019-11-21,12:04:53.280:,12:04:53.352:,w
2019-11-21,12:04:53.376:,12:04:53.440:,i
2019-11-21,12:04:53.512:,12:04:53.576:,n
2019-11-21,12:04:53.656:,12:04:53.720:,k
2019-11-21,12:04:53.824:,12:04:53.968:,l
2019-11-21,12:04:53.888:,12:04:53.912:,e
2019-11-21,12:04:54.505:,12:04:54.664:,Key.backspace
2019-11-21,12:04:55.601:,12:04:55.697:,e
2019-11-21,12:04:55.880:,12:04:55.944:,.
2019-11-21,12:04:56.016:,12:04:56.088:,Key.space
2019-11-21,12:04:56.489:,12:04:56.560:,l
2019-11-21,12:04:56.656:,12:04:56.720:,i
2019-11-21,12:04:56.744:,12:04:56.791:,t
2019-11-21,12:04:56.848:,12:04:56.927:,t
2019-11-21,12:04:56.944:,12:04:57.023:,l
2019-11-21,12:04:57.040:,12:04:57.088:,e
2019-11-21,12:04:57.152:,12:04:57.280:,Key.space
2019-11-21,12:04:57.200:,12:04:57.224:,s
2019-11-21,12:04:57.312:,12:04:57.384:,t
2019-11-21,12:04:57.408:,12:04:57.488:,a
2019-11-21,12:04:57.512:,12:04:57.568:,r
2019-11-21,12:04:57.768:,12:04:57.840:,.
2019-11-21,12:04:57.976:,12:04:58.072:,Key.space
2019-11-21,12:04:58.450:,12:04:58.672:,Key.shift
2019-11-21,12:04:58.584:,12:04:58.648:,H
2019-11-21,12:04:58.728:,12:04:58.879:,o
2019-11-21,12:04:58.800:,12:04:58.823:,w
2019-11-21,12:04:58.904:,12:04:59.169:,Key.space
2019-11-21,12:04:58.976:,12:04:59.000:,Key.shift
2019-11-21,12:04:59.048:,12:04:59.168:,I
2019-11-21,12:04:59.200:,12:04:59.232:,w
2019-11-21,12:04:59.336:,12:04:59.400:,a
2019-11-21,12:04:59.633:,12:04:59.696:,Key.backspace
2019-11-21,12:04:59.776:,12:04:59.808:,w
2019-11-21,12:04:59.856:,12:04:59.920:,o
2019-11-21,12:05:00.113:,12:05:00.168:,Key.backspace
2019-11-21,12:05:00.240:,12:05:00.304:,Key.backspace
2019-11-21,12:05:00.569:,12:05:00.648:,Key.space
2019-11-21,12:05:00.856:,12:05:00.928:,Key.backspace
2019-11-21,12:05:01.040:,12:05:01.080:,Key.backspace
2019-11-21,12:05:01.272:,12:05:01.352:,Key.space
2019-11-21,12:05:01.481:,12:05:01.504:,w
2019-11-21,12:05:01.504:,12:05:01.568:,o
2019-11-21,12:05:01.632:,12:05:01.704:,n
2019-11-21,12:05:01.744:,12:05:02.023:,d
2019-11-21,12:05:01.816:,12:05:01.839:,e
2019-11-21,12:05:01.952:,12:05:01.976:,r
2019-11-21,12:05:02.056:,12:05:02.151:,Key.space
2019-11-21,12:05:02.176:,12:05:02.288:,w
2019-11-21,12:05:02.288:,12:05:02.344:,h
2019-11-21,12:05:02.376:,12:05:02.472:,a
2019-11-21,12:05:02.473:,12:05:02.536:,t
