keyname,timepress,timerelease
space,60500,60620
a,61005,61172
n,61125,61236
d,61276,61420
space,61420,61557
a,61644,61780
l,62053,62108
l,62180,62252
space,62388,62508
t,62701,62796
h,62797,62884
e,63004,63116
space,63220,63340
k,63749,63868
i,63924,64004
n,64116,64212
g,64508,64620
',64692,64876
s,64900,65004
space,66733,66868
m,67221,67364
e,67340,67444
n,67476,67596
space,68317,68420
shift,68373,68868
c,68733,68852
o,68972,69148
n,69084,69180
backspace,69484,69580
u,69700,69812
l,69828,70004
d,69933,70068
n,70044,70172
',70124,70348
t,70244,70372
space,70324,70444
p,70548,70676
u,70700,70820
t,70836,70948
space,71028,71132
shift,71381,71628
h,71508,71596
u,71676,71772
m,71876,71996
p,71964,72116
t,72116,72236
y,72212,72316
space,72292,72372
t,72588,72692
o,72668,72788
g,72812,72900
e,72980,73100
t,73076,73180
h,73300,73324
e,73324,73396
r,73364,73484
space,73452,73596
a,73572,73700
g,73716,73860
a,73860,74012
i,73989,74164
n,74108,74276
.,74252,74396
shift,75998,76324
t,76228,76364
w,76428,76500
i,76452,76621
n,76644,76724
k,76668,76828
l,76876,77061
e,77100,77252
.,77332,77484
space,77508,77620
t,78189,78284
w,78316,78452
i,78476,78653
n,78654,78764
k,78740,78900
l,78924,79132
e,79188,79364
space,79556,79676
l,79700,79868
backspace,80060,80132
backspace,80196,80276
.,80428,80556
space,80557,80668
l,80684,80828
i,80852,80932
t,80956,81004
t,81084,81188
l,81164,81324
e,81348,81484
space,81508,81604
s,81700,81781
t,81900,81980
a,82004,82164
r,82133,82244
.,82300,82420
space,82452,82532
shift,82861,83100
h,82996,83124
o,83149,83252
w,83236,83388
space,83340,83444
shift,83468,83748
i,83605,83716
space,83676,83772
w,83772,83908
o,83844,83980
n,84004,84124
d,84100,84196
e,84292,84404
r,84380,84540
space,84484,84636
a,84612,84740
backspace,84956,85052
w,85084,85180
h,85204,85300
a,85244,85420
t,85372,85548
space,85516,85676
y,85644,85716
o,85716,85892
u,85852,85963
space,85916,86067
a,86092,86228
r,86597,86716
e,86717,86828
shift,86860,87140
!,86996,87092
space,87565,87692
shift,87660,87924
u,87844,87964
p,88068,88196
space,88220,88356
a,88332,88475
b,88412,88540
o,88524,88668
v,88756,88828
e,88900,89051
space,88972,89083
t,89108,89211
h,89236,89340
e,89236,89371
space,89341,89443
w,89468,89548
o,89572,89684
r,89748,89851
l,89884,90035
d,90012,90132
space,90108,90235
s,90268,90508
o,90364,90532
space,90532,90644
h,90708,90828
i,90828,90932
g,91052,91076
h,91076,91116
.,91180,91332
space,91308,91420
shift,91637,91876
l,91820,91963
i,91988,92059
k,92156,92267
e,92212,92348
space,92316,92468
a,92468,92604
space,92532,92700
d,92700,92835
i,92804,92939
a,92964,93092
m,93092,93227
o,93204,93380
n,93324,93451
d,93428,93548
space,93524,93667
i,93644,93747
n,93716,93867
space,93844,93995
t,93964,94108
h,94076,94212
e,94124,94291
space,94260,94436
s,94380,94524
k,94556,94652
y,94716,94828
.,95084,95188
