user,session,keyname,timepress,timerelease
1,2,l,5046,5134
1,2,l,5198,5302
1,2,.,6183,6238
1,2,backspace,6575,6630
1,2,.,7359,7414
1,2,space,7527,7590
1,2,shift,7615,7942
1,2,h,7846,7902
1,2,u,7998,8054
1,2,m,8166,8294
1,2,p,8390,8478
1,2,t,8518,8606
1,2,y,8670,8758
1,2,space,8782,8846
1,2,shift,8910,9182
1,2,d,9142,9214
1,2,u,9214,9278
1,2,m,9390,9478
1,2,p,9623,9702
1,2,t,9982,10086
1,2,y,10190,10334
1,2,space,10390,10470
1,2,h,10631,10710
1,2,a,10711,10838
1,2,d,10838,10950
1,2,space,11030,11054
1,2,a,11031,11142
1,2,space,11166,11270
1,2,g,11487,11566
1,2,r,11687,11782
1,2,e,12054,12158
1,2,a,12262,12390
1,2,t,12470,12582
1,2,space,12606,12694
1,2,f,12718,12814
1,2,a,12894,13022
1,2,l,12990,13054
1,2,l,13118,13198
1,2,.,13342,13430
1,2,space,13631,13750
1,2,shift,13727,14166
1,2,a,14014,14198
1,2,l,14167,14246
1,2,l,14318,14398
1,2,space,14510,14574
1,2,t,14614,14710
1,2,h,14734,14782
1,2,e,14806,14886
1,2,space,14918,14974
1,2,k,15126,15206
1,2,i,15302,15358
1,2,n,15478,15542
1,2,g,15566,15670
1,2,',16143,16206
1,2,s,16230,16334
1,2,space,16358,16430
1,2,h,16582,16678
1,2,o,16854,16926
1,2,r,16950,17070
1,2,s,17086,17190
1,2,e,17294,17398
1,2,s,17510,17630
1,2,space,17671,17774
1,2,a,17726,17814
1,2,n,17958,18046
1,2,d,18086,18182
1,2,space,18406,18510
1,2,t,18550,18654
1,2,backspace,19135,19198
1,2,a,19222,19302
1,2,l,19326,19390
1,2,l,19470,19534
1,2,space,19654,19718
1,2,t,19774,19846
1,2,h,19870,19918
1,2,e,19942,20022
1,2,space,20038,20118
1,2,k,20486,20574
1,2,i,20679,20742
1,2,n,20838,20910
1,2,g,20910,20990
1,2,',22183,22262
1,2,s,22286,22374
1,2,space,22398,22462
1,2,m,22574,22710
1,2,e,22822,22942
1,2,n,22966,23038
1,2,space,23190,23278
1,2,shift,23534,23846
1,2,c,23735,23814
1,2,o,23878,23934
1,2,u,24078,24158
1,2,n,24270,24350
1,2,d,24374,24470
1,2,l,25671,25774
1,2,backspace,26031,26086
1,2,backspace,26166,26230
1,2,l,26318,26398
1,2,d,26422,26478
1,2,backspace,27167,27230
1,2,backspace,27310,27350
1,2,backspace,27422,27478
1,2,backspace,27566,27582
1,2,u,28359,28406
1,2,l,28590,28646
1,2,d,28686,28766
1,2,n,29247,29310
1,2,',29687,29742
1,2,t,29822,29934
1,2,space,29958,30038
1,2,p,30727,30806
1,2,u,31839,31894
1,2,t,31934,32006
1,2,space,32038,32102
1,2,h,32214,32278
1,2,backspace,32566,32654
1,2,shift,32631,32902
1,2,h,32814,32878
1,2,u,32991,33086
1,2,m,33222,33318
1,2,p,33462,33558
1,2,t,33590,33685
1,2,y,33750,33846
1,2,space,33870,33934
1,2,t,34023,34158
1,2,o,34190,34253
1,2,g,34326,34413
1,2,e,34518,34638
1,2,t,34718,34806
1,2,h,34862,34950
1,2,e,34974,35102
1,2,r,35022,35142
1,2,space,35126,35230
1,2,a,35534,35630
1,2,g,35734,35814
1,2,a,35926,36038
1,2,i,36014,36086
1,2,n,36182,36245
1,2,.,36414,36493
1,3,shift,0,246
1,3,t,142,206
1,3,w,366,438
1,3,i,518,590
1,3,n,710,846
1,3,k,806,886
1,3,;,1094,1150
1,3,e,1174,1278
1,3,backspace,1719,1790
1,3,backspace,1862,1918
1,3,l,2583,2646
1,3,e,2678,2814
1,3,.,2814,2886
1,3,space,2990,3078
1,3,t,3863,3999
1,3,w,4022,4134
1,3,i,4134,4206
1,3,n,4342,4518
1,3,k,4454,4541
1,3,l,4878,4950
1,3,e,5431,5542
1,3,.,6615,6670
1,3,space,6766,6838
1,3,l,6966,7037
1,3,i,7142,7206
1,3,t,7246,7302
1,3,t,7399,7494
1,3,l,7518,7558
1,3,e,7606,7710
1,3,space,7734,7813
1,3,s,7838,7966
1,3,t,8207,8318
1,3,a,8422,8566
1,3,r,8630,8750
1,3,.,9583,9662
1,3,space,9798,9902
1,3,shift,10391,11046
1,3,j,10590,10614
1,3,backspace,11094,11158
1,3,shift,11190,11502
1,3,h,11358,11414
1,3,o,11550,11614
1,3,w,11646,11725
1,3,space,11758,11853
1,3,shift,11886,12310
1,3,i,12030,12101
1,3,space,12262,12333
1,3,w,12534,12630
1,3,o,12670,12741
1,3,n,12886,12949
1,3,d,12974,13053
1,3,e,13126,13254
1,3,r,13215,13317
1,3,space,13342,13414
1,3,w,14126,14262
1,3,h,14239,14309
1,3,a,14366,14470
1,3,t,14534,14613
1,3,space,14590,14725
1,3,y,15070,15149
1,3,o,15318,15398
1,3,u,15502,15574
1,3,space,15678,15765
1,3,a,15734,15813
1,3,r,15902,16045
1,3,e,16022,16077
1,3,shift,16238,17358
1,3,!,17247,17334
1,3,space,18174,18277
1,3,shift,18246,18942
1,3,u,18815,18869
1,3,p,19078,19149
1,3,space,19294,19374
1,3,a,19398,19477
1,3,b,19510,19581
1,3,o,19774,19845
1,3,v,20038,20173
1,3,e,20142,20237
1,3,space,20334,20438
1,3,t,20494,20581
1,3,h,20606,20677
1,3,e,20702,20789
1,3,space,20814,20893
1,3,w,21094,21261
1,3,o,21262,21325
1,3,r,21439,21453
1,3,l,21494,21573
1,3,d,21726,21861
1,3,space,21942,22021
1,3,s,22054,22149
1,3,o,22206,22277
1,3,space,22407,22462
1,3,h,22582,22645
1,3,i,22734,22813
1,3,g,22814,22893
1,3,h,22926,22989
1,3,.,23390,23486
1,3,space,24046,24117
1,3,shift,24584,24854
1,3,l,24686,24782
1,3,i,24886,24973
1,3,k,25062,25197
1,3,e,25166,25277
1,3,space,25358,25454
1,3,a,25454,25558
1,3,space,25670,25693
1,3,d,26038,26173
1,3,i,26318,26438
1,3,a,26534,26669
1,3,m,26646,26725
1,3,o,26862,26933
1,3,n,27038,27117
1,3,d,27150,27205
1,3,space,27230,27309
1,3,i,27438,27518
1,3,n,27614,27725
1,3,space,27830,27885
1,3,t,27918,28013
1,3,h,28014,28085
1,3,e,28110,28181
1,3,space,28206,28277
1,3,s,28302,28398
1,3,k,28422,28501
1,3,y,29015,29069
1,3,.,29462,29517
1,4,shift,0,398
1,4,t,326,421
1,4,h,477,541
1,4,e,565,637
1,4,space,661,725
1,4,i,845,917
1,4,t,933,1038
1,4,s,1109,1221
1,4,y,1253,1317
1,4,space,1429,1493
1,4,b,1629,1693
1,4,i,1821,1901
1,4,t,1925,1981
1,4,s,2198,2269
1,4,y,2317,2397
1,4,space,2525,2613
1,4,s,2701,2837
1,4,p,2813,2909
1,4,i,3047,3133
1,4,d,3165,3253
1,4,e,3293,3413
1,4,r,3373,3461
1,4,space,3429,3509
1,4,c,3589,3669
1,4,l,3701,3781
1,4,i,4006,4078
1,4,m,4221,4293
1,4,b,4437,4509
1,4,e,4509,4645
1,4,d,4589,4693
1,4,space,4677,4733
1,4,u,4885,4933
1,4,p,5254,5325
1,4,space,5477,5541
1,4,t,5597,5685
1,4,h,5686,5749
1,4,e,5829,5925
1,4,space,5901,5973
1,4,w,6174,6309
1,4,a,6277,6405
1,4,t,6565,6637
1,4,e,6661,6757
1,4,r,6701,6789
1,4,s,6877,6989
1,4,p,7109,7189
1,4,o,7381,7453
1,4,u,7573,7645
1,4,t,7701,7773
1,4,.,8326,8405
1,4,space,8557,8639
1,4,shift,8638,9046
1,4,d,8941,9069
1,4,o,9093,9157
1,4,w,9198,9285
1,4,n,9309,9381
1,4,space,9565,9693
1,4,c,9693,9773
1,4,a,9885,9981
1,4,m,10606,10677
1,4,e,10701,10813
1,4,space,10837,10909
1,4,t,11190,11301
1,4,h,11325,11373
1,4,e,11405,11501
1,4,space,11517,11581
1,4,r,11637,11741
1,4,a,11781,11909
1,4,i,11885,11957
1,4,n,12069,12125
1,4,space,12229,12301
1,4,a,12302,12381
1,4,n,12429,12501
1,4,d,12541,12645
1,4,space,12685,12765
1,4,w,12845,12989
1,4,a,12965,13133
1,4,s,13077,13181
1,4,h,13205,13269
1,4,e,13301,13477
1,4,d,13397,13525
1,4,space,13501,13573
1,4,t,13621,13693
1,4,h,13717,13773
1,4,e,13797,13837
1,4,space,13885,13949
1,4,s,13973,14069
1,4,p,14125,14181
1,4,i,14742,14861
1,4,d,14933,14949
1,4,e,14981,15133
1,4,r,15077,15173
1,4,space,15189,15253
1,4,o,15414,15493
1,4,u,15589,15653
1,4,t,15725,15805
1,4,.,15998,16069
1,5,shift,0,662
1,5,m,551,606
1,5,a,678,718
1,5,r,887,974
1,5,y,1038,1094
1,5,space,1246,1334
1,5,h,1662,1758
1,5,a,1782,1958
1,5,d,1934,2006
1,5,space,2030,2094
1,5,a,2126,2230
1,5,space,2230,2302
1,5,l,2423,2502
1,5,i,2630,2726
1,5,t,2750,2798
1,5,t,2886,2966
1,5,l,2990,3046
1,5,e,3142,3246
1,5,space,3286,3366
1,5,l,3734,3830
1,5,a,3926,4022
1,5,m,4086,4158
1,5,b,4326,4398
1,5,.,4983,5054
1,5,space,5446,5534
1,5,shift,5487,5750
1,5,w,5662,5751
1,5,h,5774,5822
1,5,o,5975,6038
1,5,s,6070,6150
1,5,e,6239,6350
1,5,space,6326,6430
1,5,f,6462,6550
1,5,l,6574,6653
1,5,e,6734,6774
1,5,e,6927,6982
1,5,c,7351,7502
1,5,e,7814,7910
1,5,space,7950,8030
1,5,w,8126,8262
1,5,a,8214,8398
1,5,s,8375,8446
1,5,space,8470,8550
1,5,w,8590,8718
1,5,h,8742,8798
1,5,i,8902,8990
1,5,t,8959,9070
1,5,e,9038,9110
1,5,space,9134,9254
1,5,a,9278,9422
1,5,s,9350,9470
1,5,space,9510,9582
1,5,s,9798,9926
1,5,n,9902,9958
1,5,o,10110,10206
1,5,w,10182,10285
1,5,.,10438,10494
1,5,space,10694,10758
1,5,shift,10862,11406
1,5,a,11255,11374
1,5,n,11430,11509
1,5,d,11598,11621
1,5,space,11662,11766
1,5,e,11990,12094
1,5,v,12118,12205
1,5,e,12230,12334
1,5,r,12294,12390
1,5,y,12374,12438
1,5,w,12750,12854
1,5,h,12878,12950
1,5,e,12982,13094
1,5,r,13046,13190
1,5,e,13166,13237
1,5,space,13278,13382
1,5,t,13462,13550
1,5,h,13574,13662
1,5,a,13710,13814
1,5,t,13878,13942
1,5,space,13966,14046
1,5,shift,14111,14366
1,5,m,14230,14302
1,5,a,14367,14446
1,5,r,14775,14854
1,5,y,15022,15118
1,5,space,15262,15382
1,5,w,15526,15677
1,5,e,15606,15717
1,5,n,15718,15813
1,5,t,15854,15934
1,5,.,16150,16246
1,5,backspace,16790,16862
1,5,.,17391,17454
1,5,space,17550,17629
1,5,shift,18560,19006
1,5,t,18710,19007
1,5,e,19007,19054
1,5,space,19078,19141
1,5,l,19367,19526
1,5,backspace,19774,19845
1,5,backspace,19918,19973
1,5,backspace,20046,20093
1,5,h,20335,20398
1,5,e,20430,20509
1,5,space,20542,20597
1,5,l,20766,20869
1,5,a,20974,21038
1,5,m,21062,21141
1,5,b,21487,21581
1,5,space,21870,21950
1,5,w,21950,22069
1,5,a,22046,22189
1,5,s,22158,22230
1,5,space,22230,22310
1,5,s,22335,22446
1,5,u,22478,22549
1,5,r,22590,22709
1,5,e,22662,22765
1,5,space,22734,22821
1,5,t,23094,23181
1,5,o,23206,23262
1,5,space,23390,23461
1,5,g,23542,23565
1,5,o,23622,23693
1,5,.,23878,23941
1,6,shift,0,758
1,6,h,639,718
1,6,u,814,870
1,6,m,1006,1086
1,6,p,1230,1295
1,6,t,1550,1598
1,6,y,1654,1710
1,6,space,1838,1925
1,6,shift,1974,2214
1,6,d,2118,2238
1,6,u,2239,2326
1,6,m,2470,2566
1,6,p,2726,2838
1,6,t,2902,2998
1,6,y,3086,3181
1,6,space,3263,3350
1,6,s,3542,3670
1,6,a,3646,3757
1,6,t,3846,3989
1,6,e,3942,4037
1,6,space,4062,4125
1,6,backspace,4503,4574
1,6,backspace,4646,4709
1,6,space,4862,4933
1,6,o,5062,5133
1,6,n,5255,5326
1,6,space,5430,5518
1,6,a,5630,5789
1,6,space,5814,5861
1,6,w,5886,6013
1,6,a,6102,6213
1,6,l,6238,6286
1,6,l,6350,6422
1,6,.,7255,7310
1,6,space,7815,7886
1,6,shift,7910,8230
1,6,a,8110,8254
1,6,backspace,8671,8735
1,6,shift,8735,9622
1,6,h,9479,9598
1,6,u,9654,9717
1,6,m,9918,9981
1,6,p,10118,10197
1,6,t,10214,10318
1,6,y,10390,10462
1,6,space,10662,10751
1,6,shift,10750,10974
1,6,d,10902,11005
1,6,u,11086,11165
1,6,m,11302,11357
1,6,p,11550,11629
1,6,t,11702,11805
1,6,y,12719,12805
1,6,space,12878,12965
1,6,h,13294,13381
1,6,a,13406,13542
1,6,d,13662,13757
1,6,space,14230,14302
1,6,a,14366,14493
1,6,space,14518,14582
1,6,g,14718,14765
1,6,r,15094,15230
1,6,e,15254,15333
1,6,a,15462,15549
1,6,t,15670,15741
1,6,space,16366,16445
1,6,f,16494,16590
1,6,a,16670,16741
1,6,l,16766,16821
1,6,l,16910,16965
1,6,.,17735,17805
1,6,space,17974,18029
1,6,shift,19736,20206
1,6,a,20030,20206
1,6,l,20247,20301
1,6,l,20350,20421
1,6,space,20534,20605
1,6,t,20654,20726
1,6,h,20750,20797
1,6,e,20830,20941
1,6,space,20894,20965
1,6,k,21606,21685
1,6,i,21798,21869
1,6,n,21974,22069
1,6,g,22959,23029
1,6,',23182,23246
1,6,s,23286,23373
1,6,space,23438,23517
1,6,h,24214,24294
1,6,o,24462,24541
1,6,r,24565,24661
1,6,s,24686,24774
1,6,e,24870,24965
1,6,s,25094,25197
1,6,space,25238,25309
1,6,a,25558,25677
1,6,n,25718,25782
1,6,d,25806,25869
1,6,space,25902,25981
1,6,a,25958,26069
1,6,l,26118,26181
1,6,l,26238,26341
1,6,space,26438,26509
1,6,t,26550,26629
1,6,h,26630,26765
1,6,e,26766,26797
1,6,space,26798,26854
1,6,k,26974,27045
1,6,i,27126,27189
1,6,n,27286,27365
1,6,g,27366,27437
1,6,',27975,28037
1,6,s,28062,28149
1,6,space,28174,28237
1,6,m,28646,28733
1,6,e,28710,28821
1,6,n,28846,28942
1,6,space,29575,29653
1,6,shift,29678,29981
1,6,c,29870,29958
1,6,o,29983,30045
1,6,u,30157,30221
1,6,l,30342,30421
1,6,d,30494,30565
1,6,n,30990,31069
1,6,',31695,31749
1,6,t,31774,31829
1,6,space,31901,31982
1,6,p,33079,33157
1,6,u,33390,33469
1,6,t,33518,33589
1,6,space,33614,33669
1,6,shift,33902,34125
1,6,h,33958,34022
1,6,u,34142,34181
1,6,m,34310,34381
1,6,p,34534,34597
1,6,t,34646,34725
1,6,y,34838,34917
1,6,space,34966,35054
1,6,t,35558,35653
1,6,o,35677,35749
1,6,g,35781,35861
1,6,e,35941,36061
1,6,t,36038,36141
1,6,h,36318,36365
1,6,e,36549,36653
1,6,r,36597,36701
1,6,space,36733,36805
1,6,a,37142,37221
1,6,g,37326,37389
1,6,a,37509,37621
1,6,i,37645,37709
1,6,n,37821,37885
1,6,.,38054,38117
1,7,shift,0,496
1,7,t,401,497
1,7,w,575,670
1,7,i,647,710
1,7,n,823,958
1,7,k,919,1006
1,7,;,1207,1302
1,7,e,1359,1462
1,7,.,1703,1758
1,7,backspace,2135,2214
1,7,backspace,2415,2462
1,7,backspace,2551,2606
1,7,backspace,2679,2758
1,7,l,3583,3662
1,7,e,3686,3766
1,7,.,3830,3894
1,7,space,3999,4087
1,7,t,4135,4222
1,7,w,4551,4670
1,7,u,4895,4982
1,7,n,5127,5279
1,7,backspace,5503,5558
1,7,backspace,5631,5694
1,7,i,6143,6222
1,7,n,6343,6454
1,7,k,6407,6534
1,7,l,6646,6726
1,7,e,6775,6870
1,7,.,7671,7718
1,7,space,7807,7862
1,7,l,7982,8047
1,7,i,8135,8207
1,7,t,8223,8262
1,7,t,8350,8438
1,7,l,8415,8494
1,7,e,8534,8630
1,7,space,8631,8710
1,7,s,8742,8854
1,7,t,8878,8998
1,7,a,9192,9318
1,7,r,9382,9534
1,7,.,10103,10206
1,7,space,10615,10686
1,7,shift,10711,10974
1,7,h,10807,10878
1,7,o,11007,11078
1,7,w,11135,11222
1,7,space,11247,11310
1,7,shift,11375,11630
1,7,i,11455,11486
1,7,space,11606,11670
1,7,w,11726,11830
1,7,o,11831,11918
1,7,n,11998,12079
1,7,d,12103,12191
1,7,e,12224,12366
1,7,r,12327,12422
1,7,space,12446,12542
1,7,w,12574,12686
1,7,h,12767,12838
1,7,a,12806,12910
1,7,t,13006,13118
1,7,space,13095,13142
1,7,y,13991,14046
1,7,o,14199,14278
1,7,u,14375,14438
1,7,space,14558,14662
1,7,a,14590,14702
1,7,r,14766,14918
1,7,e,14838,14958
1,7,shift,15336,15662
1,7,!,15542,15638
1,7,space,16071,16142
1,7,shift,16119,16446
1,7,u,16303,16374
1,7,p,17239,17303
1,7,space,17423,17502
1,7,a,17574,17646
1,7,b,17678,17734
1,7,o,17886,17966
1,7,v,18087,18206
1,7,e,18174,18303
1,7,space,18343,18430
1,7,t,18486,18582
1,7,h,18606,18670
1,7,e,18694,18798
1,7,space,18798,18894
1,7,w,19991,20118
1,7,o,20119,20190
1,7,r,20190,20270
1,7,s,20375,20478
1,7,backspace,20919,20998
1,7,l,21071,21174
1,7,d,21150,21254
1,7,space,21310,21447
1,7,s,21703,21830
1,7,o,21806,21862
1,7,space,21990,22046
1,7,h,22150,22214
1,7,i,22318,22374
1,7,g,22399,22470
1,7,h,22534,22590
1,7,.,23119,23190
1,7,space,23302,23439
1,7,shift,23463,23694
1,7,l,23550,23614
1,7,i,23726,23806
1,7,k,23902,24015
1,7,e,23982,24062
1,7,space,24118,24198
1,7,a,24230,24350
1,7,space,24326,24406
1,7,d,24463,24574
1,7,i,24814,24902
1,7,a,24974,25078
1,7,m,25079,25166
1,7,o,25278,25350
1,7,n,25471,25534
1,7,d,25582,25678
1,7,space,25654,25742
1,7,i,25878,25966
1,7,n,26055,26166
1,7,space,26206,26278
1,7,t,26302,26382
1,7,h,26406,26478
1,7,e,26479,26550
1,7,space,26574,26654
1,7,s,26686,26790
1,7,k,26791,26870
1,7,y,26998,27078
1,7,.,28175,28238
1,8,shift,0,437
1,8,t,389,468
1,8,h,500,564
1,8,e,588,668
1,8,space,692,748
1,8,i,925,1004
1,8,t,1101,1164
1,8,s,1244,1356
1,8,y,1380,1420
1,8,space,1532,1588
1,8,b,1684,1756
1,8,i,2325,2436
1,8,t,2484,2564
1,8,s,2628,2764
1,8,y,2861,2956
1,8,space,3077,3164
1,8,s,3300,3420
1,8,p,3420,3468
1,8,i,4181,4276
1,8,d,4253,4332
1,8,e,4388,4524
1,8,r,4501,4572
1,8,space,4548,4652
1,8,c,4877,4940
1,8,;,5109,5188
1,8,i,5356,5428
1,8,backspace,5644,5700
1,8,backspace,5788,5844
1,8,l,6038,6116
1,8,i,6221,6293
1,8,m,6397,6476
1,8,b,6588,6652
1,8,e,6692,6796
1,8,d,6772,6860
1,8,space,6828,6892
1,8,u,7021,7084
1,8,p,7196,7260
1,8,space,7388,7460
1,8,t,7484,7572
1,8,h,7596,7644
1,8,e,7660,7724
1,8,space,7772,7852
1,8,w,7868,7949
1,8,a,8053,8164
1,8,t,8141,8228
1,8,e,8284,8404
1,8,r,8356,8444
1,8,s,8516,8612
1,8,p,8580,8684
1,8,o,8933,9045
1,8,u,9180,9260
1,8,t,9388,9484
1,8,.,9836,9924
1,8,shift,9982,10188
1,8,space,10061,10156
1,8,d,10133,10228
1,8,o,10292,10356
1,8,w,10524,10636
1,8,n,10708,10772
1,8,space,10900,10972
1,8,c,10996,11069
1,8,a,11140,11252
1,8,m,11372,11428
1,8,e,11620,11724
1,8,space,11756,11836
1,8,t,11860,11924
1,8,h,11956,12045
1,8,e,12046,12124
1,8,space,12156,12236
1,8,r,12260,12316
1,8,a,12388,12500
1,8,i,12476,12548
1,8,n,12644,12700
1,8,space,12788,12892
1,8,a,12868,12980
1,8,n,12996,13076
1,8,d,13053,13132
1,8,space,13172,13276
1,8,w,13252,13388
1,8,a,13364,13516
1,8,s,13485,13612
1,8,h,13540,13644
1,8,e,13668,13820
1,8,d,13748,13884
1,8,space,13884,13972
1,8,t,14021,14133
1,8,h,14156,14229
1,8,e,14252,14332
1,8,space,14372,14428
1,8,s,14452,14596
1,8,p,14620,14660
1,8,i,14884,14988
1,8,d,15069,15084
1,8,e,15148,15276
1,8,r,15236,15332
1,8,space,15364,15444
1,8,o,15564,15636
1,8,u,15716,15796
1,8,t,15836,15916
1,8,.,15972,16060
1,9,shift,0,1126
1,9,m,1031,1103
1,9,a,1206,1311
1,9,r,1374,1470
1,9,y,1494,1550
1,9,space,1702,1806
1,9,h,1990,2062
1,9,a,2183,2334
1,9,d,2319,2414
1,9,space,2438,2494
1,9,a,2742,2838
1,9,space,2878,2950
1,9,l,3086,3158
1,9,i,3270,3351
1,9,t,3366,3486
1,9,t,3502,3574
1,9,l,3598,3662
1,9,e,3702,3782
1,9,space,3806,3862
1,9,l,3982,4078
1,9,a,4102,4182
1,9,m,4903,4966
1,9,b,5119,5166
1,9,.,5431,5502
1,9,space,5582,5638
1,9,shift,5607,5822
1,9,w,5726,5854
1,9,h,5854,5902
1,9,o,6054,6118
1,9,s,6150,6222
1,9,e,6351,6462
