user,session,keyname,timepress,timerelease
0,2,h,183,238
0,2,u,327,390
0,2,m,518,662
0,2,p,734,814
0,2,t,878,950
0,2,y,1022,1118
0,2,space,1150,1230
0,2,shift,1376,1639
0,2,d,1526,1640
0,2,u,1654,1734
0,2,m,1838,1934
0,2,p,2062,2166
0,2,t,2206,2334
0,2,y,2454,2583
0,2,space,2679,2766
0,2,s,3223,3358
0,2,a,3327,3454
0,2,t,3550,3638
0,2,space,3775,3846
0,2,o,3982,4038
0,2,n,4222,4310
0,2,space,4447,4542
0,2,a,4574,4670
0,2,space,4694,4782
0,2,w,4806,4942
0,2,a,4886,5006
0,2,l,5046,5134
0,2,l,5198,5302
0,2,.,6183,6238
0,2,backspace,6575,6630
0,2,comma,7359,7414
0,2,space,7527,7590
0,2,shift,7615,7942
0,2,h,7846,7902
0,2,u,7998,8054
0,2,m,8166,8294
0,2,p,8390,8478
0,2,t,8518,8606
0,2,y,8670,8758
0,2,space,8782,8846
0,2,shift,8910,9182
0,2,d,9142,9214
0,2,u,9214,9278
0,2,m,9390,9478
0,2,p,9623,9702
0,2,t,9982,10086
0,2,y,10190,10334
0,2,space,10390,10470
0,2,h,10631,10710
0,2,a,10711,10838
0,2,d,10838,10950
0,2,space,11030,11054
0,2,a,11031,11142
0,2,space,11166,11270
0,2,g,11487,11566
0,2,r,11687,11782
0,2,e,12054,12158
0,2,a,12262,12390
0,2,t,12470,12582
0,2,space,12606,12694
0,2,f,12718,12814
0,2,a,12894,13022
0,2,l,12990,13054
0,2,l,13118,13198
0,2,.,13342,13430
0,2,space,13631,13750
0,2,shift,13727,14166
0,2,a,14014,14198
0,2,l,14167,14246
0,2,l,14318,14398
0,2,space,14510,14574
0,2,t,14614,14710
0,2,h,14734,14782
0,2,e,14806,14886
0,2,space,14918,14974
0,2,k,15126,15206
0,2,i,15302,15358
0,2,n,15478,15542
0,2,g,15566,15670
0,2,',16143,16206
0,2,s,16230,16334
0,2,space,16358,16430
0,2,h,16582,16678
0,2,o,16854,16926
0,2,r,16950,17070
0,2,s,17086,17190
0,2,e,17294,17398
0,2,s,17510,17630
0,2,space,17671,17774
0,2,a,17726,17814
0,2,n,17958,18046
0,2,d,18086,18182
0,2,space,18406,18510
0,2,t,18550,18654
0,2,backspace,19135,19198
0,2,a,19222,19302
0,2,l,19326,19390
0,2,l,19470,19534
0,2,space,19654,19718
0,2,t,19774,19846
0,2,h,19870,19918
0,2,e,19942,20022
0,2,space,20038,20118
0,2,k,20486,20574
0,2,i,20679,20742
0,2,n,20838,20910
0,2,g,20910,20990
0,2,',22183,22262
0,2,s,22286,22374
0,2,space,22398,22462
0,2,m,22574,22710
0,2,e,22822,22942
0,2,n,22966,23038
0,2,space,23190,23278
0,2,shift,23534,23846
0,2,c,23735,23814
0,2,o,23878,23934
0,2,u,24078,24158
0,2,n,24270,24350
0,2,d,24374,24470
0,2,l,25671,25774
0,2,backspace,26031,26086
0,2,backspace,26166,26230
0,2,l,26318,26398
0,2,d,26422,26478
0,2,backspace,27167,27230
0,2,backspace,27310,27350
0,2,backspace,27422,27478
0,2,backspace,27566,27582
0,2,u,28359,28406
0,2,l,28590,28646
0,2,d,28686,28766
0,2,n,29247,29310
0,2,',29687,29742
0,2,t,29822,29934
0,2,space,29958,30038
0,2,p,30727,30806
0,2,u,31839,31894
0,2,t,31934,32006
0,2,space,32038,32102
0,2,h,32214,32278
0,2,backspace,32566,32654
0,2,shift,32631,32902
0,2,h,32814,32878
0,2,u,32991,33086
0,2,m,33222,33318
0,2,p,33462,33558
0,2,t,33590,33685
0,2,y,33750,33846
0,2,space,33870,33934
0,2,t,34023,34158
0,2,o,34190,34253
0,2,g,34326,34413
0,2,e,34518,34638
0,2,t,34718,34806
0,2,h,34862,34950
0,2,e,34974,35102
0,2,r,35022,35142
0,2,space,35126,35230
0,2,a,35534,35630
0,2,g,35734,35814
0,2,a,35926,36038
0,2,i,36014,36086
0,2,n,36182,36245
0,2,.,36414,36493
0,3,shift,0,246
0,3,t,142,206
0,3,w,366,438
0,3,i,518,590
0,3,n,710,846
0,3,k,806,886
0,3,;,1094,1150
0,3,e,1174,1278
0,3,backspace,1719,1790
0,3,backspace,1862,1918
0,3,l,2583,2646
0,3,e,2678,2814
0,3,comma,2814,2886
0,3,space,2990,3078
0,3,t,3863,3999
0,3,w,4022,4134
0,3,i,4134,4206
0,3,n,4342,4518
0,3,k,4454,4541
0,3,l,4878,4950
0,3,e,5431,5542
0,3,comma,6615,6670
0,3,space,6766,6838
0,3,l,6966,7037
0,3,i,7142,7206
0,3,t,7246,7302
0,3,t,7399,7494
0,3,l,7518,7558
0,3,e,7606,7710
0,3,space,7734,7813
0,3,s,7838,7966
0,3,t,8207,8318
0,3,a,8422,8566
0,3,r,8630,8750
0,3,comma,9583,9662
0,3,space,9798,9902
0,3,shift,10391,11046
0,3,j,10590,10614
0,3,backspace,11094,11158
0,3,shift,11190,11502
0,3,h,11358,11414
0,3,o,11550,11614
0,3,w,11646,11725
0,3,space,11758,11853
0,3,shift,11886,12310
0,3,i,12030,12101
0,3,space,12262,12333
0,3,w,12534,12630
0,3,o,12670,12741
0,3,n,12886,12949
0,3,d,12974,13053
0,3,e,13126,13254
0,3,r,13215,13317
0,3,space,13342,13414
0,3,w,14126,14262
0,3,h,14239,14309
0,3,a,14366,14470
0,3,t,14534,14613
0,3,space,14590,14725
0,3,y,15070,15149
0,3,o,15318,15398
0,3,u,15502,15574
0,3,space,15678,15765
0,3,a,15734,15813
0,3,r,15902,16045
0,3,e,16022,16077
0,3,shift,16238,17358
0,3,!,17247,17334
0,3,space,18174,18277
0,3,shift,18246,18942
0,3,u,18815,18869
0,3,p,19078,19149
0,3,space,19294,19374
0,3,a,19398,19477
0,3,b,19510,19581
0,3,o,19774,19845
0,3,v,20038,20173
0,3,e,20142,20237
0,3,space,20334,20438
0,3,t,20494,20581
0,3,h,20606,20677
0,3,e,20702,20789
0,3,space,20814,20893
0,3,w,21094,21261
0,3,o,21262,21325
0,3,r,21439,21453
0,3,l,21494,21573
0,3,d,21726,21861
0,3,space,21942,22021
0,3,s,22054,22149
0,3,o,22206,22277
0,3,space,22407,22462
0,3,h,22582,22645
0,3,i,22734,22813
0,3,g,22814,22893
0,3,h,22926,22989
0,3,comma,23390,23486
0,3,space,24046,24117
0,3,shift,24584,24854
0,3,l,24686,24782
0,3,i,24886,24973
0,3,k,25062,25197
0,3,e,25166,25277
0,3,space,25358,25454
0,3,a,25454,25558
0,3,space,25670,25693
0,3,d,26038,26173
0,3,i,26318,26438
0,3,a,26534,26669
0,3,m,26646,26725
0,3,o,26862,26933
0,3,n,27038,27117
0,3,d,27150,27205
0,3,space,27230,27309
0,3,i,27438,27518
0,3,n,27614,27725
0,3,space,27830,27885
0,3,t,27918,28013
0,3,h,28014,28085
0,3,e,28110,28181
0,3,space,28206,28277
0,3,s,28302,28398
0,3,k,28422,28501
0,3,y,29015,29069
0,3,.,29462,29517
0,4,shift,0,398
0,4,t,326,421
0,4,h,477,541
0,4,e,565,637
0,4,space,661,725
0,4,i,845,917
0,4,t,933,1038
0,4,s,1109,1221
0,4,y,1253,1317
0,4,space,1429,1493
0,4,b,1629,1693
0,4,i,1821,1901
0,4,t,1925,1981
0,4,s,2198,2269
0,4,y,2317,2397
0,4,space,2525,2613
0,4,s,2701,2837
0,4,p,2813,2909
0,4,i,3047,3133
0,4,d,3165,3253
0,4,e,3293,3413
0,4,r,3373,3461
0,4,space,3429,3509
0,4,c,3589,3669
0,4,l,3701,3781
0,4,i,4006,4078
0,4,m,4221,4293
0,4,b,4437,4509
0,4,e,4509,4645
0,4,d,4589,4693
0,4,space,4677,4733
0,4,u,4885,4933
0,4,p,5254,5325
0,4,space,5477,5541
0,4,t,5597,5685
0,4,h,5686,5749
0,4,e,5829,5925
0,4,space,5901,5973
0,4,w,6174,6309
0,4,a,6277,6405
0,4,t,6565,6637
0,4,e,6661,6757
0,4,r,6701,6789
0,4,s,6877,6989
0,4,p,7109,7189
0,4,o,7381,7453
0,4,u,7573,7645
0,4,t,7701,7773
0,4,.,8326,8405
0,4,space,8557,8639
0,4,shift,8638,9046
0,4,d,8941,9069
0,4,o,9093,9157
0,4,w,9198,9285
0,4,n,9309,9381
0,4,space,9565,9693
0,4,c,9693,9773
0,4,a,9885,9981
0,4,m,10606,10677
0,4,e,10701,10813
0,4,space,10837,10909
0,4,t,11190,11301
0,4,h,11325,11373
0,4,e,11405,11501
0,4,space,11517,11581
0,4,r,11637,11741
0,4,a,11781,11909
0,4,i,11885,11957
0,4,n,12069,12125
0,4,space,12229,12301
0,4,a,12302,12381
0,4,n,12429,12501
0,4,d,12541,12645
0,4,space,12685,12765
0,4,w,12845,12989
0,4,a,12965,13133
0,4,s,13077,13181
0,4,h,13205,13269
0,4,e,13301,13477
0,4,d,13397,13525
0,4,space,13501,13573
0,4,t,13621,13693
0,4,h,13717,13773
0,4,e,13797,13837
0,4,space,13885,13949
0,4,s,13973,14069
0,4,p,14125,14181
0,4,i,14742,14861
0,4,d,14933,14949
0,4,e,14981,15133
0,4,r,15077,15173
0,4,space,15189,15253
0,4,o,15414,15493
0,4,u,15589,15653
0,4,t,15725,15805
0,4,.,15998,16069
0,5,shift,0,662
0,5,m,551,606
0,5,a,678,718
0,5,r,887,974
0,5,y,1038,1094
0,5,space,1246,1334
0,5,h,1662,1758
0,5,a,1782,1958
0,5,d,1934,2006
0,5,space,2030,2094
0,5,a,2126,2230
0,5,space,2230,2302
0,5,l,2423,2502
0,5,i,2630,2726
0,5,t,2750,2798
0,5,t,2886,2966
0,5,l,2990,3046
0,5,e,3142,3246
0,5,space,3286,3366
0,5,l,3734,3830
0,5,a,3926,4022
0,5,m,4086,4158
0,5,b,4326,4398
0,5,comma,4983,5054
0,5,space,5446,5534
0,5,shift,5487,5750
0,5,w,5662,5751
0,5,h,5774,5822
0,5,o,5975,6038
0,5,s,6070,6150
0,5,e,6239,6350
0,5,space,6326,6430
0,5,f,6462,6550
0,5,l,6574,6653
0,5,e,6734,6774
0,5,e,6927,6982
0,5,c,7351,7502
0,5,e,7814,7910
0,5,space,7950,8030
0,5,w,8126,8262
0,5,a,8214,8398
0,5,s,8375,8446
0,5,space,8470,8550
0,5,w,8590,8718
0,5,h,8742,8798
0,5,i,8902,8990
0,5,t,8959,9070
0,5,e,9038,9110
0,5,space,9134,9254
0,5,a,9278,9422
0,5,s,9350,9470
0,5,space,9510,9582
0,5,s,9798,9926
0,5,n,9902,9958
0,5,o,10110,10206
0,5,w,10182,10285
0,5,.,10438,10494
0,5,space,10694,10758
0,5,shift,10862,11406
0,5,a,11255,11374
0,5,n,11430,11509
0,5,d,11598,11621
0,5,space,11662,11766
0,5,e,11990,12094
0,5,v,12118,12205
0,5,e,12230,12334
0,5,r,12294,12390
0,5,y,12374,12438
0,5,w,12750,12854
0,5,h,12878,12950
0,5,e,12982,13094
0,5,r,13046,13190
0,5,e,13166,13237
0,5,space,13278,13382
0,5,t,13462,13550
0,5,h,13574,13662
0,5,a,13710,13814
0,5,t,13878,13942
0,5,space,13966,14046
0,5,shift,14111,14366
0,5,m,14230,14302
0,5,a,14367,14446
0,5,r,14775,14854
0,5,y,15022,15118
0,5,space,15262,15382
0,5,w,15526,15677
0,5,e,15606,15717
0,5,n,15718,15813
0,5,t,15854,15934
0,5,.,16150,16246
0,5,backspace,16790,16862
0,5,comma,17391,17454
0,5,space,17550,17629
0,5,shift,18560,19006
0,5,t,18710,19007
0,5,e,19007,19054
0,5,space,19078,19141
0,5,l,19367,19526
0,5,backspace,19774,19845
0,5,backspace,19918,19973
0,5,backspace,20046,20093
0,5,h,20335,20398
0,5,e,20430,20509
0,5,space,20542,20597
0,5,l,20766,20869
0,5,a,20974,21038
0,5,m,21062,21141
0,5,b,21487,21581
0,5,space,21870,21950
0,5,w,21950,22069
0,5,a,22046,22189
0,5,s,22158,22230
0,5,space,22230,22310
0,5,s,22335,22446
0,5,u,22478,22549
0,5,r,22590,22709
0,5,e,22662,22765
0,5,space,22734,22821
0,5,t,23094,23181
0,5,o,23206,23262
0,5,space,23390,23461
0,5,g,23542,23565
0,5,o,23622,23693
0,5,.,23878,23941
0,6,shift,0,758
0,6,h,639,718
0,6,u,814,870
0,6,m,1006,1086
0,6,p,1230,1295
0,6,t,1550,1598
0,6,y,1654,1710
0,6,space,1838,1925
0,6,shift,1974,2214
0,6,d,2118,2238
0,6,u,2239,2326
0,6,m,2470,2566
0,6,p,2726,2838
0,6,t,2902,2998
0,6,y,3086,3181
0,6,space,3263,3350
0,6,s,3542,3670
0,6,a,3646,3757
0,6,t,3846,3989
0,6,e,3942,4037
0,6,space,4062,4125
0,6,backspace,4503,4574
0,6,backspace,4646,4709
0,6,space,4862,4933
0,6,o,5062,5133
0,6,n,5255,5326
0,6,space,5430,5518
0,6,a,5630,5789
0,6,space,5814,5861
0,6,w,5886,6013
0,6,a,6102,6213
0,6,l,6238,6286
0,6,l,6350,6422
0,6,comma,7255,7310
0,6,space,7815,7886
0,6,shift,7910,8230
0,6,a,8110,8254
0,6,backspace,8671,8735
0,6,shift,8735,9622
0,6,h,9479,9598
0,6,u,9654,9717
0,6,m,9918,9981
0,6,p,10118,10197
0,6,t,10214,10318
0,6,y,10390,10462
0,6,space,10662,10751
0,6,shift,10750,10974
0,6,d,10902,11005
0,6,u,11086,11165
0,6,m,11302,11357
0,6,p,11550,11629
0,6,t,11702,11805
0,6,y,12719,12805
0,6,space,12878,12965
0,6,h,13294,13381
0,6,a,13406,13542
0,6,d,13662,13757
0,6,space,14230,14302
0,6,a,14366,14493
0,6,space,14518,14582
0,6,g,14718,14765
0,6,r,15094,15230
0,6,e,15254,15333
0,6,a,15462,15549
0,6,t,15670,15741
0,6,space,16366,16445
0,6,f,16494,16590
0,6,a,16670,16741
0,6,l,16766,16821
0,6,l,16910,16965
0,6,.,17735,17805
0,6,space,17974,18029
0,6,shift,19736,20206
0,6,a,20030,20206
0,6,l,20247,20301
0,6,l,20350,20421
0,6,space,20534,20605
0,6,t,20654,20726
0,6,h,20750,20797
0,6,e,20830,20941
0,6,space,20894,20965
0,6,k,21606,21685
0,6,i,21798,21869
0,6,n,21974,22069
0,6,g,22959,23029
0,6,',23182,23246
0,6,s,23286,23373
0,6,space,23438,23517
0,6,h,24214,24294
0,6,o,24462,24541
0,6,r,24565,24661
0,6,s,24686,24774
0,6,e,24870,24965
0,6,s,25094,25197
0,6,space,25238,25309
0,6,a,25558,25677
0,6,n,25718,25782
0,6,d,25806,25869
0,6,space,25902,25981
0,6,a,25958,26069
0,6,l,26118,26181
0,6,l,26238,26341
0,6,space,26438,26509
0,6,t,26550,26629
0,6,h,26630,26765
0,6,e,26766,26797
0,6,space,26798,26854
0,6,k,26974,27045
0,6,i,27126,27189
0,6,n,27286,27365
0,6,g,27366,27437
0,6,',27975,28037
0,6,s,28062,28149
0,6,space,28174,28237
0,6,m,28646,28733
0,6,e,28710,28821
0,6,n,28846,28942
0,6,space,29575,29653
0,6,shift,29678,29981
0,6,c,29870,29958
0,6,o,29983,30045
0,6,u,30157,30221
0,6,l,30342,30421
0,6,d,30494,30565
0,6,n,30990,31069
0,6,',31695,31749
0,6,t,31774,31829
0,6,space,31901,31982
0,6,p,33079,33157
0,6,u,33390,33469
0,6,t,33518,33589
0,6,space,33614,33669
0,6,shift,33902,34125
0,6,h,33958,34022
0,6,u,34142,34181
0,6,m,34310,34381
0,6,p,34534,34597
0,6,t,34646,34725
0,6,y,34838,34917
0,6,space,34966,35054
0,6,t,35558,35653
0,6,o,35677,35749
0,6,g,35781,35861
0,6,e,35941,36061
0,6,t,36038,36141
0,6,h,36318,36365
0,6,e,36549,36653
0,6,r,36597,36701
0,6,space,36733,36805
0,6,a,37142,37221
0,6,g,37326,37389
0,6,a,37509,37621
0,6,i,37645,37709
0,6,n,37821,37885
0,6,.,38054,38117
0,7,shift,0,496
0,7,t,401,497
0,7,w,575,670
0,7,i,647,710
0,7,n,823,958
0,7,k,919,1006
0,7,;,1207,1302
0,7,e,1359,1462
0,7,comma,1703,1758
0,7,.,1703,1782
0,7,backspace,2135,2214
0,7,backspace,2415,2462
0,7,backspace,2551,2606
0,7,backspace,2679,2758
0,7,l,3583,3662
0,7,e,3686,3766
0,7,comma,3830,3894
0,7,space,3999,4087
0,7,t,4135,4222
0,7,w,4551,4670
0,7,u,4895,4982
0,7,n,5127,5279
0,7,backspace,5503,5558
0,7,backspace,5631,5694
0,7,i,6143,6222
0,7,n,6343,6454
0,7,k,6407,6534
0,7,l,6646,6726
0,7,e,6775,6870
0,7,comma,7671,7718
0,7,space,7807,7862
0,7,l,7982,8047
0,7,i,8135,8207
0,7,t,8223,8262
0,7,t,8350,8438
0,7,l,8415,8494
0,7,e,8534,8630
0,7,space,8631,8710
0,7,s,8742,8854
0,7,t,8878,8998
0,7,a,9192,9318
0,7,r,9382,9534
0,7,comma,10103,10206
0,7,space,10615,10686
0,7,shift,10711,10974
0,7,h,10807,10878
0,7,o,11007,11078
0,7,w,11135,11222
0,7,space,11247,11310
0,7,shift,11375,11630
0,7,i,11455,11486
0,7,space,11606,11670
0,7,w,11726,11830
0,7,o,11831,11918
0,7,n,11998,12079
0,7,d,12103,12191
0,7,e,12224,12366
0,7,r,12327,12422
0,7,space,12446,12542
0,7,w,12574,12686
0,7,h,12767,12838
0,7,a,12806,12910
0,7,t,13006,13118
0,7,space,13095,13142
0,7,y,13991,14046
0,7,o,14199,14278
0,7,u,14375,14438
0,7,space,14558,14662
0,7,a,14590,14702
0,7,r,14766,14918
0,7,e,14838,14958
0,7,shift,15336,15662
0,7,!,15542,15638
0,7,space,16071,16142
0,7,shift,16119,16446
0,7,u,16303,16374
0,7,p,17239,17303
0,7,space,17423,17502
0,7,a,17574,17646
0,7,b,17678,17734
0,7,o,17886,17966
0,7,v,18087,18206
0,7,e,18174,18303
0,7,space,18343,18430
0,7,t,18486,18582
0,7,h,18606,18670
0,7,e,18694,18798
0,7,space,18798,18894
0,7,w,19991,20118
0,7,o,20119,20190
0,7,r,20190,20270
0,7,s,20375,20478
0,7,backspace,20919,20998
0,7,l,21071,21174
0,7,d,21150,21254
0,7,space,21310,21447
0,7,s,21703,21830
0,7,o,21806,21862
0,7,space,21990,22046
0,7,h,22150,22214
0,7,i,22318,22374
0,7,g,22399,22470
0,7,h,22534,22590
0,7,comma,23119,23190
0,7,space,23302,23439
0,7,shift,23463,23694
0,7,l,23550,23614
0,7,i,23726,23806
0,7,k,23902,24015
0,7,e,23982,24062
0,7,space,24118,24198
0,7,a,24230,24350
0,7,space,24326,24406
0,7,d,24463,24574
0,7,i,24814,24902
0,7,a,24974,25078
0,7,m,25079,25166
0,7,o,25278,25350
0,7,n,25471,25534
0,7,d,25582,25678
0,7,space,25654,25742
0,7,i,25878,25966
0,7,n,26055,26166
0,7,space,26206,26278
0,7,t,26302,26382
0,7,h,26406,26478
0,7,e,26479,26550
0,7,space,26574,26654
0,7,s,26686,26790
0,7,k,26791,26870
0,7,y,26998,27078
0,7,.,28175,28238
0,8,shift,0,437
0,8,t,389,468
0,8,h,500,564
0,8,e,588,668
0,8,space,692,748
0,8,i,925,1004
0,8,t,1101,1164
0,8,s,1244,1356
0,8,y,1380,1420
0,8,space,1532,1588
0,8,b,1684,1756
0,8,i,2325,2436
0,8,t,2484,2564
0,8,s,2628,2764
0,8,y,2861,2956
0,8,space,3077,3164
0,8,s,3300,3420
0,8,p,3420,3468
0,8,i,4181,4276
0,8,d,4253,4332
0,8,e,4388,4524
0,8,r,4501,4572
0,8,space,4548,4652
0,8,c,4877,4940
0,8,;,5109,5188
0,8,i,5356,5428
0,8,backspace,5644,5700
0,8,backspace,5788,5844
0,8,l,6038,6116
0,8,i,6221,6293
0,8,m,6397,6476
0,8,b,6588,6652
0,8,e,6692,6796
0,8,d,6772,6860
0,8,space,6828,6892
0,8,u,7021,7084
0,8,p,7196,7260
0,8,space,7388,7460
0,8,t,7484,7572
0,8,h,7596,7644
0,8,e,7660,7724
0,8,space,7772,7852
0,8,w,7868,7949
0,8,a,8053,8164
0,8,t,8141,8228
0,8,e,8284,8404
0,8,r,8356,8444
0,8,s,8516,8612
0,8,p,8580,8684
0,8,o,8933,9045
0,8,u,9180,9260
0,8,t,9388,9484
0,8,.,9836,9924
0,8,shift,9982,10188
0,8,space,10061,10156
0,8,d,10133,10228
0,8,o,10292,10356
0,8,w,10524,10636
0,8,n,10708,10772
0,8,space,10900,10972
0,8,c,10996,11069
0,8,a,11140,11252
0,8,m,11372,11428
0,8,e,11620,11724
0,8,space,11756,11836
0,8,t,11860,11924
0,8,h,11956,12045
0,8,e,12046,12124
0,8,space,12156,12236
0,8,r,12260,12316
0,8,a,12388,12500
0,8,i,12476,12548
0,8,n,12644,12700
0,8,space,12788,12892
0,8,a,12868,12980
0,8,n,12996,13076
0,8,d,13053,13132
0,8,space,13172,13276
0,8,w,13252,13388
0,8,a,13364,13516
0,8,s,13485,13612
0,8,h,13540,13644
0,8,e,13668,13820
0,8,d,13748,13884
0,8,space,13884,13972
0,8,t,14021,14133
0,8,h,14156,14229
0,8,e,14252,14332
0,8,space,14372,14428
0,8,s,14452,14596
0,8,p,14620,14660
0,8,i,14884,14988
0,8,d,15069,15084
0,8,e,15148,15276
0,8,r,15236,15332
0,8,space,15364,15444
0,8,o,15564,15636
0,8,u,15716,15796
0,8,t,15836,15916
0,8,.,15972,16060
0,9,shift,0,1126
0,9,m,1031,1103
0,9,a,1206,1311
0,9,r,1374,1470
0,9,y,1494,1550
0,9,space,1702,1806
0,9,h,1990,2062
0,9,a,2183,2334
0,9,d,2319,2414
0,9,space,2438,2494
0,9,a,2742,2838
0,9,space,2878,2950
0,9,l,3086,3158
0,9,i,3270,3351
0,9,t,3366,3486
0,9,t,3502,3574
0,9,l,3598,3662
0,9,e,3702,3782
0,9,space,3806,3862
0,9,l,3982,4078
0,9,a,4102,4182
0,9,m,4903,4966
0,9,b,5119,5166
0,9,comma,5431,5502
0,9,space,5582,5638
0,9,shift,5607,5822
0,9,w,5726,5854
0,9,h,5854,5902
0,9,o,6054,6118
