keyname,timepress,timerelease
r,23100,23196
y,23197,23268
w,23269,23396
h,23373,23436
e,23461,23596
r,23517,23652
e,23629,23716
space,23717,23789
t,23789,23868
h,23869,23948
a,23933,24036
t,23989,24092
space,24061,24157
shift,24157,24452
m,24261,24348
a,24525,24660
r,24621,24732
y,24757,24860
space,24837,24932
w,24973,25092
e,25061,25172
n,25197,25276
t,25292,25412
.,25388,25484
space,25452,25548
t,25573,25652
h,25653,25724
e,25756,25828
backspace,25957,26028
backspace,26100,26172
backspace,26236,26316
shift,26341,26436
t,26380,26494
h,26549,26628
e,26676,26772
space,26796,26869
l,26828,26908
a,26957,27052
m,27076,27156
b,27180,27268
space,27645,27756
w,27861,27949
a,27973,28076
s,28020,28132
space,28108,28196
s,28228,28316
u,28300,28372
r,28388,28476
e,28445,28525
space,28549,28636
t,28637,28716
o,28700,28788
space,28764,28852
g,28852,28956
o,28917,28980
.,29069,29148
shift,31662,31812
h,31741,31772
u,31861,31924
m,31989,32180
p,32157,32212
t,32237,32316
y,32301,32428
space,32381,32500
shift,32581,32604
d,32582,32660
u,32628,32684
m,32789,32900
p,32925,32997
t,33069,33148
y,33149,33260
space,33221,33332
w,33453,33476
a,33477,33564
backspace,33669,33724
backspace,33797,33884
s,33900,33980
a,33948,34060
t,34029,34148
space,34133,34220
o,34253,34364
n,34348,34460
space,34404,34484
a,34525,34636
space,34605,34676
w,34732,34860
a,34804,34916
l,34996,35069
l,35132,35236
.,35269,35356
space,35380,35460
shift,35517,35732
h,35637,35708
u,35796,35884
m,35988,36108
p,36077,36164
t,36220,36308
y,36309,36420
space,36397,36493
shift,36517,36653
d,36629,36676
u,36654,36708
m,36796,36932
p,36908,36988
t,37060,37157
y,37181,37316
space,37285,37372
h,37412,37476
a,37510,37572
d,37549,37628
space,37652,37708
a,37741,37836
space,37805,37884
g,37908,37956
r,38052,38164
e,38133,38228
a,38188,38300
t,38252,38340
space,38341,38436
f,38437,38564
a,38517,38628
l,38597,38652
l,38717,38772
.,38860,38964
space,38942,39044
shift,39021,39173
a,39124,39236
l,39237,39292
l,39356,39452
space,39453,39532
t,39509,39596
h,39580,39660
e,39660,39772
space,39748,39836
k,39812,39884
i,39965,40060
n,40028,40205
g,40205,40276
',40277,40316
s,40356,40468
space,40444,40548
h,40821,40916
o,40892,40988
r,40964,41052
s,41076,41196
e,41182,41324
s,41293,41396
space,41380,41476
a,41476,41572
n,41541,41612
d,41732,41756
space,41756,41780
a,41804,41924
l,41860,41924
l,41980,42060
space,42028,42116
t,42148,42228
h,42196,42268
e,42300,42388
space,42364,42452
k,42428,42476
i,42533,42620
n,42636,42684
g,42708,42764
',42788,42860
s,42892,43004
space,42980,43100
m,43076,43172
e,43212,43316
n,43293,43364
space,43484,43588
shift,43661,43836
c,43717,43852
o,43853,43900
u,43876,43932
l,43972,44060
d,44108,44220
n,44245,44332
',44733,44820
t,44956,45036
space,45076,45172
p,45220,45316
u,45286,45364
t,45365,45452
space,45428,45516
shift,45581,45732
h,45708,45733
u,45780,45860
m,45964,46060
p,46028,46116
t,46196,46300
y,46276,46404
space,46381,46548
t,47813,47908
o,47932,48012
g,48012,48132
e,48100,48220
h,48316,48461
t,48462,48564
e,48588,48724
r,48684,48756
backspace,48844,48908
backspace,48988,49052
backspace,49140,49212
backspace,49284,49356
backspace,49437,49500
e,49877,49964
t,50060,50292
h,50156,50293
e,50292,50348
r,50324,50404
space,50380,50484
a,50557,50692
g,50660,50804
a,50772,50900
i,50828,50884
n,50844,50948
.,51020,51052
shift,53222,53405
t,53349,53460
w,53517,53628
i,53597,53692
n,53716,53804
k,53780,53892
l,53860,53956
e,53980,54036
.,54140,54276
space,54277,54372
t,54496,54620
w,54597,54700
i,54676,54780
n,54756,54884
k,54852,54980
l,54948,55068
e,55108,55188
.,55220,55316
space,55284,55388
l,55413,55517
i,55484,55564
t,55565,55620
t,55700,55820
l,55796,55868
e,55892,55964
space,55988,56076
s,56100,56196
t,56148,56276
a,56300,56428
r,56380,56493
.,56468,56564
space,56541,56628
shift,56653,56828
h,56740,56804
o,56884,56956
w,57028,57124
space,57148,57244
shift,57373,57541
i,57476,57573
space,57613,57716
w,57756,57860
o,57836,57924
n,57892,57980
d,57964,58036
e,58116,58212
r,58180,58276
space,58252,58332
w,58332,58436
h,58436,58517
a,58541,58636
t,58565,58660
space,58605,58700
y,58700,58796
o,58764,58932
u,58908,58964
space,58932,59068
a,58996,59100
r,59068,59196
e,59140,59244
shift,59357,59653
space,59861,59956
shift,59997,60156
u,60124,60180
p,60244,60324
space,60364,60460
a,60501,60637
v,60613,60724
e,60684,60788
backspace,60972,61028
backspace,61084,61164
b,61212,61284
o,61412,61436
v,61436,61500
e,61468,61572
space,61548,61620
t,61653,61708
h,61732,61812
e,61812,61868
space,61900,61996
w,61972,62084
o,62060,62132
r,62172,62268
l,62236,62316
d,62356,62444
space,62468,62540
s,62541,62660
o,62636,62708
space,62732,62820
h,62836,62924
i,62900,62972
g,63020,63100
h,63060,63132
.,63236,63372
space,63340,63420
shift,63646,63780
l,63709,63804
i,63908,63972
k,64108,64204
e,64268,64356
space,64372,64436
a,64460,64548
space,64549,64596
g,64652,64724
backspace,64869,64948
d,64988,65060
i,65092,65148
a,65188,65284
m,65268,65324
o,65364,65436
n,65460,65516
d,65612,65708
space,65781,65804
i,65804,65892
n,65860,65980
space,65956,66028
t,66028,66092
h,66116,66172
e,66172,66252
space,66276,66356
s,66404,66508
k,66580,66596
y,66636,66716
.,66797,66876
