keyname,timepress,timerelease
f,25101,25189
l,25213,25292
e,25373,25413
e,25566,25621
c,25990,26141
e,26453,26549
space,26589,26669
w,26765,26901
a,26853,27037
s,27014,27085
space,27109,27189
w,27229,27357
h,27381,27437
i,27541,27629
t,27598,27709
e,27677,27749
space,27773,27893
a,27917,28061
s,27989,28109
space,28149,28221
s,28437,28565
n,28541,28597
o,28749,28845
w,28821,28924
.,29077,29133
space,29333,29397
shift,29501,30045
a,29894,30013
n,30069,30148
d,30237,30260
space,30301,30405
e,30629,30733
v,30757,30844
e,30869,30973
r,30933,31029
y,31013,31077
w,31389,31493
h,31517,31589
e,31621,31733
r,31685,31829
e,31805,31876
space,31917,32021
t,32101,32189
h,32213,32301
a,32349,32453
t,32517,32581
space,32605,32685
shift,32750,33005
m,32869,32941
a,33006,33085
r,33414,33493
y,33661,33757
space,33901,34021
w,34165,34316
e,34245,34356
n,34357,34452
t,34493,34573
.,34789,34885
backspace,35429,35501
.,36030,36093
space,36189,36268
shift,37199,37645
t,37349,37646
e,37646,37693
space,37717,37780
l,38006,38165
backspace,38413,38484
backspace,38557,38612
backspace,38685,38732
h,38974,39037
e,39069,39148
space,39181,39236
l,39405,39508
a,39613,39677
m,39701,39780
b,40126,40220
space,40509,40589
w,40589,40708
a,40685,40828
s,40797,40869
space,40869,40949
s,40974,41085
u,41117,41188
r,41229,41348
e,41301,41404
space,41373,41460
t,41733,41820
o,41845,41901
space,42029,42100
g,42181,42204
o,42261,42332
.,42517,42580
shift,44743,45501
h,45382,45461
u,45557,45613
m,45749,45829
p,45973,46038
t,46293,46341
y,46397,46453
space,46581,46668
shift,46717,46957
d,46861,46981
u,46982,47069
m,47213,47309
p,47469,47581
t,47645,47741
y,47829,47924
space,48006,48093
s,48285,48413
a,48389,48500
t,48589,48732
e,48685,48780
space,48805,48868
backspace,49246,49317
backspace,49389,49452
space,49605,49676
o,49805,49876
n,49998,50069
space,50173,50261
a,50373,50532
space,50557,50604
w,50629,50756
a,50845,50956
l,50981,51029
l,51093,51165
.,51998,52053
space,52558,52629
shift,52653,52973
a,52853,52997
backspace,53414,53478
shift,53478,54365
h,54222,54341
u,54397,54460
m,54661,54724
p,54861,54940
t,54957,55061
y,55133,55205
space,55405,55494
shift,55493,55717
d,55645,55748
u,55829,55908
m,56045,56100
p,56293,56372
t,56445,56548
y,57462,57548
space,57621,57708
h,58037,58124
a,58149,58285
d,58405,58500
space,58973,59045
a,59109,59236
space,59261,59325
g,59461,59508
r,59837,59973
e,59997,60076
a,60205,60292
t,60413,60484
space,61109,61188
f,61237,61333
a,61413,61484
l,61509,61564
l,61653,61708
.,62478,62548
space,62717,62772
shift,64479,64949
a,64773,64949
l,64990,65044
l,65093,65164
space,65277,65348
t,65397,65469
h,65493,65540
e,65573,65684
space,65637,65708
k,66349,66428
i,66541,66612
n,66717,66812
g,67702,67772
',67925,67989
s,68029,68116
space,68181,68260
h,68957,69037
o,69205,69284
r,69308,69404
s,69429,69517
e,69613,69708
s,69837,69940
space,69981,70052
a,70301,70420
n,70461,70525
d,70549,70612
space,70645,70724
a,70701,70812
l,70861,70924
l,70981,71084
space,71181,71252
t,71293,71372
h,71373,71508
e,71509,71540
space,71541,71597
k,71717,71788
i,71869,71932
n,72029,72108
g,72109,72180
',72718,72780
s,72805,72892
space,72917,72980
m,73389,73476
e,73453,73564
n,73589,73685
space,74318,74396
shift,74421,74724
c,74613,74701
o,74726,74788
u,74900,74964
l,75085,75164
d,75237,75308
n,75733,75812
',76438,76492
t,76517,76572
space,76644,76725
p,77822,77900
u,78133,78212
t,78261,78332
space,78357,78412
shift,78645,78868
h,78701,78765
u,78885,78924
m,79053,79124
p,79277,79340
t,79389,79468
y,79581,79660
space,79709,79797
t,80301,80396
o,80420,80492
g,80524,80604
e,80684,80804
t,80781,80884
h,81061,81108
e,81292,81396
r,81340,81444
space,81476,81548
a,81885,81964
g,82069,82132
a,82252,82364
i,82388,82452
n,82564,82628
.,82797,82860
shift,84966,85462
t,85367,85463
w,85541,85636
i,85613,85676
n,85789,85924
k,85885,85972
;,86173,86268
e,86325,86428
.,86669,86724
backspace,87101,87180
backspace,87381,87428
backspace,87517,87572
backspace,87645,87724
l,88549,88628
e,88652,88732
.,88796,88860
space,88965,89053
t,89101,89188
w,89517,89636
u,89861,89948
n,90093,90245
backspace,90469,90524
backspace,90597,90660
i,91109,91188
n,91309,91420
k,91373,91500
l,91612,91692
e,91741,91836
.,92637,92684
space,92773,92828
l,92948,93013
i,93101,93173
t,93189,93228
t,93316,93404
l,93381,93460
e,93500,93596
space,93597,93676
s,93708,93820
t,93844,93964
a,94158,94284
r,94348,94500
.,95069,95172
space,95581,95652
shift,95677,95940
h,95773,95844
o,95973,96044
w,96101,96188
space,96213,96276
shift,96341,96596
i,96421,96452
space,96572,96636
w,96692,96796
o,96797,96884
n,96964,97045
d,97069,97157
e,97190,97332
r,97293,97388
space,97412,97508
w,97540,97652
h,97733,97804
a,97772,97876
t,97972,98084
space,98061,98108
y,98957,99012
o,99165,99244
u,99341,99404
space,99524,99628
a,99556,99668
r,99732,99884
e,99804,99924
shift,100302,100628
!,100508,100604
space,101037,101108
shift,101085,101412
u,101269,101340
p,102205,102269
space,102389,102468
a,102540,102612
b,102644,102700
o,102852,102932
v,103053,103172
e,103140,103269
space,103309,103396
t,103452,103548
h,103572,103636
e,103660,103764
space,103764,103860
w,104957,105084
o,105085,105156
r,105156,105236
s,105341,105444
backspace,105885,105964
l,106037,106140
d,106116,106220
space,106276,106413
s,106669,106796
o,106772,106828
space,106956,107012
h,107116,107180
i,107284,107340
g,107365,107436
h,107500,107556
.,108085,108156
space,108268,108405
shift,108429,108660
l,108516,108580
i,108692,108772
k,108868,108981
e,108948,109028
space,109084,109164
a,109196,109316
space,109292,109372
d,109429,109540
i,109780,109868
a,109940,110044
m,110045,110132
o,110244,110316
n,110437,110500
d,110548,110644
space,110620,110708
i,110844,110932
n,111021,111132
space,111172,111244
t,111268,111348
h,111372,111444
e,111445,111516
space,111540,111620
s,111652,111756
k,111757,111836
y,111964,112044
.,113141,113204
