keyname,timepress,timerelease
e,59357,59485
s,59469,59565
space,59589,59685
a,59709,59821
n,59781,59885
d,59861,60061
space,59957,60085
a,60085,60149
l,60149,60229
l,60285,60357
space,60357,60437
t,60485,60613
h,60589,60709
e,60733,60829
space,60861,60965
k,60966,61053
i,61141,61325
n,61229,61357
g,61357,61461
',61557,61685
s,61717,61797
space,61829,61950
m,62021,62101
e,62077,62165
n,62197,62261
space,62293,62405
shift,62565,62821
c,62725,62805
o,62861,62917
u,63013,63069
l,63181,63245
d,63277,63333
n,63373,63493
',63461,63581
t,63581,63701
space,63677,63789
p,64006,64085
u,64213,64301
t,64301,64405
space,64366,64477
shift,64501,64613
h,64533,64637
u,64685,64765
m,64925,65093
p,65061,65157
y,65181,65245
backspace,65990,66069
t,66045,66173
y,66125,66317
space,66317,66341
t,66678,66789
o,66821,66918
g,66933,67013
e,67045,67109
t,67133,67213
h,67237,67317
r,67341,67461
e,67341,67373
space,67429,67533
a,67557,67645
g,67669,67741
backspace,67941,67997
backspace,68053,68125
backspace,68189,68253
backspace,68309,68365
backspace,68422,68541
e,68517,68637
r,68597,68725
space,68685,68805
a,68853,68981
g,68965,69061
i,69085,69229
backspace,69446,69525
a,69605,69645
i,69621,69781
n,69685,69757
.,69885,69965
shift,72415,73077
w,72566,72621
backspace,72878,72949
t,72981,73045
w,73117,73189
i,73213,73309
n,73277,73445
k,73413,73542
l,73589,73693
e,73741,73813
comma,73878,73981
space,73982,74070
t,74190,74309
w,74389,74453
i,74566,74701
n,74661,74861
k,74821,74998
l,74999,75085
e,75213,75229
comma,75309,75437
space,75413,75541
l,75574,75653
i,75757,75885
t,75845,75861
t,75942,76037
l,76053,76173
e,76149,76253
space,76229,76357
s,76389,76477
t,76541,76621
a,76645,76805
r,76733,76829
comma,77486,77557
space,77630,77757
shift,77958,78261
h,78165,78285
o,78357,78469
w,78437,78573
space,78549,78687
shift,78687,78789
i,78709,78765
space,78765,78877
w,78917,78997
o,78998,79109
n,79053,79205
d,79109,79205
e,79261,79357
r,79301,79405
space,79469,79573
w,79597,79710
h,79710,79789
a,79790,79869
t,79870,79981
space,79957,80077
y,80309,80405
o,80429,80565
u,80862,80989
a,81213,81309
backspace,81509,81589
space,81621,81733
a,81710,81821
r,81797,81957
e,81869,81973
space,81933,82045
shift,82029,82381
!,82117,82221
backspace,82469,82533
backspace,82605,82701
shift,82629,83157
!,82685,82797
space,82821,82973
shift,83534,84133
u,84062,84253
p,84277,84341
space,84301,84413
a,84381,84461
b,84549,84613
o,84637,84725
v,84749,84861
e,84893,85005
space,84965,85085
t,85109,85221
h,85197,85253
e,85253,85357
space,85301,85421
w,85437,85509
o,85509,85605
r,85629,85701
l,85725,85805
d,85853,85941
space,86021,86133
s,86205,86309
o,86325,86413
space,86413,86557
h,86637,86765
i,86709,86845
g,86822,86917
h,86933,86981
comma,87125,87205
space,87229,87341
shift,87365,87533
l,87429,87517
i,87613,87725
k,87749,87829
e,87813,87893
space,87869,87981
a,87981,88117
space,88085,88141
d,88213,88317
i,88293,88365
a,88389,88469
m,88469,88525
o,88573,88733
n,88677,88757
d,88805,88821
space,89286,89381
i,89382,89501
n,89453,89549
space,89533,89605
t,89669,89781
h,89733,89829
e,89805,89901
space,89879,90013
s,89989,90084
k,90053,90149
y,90189,90277
.,90301,90381
