keyname,timepress,timerelease
r,36308,36364
y,36469,36524
w,37077,37180
h,37236,37308
e,37757,37860
r,37829,37916
e,37972,38036
space,38220,38300
t,38581,38660
h,38684,38756
a,38788,38940
t,38844,38964
space,38924,39004
shift,39742,39901
m,39845,39924
a,40028,40156
r,40124,40188
y,40300,40364
.,40933,40996
space,41653,41732
shift,42182,42638
backspace,45213,45324
backspace,45356,45420
space,45709,45788
w,45860,45964
e,45940,46012
n,46308,46396
t,46436,46508
.,46660,46733
space,47157,47276
shift,47485,47900
t,47765,47852
h,48020,48124
e,48100,48220
space,48156,48260
l,48380,48468
a,48468,48572
m,48733,48836
b,49013,49076
space,49821,49924
w,50541,50628
a,50732,50885
s,50756,50908
space,50886,50980
s,51068,51156
u,51236,51332
r,51444,51468
e,51468,51532
space,51965,52052
t,52140,52220
o,52236,52300
space,52340,52412
g,52508,52588
o,52612,52660
.,52837,52884
shift,56318,56693
h,56629,56724
u,56861,56884
m,57045,57116
p,57220,57292
y,57308,57364
space,57717,57788
backspace,58037,58084
backspace,58172,58236
t,58300,58364
y,58412,58460
space,58716,58805
shift,58941,59148
d,59037,59100
u,59220,59260
m,59380,59460
p,59532,59620
t,59796,59852
y,59917,59972
space,60381,60484
s,60709,60796
a,60949,61093
t,61116,61172
space,61292,61380
o,61428,61548
n,61516,61604
space,61580,61668
a,61700,61828
space,61796,61980
w,62004,62100
a,62196,62292
l,62316,62372
l,62460,62532
.,62676,62732
space,62796,62900
shift,62988,63237
h,63101,63237
u,63300,63380
m,63500,63580
p,63620,63732
y,63796,63860
t,63940,64012
backspace,64141,64204
backspace,64268,64348
t,64404,64444
y,64468,64532
space,64740,64893
shift,64989,65212
d,65101,65172
u,65268,65324
m,65444,65524
p,65572,65676
t,65796,65844
y,65900,65964
space,66125,66204
h,66372,66460
a,66460,66572
d,66628,66708
a,66821,66940
space,66980,67108
g,67237,67308
backspace,67588,67644
backspace,67724,67780
backspace,68076,68092
a,68325,68444
space,68476,68580
backspace,68764,68828
backspace,68908,68964
space,69020,69108
a,69156,69308
space,69277,69372
g,69596,69676
r,69788,69892
e,69868,69948
a,70036,70156
t,70116,70196
space,70301,70404
f,70484,70572
a,70604,70684
l,70620,70660
l,70748,70852
space,71052,71156
backspace,71373,71444
.,71580,71668
space,71692,71788
shift,71876,72252
a,72132,72228
l,72349,72420
l,72484,72572
space,72612,72732
t,72756,72828
h,72852,72924
e,72948,73052
space,73004,73116
k,73188,73309
i,73388,73468
n,73548,73644
g,73876,73956
',74068,74196
s,74252,74340
space,74556,74668
m,74780,74836
backspace,75124,75204
shift,75244,75308
h,75332,75372
o,75877,75980
r,76012,76092
s,76244,76332
e,76461,76524
s,76644,76740
space,76844,76932
a,76956,77060
n,77076,77156
d,77132,77228
space,77228,77276
a,77380,77484
l,77460,77524
l,77596,77692
space,77812,77836
t,77916,77980
h,78004,78068
e,78100,78204
space,78164,78252
k,78332,78380
i,78517,78644
n,78620,78708
g,79101,79204
',79557,79652
s,79780,79940
space,80181,80284
m,80380,80460
e,80484,80548
n,80628,80699
space,80988,81084
shift,81252,81485
c,81356,81436
o,81620,81723
u,81676,81764
l,81916,81956
d,83125,83188
n,83356,83436
',83549,83636
t,83676,83812
space,83764,83884
p,84116,84212
u,84300,84372
t,84428,84508
space,84556,84652
t,84676,84748
h,84788,84804
backspace,85060,85132
backspace,85204,85292
shift,85525,85700
h,85613,85676
u,85804,85868
m,86020,86100
p,86180,86243
t,87037,87108
y,87164,87227
space,87516,87620
t,87901,87956
o,88036,88067
g,88180,88268
e,88372,88467
t,88444,88524
h,88596,88668
e,88669,88781
r,88732,88852
space,88828,88947
a,89148,89235
g,89492,89572
a,89620,89716
i,89741,89820
n,89780,89875
.,90148,90220
shift,92686,93028
t,92885,92980
w,93156,93228
i,93300,93372
n,93476,93548
l,93668,93740
backspace,93957,94012
k,94148,94204
l,94340,94420
e,94452,94516
.,95061,95132
space,95180,95284
w,95580,95644
backspace,95869,95932
t,95964,96019
w,96052,96124
i,96164,96244
n,96372,96444
k,96556,96604
l,96756,96829
e,96989,97060
.,97260,97340
space,97380,97468
l,97628,97708
i,97812,97884
t,97932,97980
t,98052,98132
l,98188,98276
e,98300,98404
space,98380,98467
s,98716,98764
t,98909,98980
a,99020,99156
r,99134,99228
.,99813,99884
space,100381,100460
shift,100533,100700
h,100660,100723
o,100812,100892
w,100917,101028
space,101004,101107
shift,101317,101468
i,101420,101469
space,101556,101668
w,101772,101876
o,101916,102036
n,102060,102115
d,102148,102220
e,102340,102476
r,102420,102532
space,102500,102596
w,102692,102804
h,102828,102916
a,102916,103020
t,102981,103075
space,103212,103307
y,103396,103459
o,103540,103659
u,103612,103715
space,103700,103804
a,103924,103947
r,103948,104028
e,104060,104156
shift,104252,104572
!,104412,104491
space,104716,104820
shift,105157,105516
u,105484,105547
p,105692,105780
space,105828,105939
a,105964,106100
b,106260,106348
o,106372,106483
v,107077,107164
e,107292,107396
space,107364,107467
t,107532,107611
h,107660,107747
e,107732,107843
space,107796,107875
w,107932,108011
o,108036,108108
r,108156,108235
l,108292,108395
d,108420,108475
space,108604,108707
s,108796,108876
o,108876,108971
space,109052,109164
h,109348,109411
i,109556,109571
g,109628,109683
h,109764,109844
.,109956,110019
space,110092,110196
shift,110236,110396
l,110324,110397
i,110508,110571
k,110676,110755
e,110732,110836
space,110813,110931
a,110964,111156
space,111084,111195
d,111340,111419
i,111444,111499
a,111572,111675
m,111732,111828
o,112068,112203
n,112173,112275
d,112252,112379
space,112348,112467
i,112548,112683
n,112612,112723
space,112740,112836
t,112860,112939
h,112964,113035
e,113060,113155
space,113108,113212
s,113516,113595
k,113652,113715
y,113852,113907
.,114213,114276
