keyname,timepress,timerelease
shift,64341,64556
m,64532,64636
a,64708,64788
r,64972,65044
y,65084,65116
space,65148,65235
w,65316,65388
e,66197,66268
n,66341,66372
t,66468,66532
.,68189,68252
space,68380,68452
shift,68516,68668
t,68637,68700
h,68821,68868
e,68956,69036
space,69036,69100
l,69253,69308
a,69348,69428
m,69452,69516
b,69941,69996
space,70693,70764
w,70901,71004
a,71108,71188
s,71284,71363
space,71348,71420
s,71684,71772
u,71772,71835
r,71925,71988
backspace,72349,72420
r,73165,73228
e,73340,73428
space,73428,73492
t,73556,73628
o,73652,73724
g,73908,73988
o,74244,74324
backspace,75205,75268
backspace,75356,75500
space,75957,76060
g,76252,76340
p,76420,76492
backspace,76884,76956
o,77157,77236
.,77484,77564
shift,80838,80972
h,80932,80988
u,81069,81132
m,81244,81316
p,81468,81524
t,81700,81756
y,81836,81900
space,82004,82084
shift,82494,83028
f,82844,82892
insert,83309,83356
shift,83516,83789
backspace,84269,84332
shift,84837,85237
d,85132,85238
u,85373,85444
m,85572,85635
p,88917,88988
t,89277,89333
y,89420,89484
space,90941,91004
s,91076,91212
a,91268,91349
t,91325,91372
r,91326,91373
space,91492,91564
backspace,92485,92540
backspace,92620,92684
backspace,92740,92780
t,93669,93748
space,93804,93900
o,93980,94051
n,94196,94252
space,94397,94460
a,94524,94595
space,94668,94715
w,94804,94931
a,94980,95060
l,95092,95140
l,95236,95292
.,96661,96724
space,96836,96916
shift,97028,97188
h,97164,97227
u,97332,97396
m,97516,97588
p,97732,97811
t,98092,98155
y,98260,98332
space,99013,99100
shift,99333,99836
d,99717,99868
u,99892,99947
m,100060,100123
p,100276,100412
t,100628,100684
y,100780,100835
space,101140,101267
h,101533,101556
a,101572,101643
d,101788,101852
space,101900,101964
a,102052,102123
space,102148,102195
g,102853,102923
r,102980,103035
e,103124,103195
a,103332,103411
t,103444,103507
space,103580,103619
f,103828,103883
a,104012,104083
l,104147,104203
l,104260,104380
.,104452,104507
space,105036,105124
shift,105389,105571
a,105548,105644
l,105708,105771
l,105844,105899
space,105980,106059
t,106156,106211
h,106308,106387
e,106388,106435
space,106468,106539
k,106852,106923
i,106988,107051
n,107156,107211
g,107332,107395
',108877,108947
s,109284,109340
space,109965,110035
m,110156,110219
a,110276,110339
n,110380,110443
backspace,110725,110788
backspace,110932,110955
e,111180,111235
backspace,111516,111579
backspace,111684,111748
m,112132,112187
e,112220,112275
n,112324,112379
space,112500,112571
a,112781,112859
n,112860,112923
d,113004,113067
space,113092,113147
backspace,113773,113828
backspace,113924,113979
backspace,114236,114275
backspace,114388,114427
backspace,114540,114587
backspace,114917,114971
backspace,115051,115099
backspace,115333,115395
h,115716,115771
o,115892,115955
r,116204,116259
s,116404,116475
e,116564,116627
s,116724,116803
space,117773,117851
a,117868,117956
n,117980,118035
d,118067,118123
space,118155,118211
a,118276,118348
l,118372,118427
l,118508,118579
space,118644,118707
t,118812,118867
h,118964,119027
e,119004,119059
space,119124,119195
k,119581,119635
i,119716,119779
n,119875,119940
g,120028,120091
;,120637,120699
s,120748,120827
space,120868,120939
backspace,121196,121259
backspace,121324,121379
backspace,121444,121515
',122141,122219
s,122468,122531
space,122660,122731
m,122852,122907
a,122932,123004
backspace,123725,123795
e,124044,124107
n,124284,124339
space,124452,124515
shift,125669,126011
c,125932,125987
o,126252,126315
u,126428,126483
l,126604,126667
d,126723,126779
n,127020,127075
',127589,127643
t,128012,128067
space,129349,129427
o,129932,130003
u,130356,130419
t,130548,130619
space,130724,130803
shift,131573,131771
h,131724,131795
u,131876,131939
m,132116,132196
p,132364,132435
t,132652,132707
y,132804,132867
space,133059,133131
t,133684,133747
o,133771,133827
g,134187,134243
e,134300,134364
t,134388,134427
h,134523,134587
e,134587,134731
r,134803,134827
space,134851,134923
a,135749,135819
g,135924,135995
a,136267,136340
i,136460,136523
n,136700,136763
.,137172,137251
right,144349,144403
right,144532,144555
backspace,146092,146171
p,146364,146435
shift,149861,150012
t,149956,150013
w,150164,150235
i,150299,150379
n,150467,150531
k,150884,150931
l,151067,151131
e,151155,151219
.,151621,151684
space,151908,151979
t,154612,154675
w,154708,154771
i,154931,155003
n,155099,155155
k,155620,155675
l,155804,155859
e,155923,155987
.,157765,157827
space,157915,157979
l,158116,158187
i,158307,158363
t,158499,158571
t,158635,158699
k,158844,158899
e,158939,159019
space,159043,159115
backspace,159428,159491
backspace,159563,159611
backspace,159699,159739
l,160052,160115
e,160155,160211
space,160275,160355
s,160548,160627
t,160771,160835
a,160900,160987
r,161011,161067
.,161868,161939
space,162580,162715
shift,162748,162851
h,162828,162900
o,162956,163019
w,163291,163355
space,163452,163523
shift,163564,163683
i,163651,163723
space,163803,163859
w,164404,164467
o,164547,164611
n,164723,164779
d,164843,164923
e,165012,165083
r,165179,165259
space,165299,165379
w,165868,165939
h,165988,166051
a,166075,166163
t,166187,166227
space,166299,166355
y,166531,166595
p,166732,166771
o,166732,166795
u,166883,166947
space,167020,167099
a,167131,167211
r,167339,167403
e,167483,167547
backspace,168156,168219
backspace,168291,168355
backspace,168411,168475
backspace,168531,168587
backspace,168643,168707
backspace,168763,168827
backspace,168875,168947
backspace,169308,169379
y,169636,169699
o,169828,169899
u,169987,170051
space,170091,170171
a,170195,170291
r,170403,170459
e,170547,170611
shift,171028,171539
space,172043,172107
shift,172252,172452
u,172453,172499
p,172651,172731
o,172675,172707
space,172915,173011
backspace,173716,173771
backspace,173875,173931
backspace,174051,174107
backspace,174636,174707
shift,174995,175291
u,175236,175292
p,175452,175523
space,175627,175699
a,175755,175819
v,175907,175979
backspace,176628,176675
b,177035,177107
o,177212,177275
v,177428,177499
e,177539,177603
space,177627,177707
t,179124,179179
h,179276,179355
e,179356,179411
space,179427,179491
w,179635,179779
o,179779,179819
r,179859,179931
k,179979,180035
backspace,180341,180412
l,180556,180627
d,180651,180723
space,180755,180827
s,181756,181835
o,182051,182115
space,182291,182372
h,182459,182539
i,182579,182651
g,182771,182883
h,182931,182995
.,183596,183667
space,184084,184187
shift,184541,184755
:,184684,184731
l,184684,184731
i,184875,184939
k,185027,185099
e,185131,185195
space,185235,185323
backspace,185628,185683
backspace,185787,185843
backspace,185923,185987
backspace,186059,186123
backspace,186187,186259
backspace,186484,186563
l,187044,187107
i,187203,187259
k,187363,187419
e,187451,187515
space,187587,187651
a,188187,188267
space,188307,188395
backspace,188709,188787
backspace,188859,188923
backspace,188979,189043
backspace,189115,189171
backspace,189227,189275
backspace,189339,189403
backspace,189564,189603
shift,189932,190211
l,190099,190155
i,190259,190324
k,190412,190491
e,190507,190563
space,190603,190667
a,190723,190811
space,190851,190915
d,193308,193371
i,193435,193499
a,194084,194155
m,194412,194467
o,194555,194619
n,194731,194803
d,194851,194907
space,194939,195011
i,195083,195131
u,195107,195131
n,195235,195307
space,195395,195475
backspace,195772,195827
backspace,195891,195955
backspace,196011,196067
backspace,196131,196163
i,196948,197003
n,197099,197171
space,197211,197283
t,197347,197411
h,197499,197563
e,197499,197563
space,197676,197755
s,198428,198507
k,198531,198603
y,198700,198763
.,199203,199267
