date,press,release,identity
2019-11-21,13:39:30.417:,13:39:30.633:,.
2019-11-21,13:39:30.464:,13:39:30.512:,Key.space
2019-11-21,13:39:30.657:,13:39:31.048:,Key.shift
2019-11-21,13:39:30.777:,13:39:30.825:,H
2019-11-21,13:39:30.856:,13:39:30.920:,o
2019-11-21,13:39:30.953:,13:39:31.032:,w
2019-11-21,13:39:31.129:,13:39:31.352:,Key.space
2019-11-21,13:39:31.193:,13:39:31.216:,Key.shift
2019-11-21,13:39:31.240:,13:39:31.328:,I
2019-11-21,13:39:31.353:,13:39:31.456:,Key.space
2019-11-21,13:39:31.385:,13:39:31.416:,w
2019-11-21,13:39:31.456:,13:39:31.680:,o
2019-11-21,13:39:31.504:,13:39:31.593:,n
2019-11-21,13:39:31.594:,13:39:31.632:,d
2019-11-21,13:39:31.785:,13:39:31.872:,e
2019-11-21,13:39:31.905:,13:39:31.984:,r
2019-11-21,13:39:32.016:,13:39:32.080:,Key.space
2019-11-21,13:39:32.096:,13:39:32.176:,w
2019-11-21,13:39:32.177:,13:39:32.352:,h
2019-11-21,13:39:32.289:,13:39:32.312:,a
2019-11-21,13:39:32.480:,13:39:32.536:,t
2019-11-21,13:39:32.560:,13:39:32.641:,Key.space
2019-11-21,13:39:32.642:,13:39:32.729:,y
2019-11-21,13:39:32.753:,13:39:33.040:,o
2019-11-21,13:39:32.792:,13:39:32.864:,u
2019-11-21,13:39:32.865:,13:39:32.920:,Key.space
2019-11-21,13:39:32.952:,13:39:32.976:,a
2019-11-21,13:39:33.152:,13:39:33.192:,r
2019-11-21,13:39:33.272:,13:39:33.384:,e
2019-11-21,13:39:33.464:,13:39:33.536:,Key.space
2019-11-21,13:39:33.658:,13:39:33.968:,Key.shift
2019-11-21,13:39:33.681:,13:39:33.744:,Key.backspace
2019-11-21,13:39:33.841:,13:39:33.936:,!
2019-11-21,13:39:34.217:,13:39:34.296:,Key.space
2019-11-21,13:39:34.433:,13:39:34.864:,Key.shift
2019-11-21,13:39:34.729:,13:39:34.840:,U
