keyname,timepress,timerelease
space,51941,52020
backspace,52237,52316
backspace,52412,52460
backspace,52525,52604
',52685,52805
s,52805,52860
space,52884,52956
m,52957,53076
e,53108,53196
n,53197,53309
space,53869,53972
shift,53997,54180
c,54109,54261
o,54181,54284
u,54309,54364
l,54541,54660
d,54684,54804
n,54781,54876
;,55044,55100
backspace,55341,55412
;,55492,55588
t,55660,55700
backspace,55973,56052
backspace,56133,56212
',56285,56364
t,56389,56460
space,56492,56572
p,56596,56772
u,56749,56884
t,56909,56964
space,56989,57076
shift,57374,57540
h,57517,57588
u,57541,57620
m,57709,57828
p,57805,57932
t,57932,57964
y,58061,58156
space,58173,58260
t,58421,58510
o,58485,58565
g,58629,58701
e,58797,58868
t,58949,59020
h,59045,59156
e,59180,59252
r,59284,59365
space,59461,59492
a,59516,59604
g,59741,59788
a,59925,60004
i,59972,60092
n,60036,60140
.,60244,60316
shift,62046,62293
shift,62606,62861
t,62797,62884
w,62981,63100
n,63077,63236
k,63269,63364
backspace,63637,63701
backspace,63861,63988
i,64109,64268
n,64189,64332
k,64380,64477
l,64581,64702
e,64725,64836
comma,64789,65380
w,65381,65404
i,65381,65405
backspace,65581,65644
backspace,65733,65812
backspace,65909,65980
backspace,66068,66124
backspace,66237,66348
space,66372,66476
t,66445,66533
w,66653,66766
i,66677,66789
n,66767,66972
k,66917,67036
l,67124,67228
e,67517,67645
comma,67725,67876
space,67901,67964
l,68028,68140
i,68212,68348
t,68285,68349
t,68421,68508
l,68509,68581
e,68613,68660
space,68637,68780
s,68757,68852
t,68965,69004
a,69124,69220
r,69389,69412
comma,69413,69508
space,69460,69629
shift,69653,69821
h,69773,69916
o,69852,70028
w,69949,70044
space,70125,70212
shift,70189,70348
i,70236,70324
space,70349,70412
w,70381,70452
o,70452,70589
n,70500,70628
d,70590,70676
e,70781,70868
r,70901,70980
space,71012,71076
w,71092,71172
h,71173,71308
a,71285,71348
t,71476,71532
space,71556,71637
y,71638,71725
o,71749,71860
u,71788,71916
space,71861,71972
a,71948,72036
r,72148,72188
e,72268,72380
space,72460,72532
shift,72654,72964
backspace,72677,72740
!,72837,72932
space,73213,73292
shift,73429,73860
u,73725,73836
p,73893,74004
space,74005,74084
a,74052,74164
b,74165,74284
o,74260,74316
v,74317,74404
e,74508,74612
space,74636,74709
t,74741,74820
h,74821,74916
e,74940,74996
space,75020,75084
w,75108,75212
o,75164,75260
r,75284,75388
l,75364,75476
d,75500,75572
space,75524,75604
s,75668,75772
o,75734,75828
space,75852,75940
h,75916,76036
i,75996,76092
g,76116,76236
h,76188,76276
comma,76460,76564
space,76974,77108
shift,77132,77300
l,77180,77276
i,77389,77484
k,77564,77652
e,77628,77709
space,77733,77797
a,77837,77908
space,77908,78036
d,78004,78140
i,78116,78244
a,78220,78324
m,78300,78420
o,78396,78524
n,78500,78628
d,78580,78701
space,78789,78908
i,78885,78980
n,78932,79020
space,79044,79116
t,79068,79148
h,79148,79188
e,79252,79380
space,79381,79404
s,79452,79636
k,79500,79637
y,79660,79716
.,79748,79788
