keyname,timepress,timerelease
.,36717,36772
space,36878,36924
shift,37044,37156
a,37140,37212
n,37316,37388
d,37412,37484
space,37548,37604
e,37772,37876
v,37925,38004
e,38084,38140
r,38164,38244
y,38308,38380
w,38508,38612
h,38692,38756
e,38852,38957
r,38980,39076
e,39076,39188
space,39268,39348
t,40758,40852
h,40965,40988
a,41012,41092
t,41116,41180
space,41204,41276
shift,41413,41628
m,41589,41660
a,41740,41845
r,41822,41924
y,41900,41964
space,42093,42172
w,42204,42300
e,42388,42476
n,42508,42588
t,42644,42740
comma,43629,43708
space,43796,43884
shift,44070,44204
t,44156,44228
h,44348,44388
e,44548,44669
space,44700,44780
l,45541,45620
a,45700,45804
b,45868,45948
space,46085,46156
w,46397,46468
a,46677,46748
s,46748,46868
space,46940,47004
s,47052,47140
u,47205,47276
r,47340,47452
e,47428,47500
space,47532,47605
t,47636,47716
o,47740,47804
space,47932,48012
g,48060,48140
o,48172,48228
.,49525,49621
left,51701,55876
right,56020,57524
right,57685,58660
right,58884,59012
right,59092,59748
right,60012,60429
right,60789,61428
right,61725,62452
right,62741,62916
right,63020,63964
right,64164,65228
right,65252,65284
right,65517,65620
left,65853,66828
left,67004,67756
left,67948,69292
left,69598,69724
left,70405,70540
left,70789,70884
left,71012,71108
left,71212,71316
left,71412,71516
left,71638,71740
left,71869,71964
left,72068,72164
left,72268,72372
left,72468,72588
left,72677,73452
left,73628,74436
left,74621,75196
left,75324,75476
left,75580,76764
right,77020,77244
right,77492,77588
right,80037,80260
right,81261,81404
right,82485,83107
right,83813,86780
right,87045,87108
left,87461,87556
m,88269,88364
shift,90798,91020
h,90908,90996
u,91109,91180
m,91180,91244
p,91348,91428
t,91500,91589
y,91693,91756
space,91780,91836
shift,91972,92117
d,92068,92252
u,92300,92364
m,92468,92532
p,92636,92732
t,92900,92963
y,92940,93035
space,94237,94332
s,95021,95092
a,95060,95180
t,95220,95300
space,95436,95507
o,95668,95772
n,95748,95819
a,95924,96036
space,96124,96236
w,96396,96460
a,96596,96708
l,96708,96764
l,96852,96940
comma,97349,97436
space,98028,98124
shift,98453,98956
h,98861,98932
u,99124,99180
m,99293,99356
p,99476,99571
t,99605,99668
y,99780,99860
space,99924,99980
shift,100140,100268
d,100228,100308
u,100452,100523
m,100628,100692
p,100804,100891
t,100924,101003
y,100980,101099
space,101140,101211
h,102413,102492
a,102516,102636
d,102668,102748
space,102796,102868
a,102892,102972
space,102996,103068
g,103164,103300
r,103445,103588
e,103684,103748
a,103908,104052
t,104052,104107
space,104252,104323
f,104348,104404
a,104484,104604
l,104645,104724
l,104828,104916
.,106533,106597
space,106740,106860
shift,107141,107364
a,107292,107379
l,107540,107612
l,107692,107755
space,107876,107955
t,107932,108003
h,108052,108139
e,108116,108203
space,108236,108291
k,108420,108532
i,108589,108716
n,108677,108763
g,108828,108899
',109124,109219
s,109252,109331
space,109396,109476
h,110397,110517
o,110468,110588
r,110612,110651
s,110788,110995
e,110996,111019
s,111108,111243
space,111364,111427
a,113149,113243
n,113292,113379
d,113412,113483
space,113589,113667
a,113780,113883
l,113908,113955
l,114036,114107
space,114236,114299
t,114316,114379
h,114436,114499
e,114500,114563
space,114605,114667
k,114884,115059
i,114980,115091
n,115188,115267
g,115292,115371
',115773,115835
s,115868,115947
space,115996,116051
m,116188,116259
e,116276,116363
n,116420,116499
space,117333,117396
shift,117621,117796
c,117725,117819
o,117900,117955
u,118060,118131
l,118268,118339
d,118364,118443
n,118492,118579
t,118660,118732
',118932,119004
t,119460,119539
space,119693,119764
left,121333,121412
left,121532,121579
left,121741,121836
left,121956,122068
delete,122308,122459
right,122564,122668
right,122773,122852
right,122948,123043
right,123156,123259
p,124301,124347
u,124540,124620
t,124660,124739
space,124780,124852
shift,125261,125613
h,125508,125588
u,125740,125803
m,125900,125971
p,126068,126171
t,126147,126259
y,126260,126339
space,126363,126419
t,127181,127259
o,127283,127363
g,127660,127739
e,127788,127867
t,127964,128035
h,128140,128211
e,128187,128299
r,128275,128435
space,128436,128467
a,128491,128563
g,128684,128771
a,128820,128924
i,128948,129059
n,129012,129107
.,129276,129363
left,131780,137259
right,137436,138611
left,138756,138811
left,138907,138987
left,139076,139148
left,139227,139331
space,139580,139676
shift,141349,141539
t,141444,141515
w,141652,141723
i,141803,141907
n,141883,142043
k,142533,142579
l,142628,142715
e,142820,142924
comma,142948,143003
space,143132,143195
t,144004,144067
w,144204,144300
i,144324,144419
n,144395,144475
k,145244,145356
l,145379,145467
e,145580,145724
space,146075,146155
backspace,146748,146835
comma,147332,147387
space,147804,147875
l,148003,148059
i,148228,148259
t,148260,148323
t,148444,148515
l,148555,148636
e,148667,148731
space,148771,148843
s,148924,149043
t,149131,149203
a,149227,149339
r,149315,149388
comma,150772,150835
space,151012,151099
shift,151405,151652
h,151597,151675
o,151780,151851
w,151899,151995
space,152035,152091
shift,152212,152364
i,152315,152379
space,152500,152571
w,152836,152931
o,152955,153043
n,153003,153075
d,153147,153243
e,153323,153331
r,153363,153453
space,153500,153571
w,154108,154195
h,154235,154307
a,154355,154451
t,154468,154531
space,154684,154755
y,156036,156139
o,156116,156227
u,156179,156251
space,156412,156475
a,156459,156563
r,156596,156691
e,156667,156739
shift,156948,157195
!,157083,157171
space,157371,157507
shift,157733,158163
u,158100,158164
p,158260,158323
space,158467,158523
a,158564,158644
b,158667,158779
o,158835,158907
v,158971,159091
e,159115,159171
space,159227,159323
t,163069,163139
h,163179,163243
e,163299,163387
space,163628,163691
w,163771,163843
o,164035,164115
r,164139,164211
l,164267,164339
d,164395,164475
space,164813,164867
s,166005,166123
o,166099,166171
space,166299,166371
h,166555,166659
i,166629,166707
g,166740,166819
h,166843,166915
comma,168453,168523
space,168579,168667
shift,168700,168923
l,168844,168924
i,169035,169107
k,169267,169347
e,169395,169491
space,169571,169587
a,169651,169739
space,169763,169836
d,169883,169947
i,170011,170083
a,170475,170579
m,170620,170707
o,170779,170899
n,170876,170963
d,171644,171747
space,171868,171955
i,172420,172539
n,172499,172579
space,172716,172811
t,172835,172939
h,173051,173067
e,173099,173155
space,173211,173259
s,173395,173499
k,174188,174267
y,174315,174387
.,174451,174531
