keyname,timepress,timerelease
space,53140,53196
shift,53316,53524
d,53476,53548
u,53572,53629
m,53781,53876
p,54301,54420
t,54637,54765
y,54917,55029
space,55084,55212
s,55557,55725
a,55765,55924
t,55868,55988
space,55956,56100
o,56228,56436
n,56412,56572
space,56524,56644
a,56620,56772
space,56733,56900
w,56980,57060
a,57156,57300
l,57180,57228
l,57356,57492
comma,57877,57996
space,58028,58148
shift,59118,59412
h,59276,59388
u,59476,59548
m,59692,59797
p,59924,60028
y,60052,60156
backspace,61021,61148
t,61149,61276
y,61332,61436
space,61476,61580
d,61692,61829
backspace,62037,62108
shift,62260,62388
d,62316,62436
u,62468,62540
m,62708,62820
p,63133,63260
t,63308,63516
y,63540,63604
space,63620,63732
h,63780,63892
a,63853,63940
d,63964,64116
space,64092,64228
a,64196,64348
space,64316,64452
g,64476,64572
r,64676,64796
e,64748,64885
a,64860,65004
t,64964,65108
space,65084,65180
f,65220,65356
a,65380,65524
l,65500,65572
l,65636,65740
.,65804,65908
space,65964,66084
shift,66069,66524
a,66164,66284
a,66396,66484
backspace,66950,67052
l,67188,67284
l,67348,67476
space,68141,68276
t,68316,68436
h,68412,68516
e,68460,68588
space,68540,68708
k,68732,68788
i,68884,69012
n,68972,69140
g,69076,69220
',69284,69420
s,69388,69516
space,69492,69604
h,69820,69924
o,69892,70068
r,70012,70116
s,70148,70292
e,70316,70404
s,70492,70708
space,70628,70772
a,70772,70884
n,70884,71028
d,70980,71108
space,71052,71228
a,71204,71364
l,71340,71404
l,71492,71580
space,71556,71692
t,71724,71852
h,71892,72004
e,71908,72084
space,72060,72204
k,72596,72668
i,72765,72852
n,72852,72996
g,72972,73108
',73293,73356
s,73572,73692
space,73813,73916
m,73956,74076
e,74101,74156
n,74180,74324
.,74917,75036
backspace,75509,75580
space,75732,75868
shift,75845,76197
c,76116,76244
o,76300,76412
u,76412,76540
l,76508,76684
d,76724,76828
n,77068,77220
',77173,77323
t,77300,77451
space,77420,77532
p,77692,77844
u,77820,77995
t,77916,78051
space,78020,78099
shift,78317,78556
h,78444,78531
u,78684,78764
m,78900,79043
p,79020,79156
t,79188,79324
y,79293,79460
t,79500,79636
o,79636,79796
g,79892,80004
e,80068,80163
t,80140,80340
h,80317,80387
e,80364,80532
r,80532,80588
space,80556,80675
a,80652,80796
g,80988,81155
a,81116,81323
i,81301,81419
n,81364,81539
.,81564,81691
left,85965,86859
left,87004,87076
right,87356,87492
space,88189,88284
shift,91430,91700
t,91605,91748
w,91749,91852
i,92076,92172
n,92140,92332
k,92356,92484
l,92573,92692
e,92756,92860
comma,92924,93060
space,93061,93148
t,93420,93517
w,93540,93684
i,93708,93820
n,93796,94003
k,93980,94131
l,94156,94348
e,94380,94524
comma,94701,94835
space,94821,94955
l,94980,95067
i,95108,95204
t,95260,95508
l,95548,95684
e,95708,95852
space,95837,95972
s,96092,96212
t,96300,96412
a,96396,96531
comma,96556,96684
backspace,96965,97060
r,97092,97228
comma,97196,97324
space,97356,97484
shift,97869,98124
h,98020,98172
o,98260,98388
w,98332,98435
left,99341,100132
left,100468,100532
t,101365,101507
right,101492,102603
space,103549,103660
shift,104750,105060
i,104909,105036
space,105061,105252
w,105124,105347
o,105228,105395
n,105372,105507
d,105484,105579
e,105684,105828
r,105748,105899
space,105868,106012
w,105988,106075
h,106236,106340
a,106308,106451
t,106532,106668
space,106644,106796
y,106821,106908
o,106908,107035
u,107004,107123
space,107052,107211
a,107236,107355
r,107420,107539
e,107476,107659
shift,107636,108004
!,107837,107948
space,108380,108523
shift,108596,109236
y,108901,108979
backspace,109412,109507
shift,109620,110068
u,109933,110091
p,110236,110331
space,110500,110611
a,110796,110932
b,110956,111059
o,111036,111195
v,111244,111339
e,111420,111531
space,111492,111667
t,111668,111803
h,111788,111907
e,111844,111964
space,111884,112035
w,112196,112340
o,112340,112387
r,112412,112555
l,112580,112707
d,112676,112803
space,112772,112939
s,112940,113075
o,113044,113155
space,113372,113419
h,113997,114123
i,114100,114219
g,114196,114339
h,114316,114419
comma,114508,114667
space,114644,114771
shift,114852,115052
l,115005,115107
i,115148,115251
k,115340,115459
e,115428,115539
space,115516,115667
a,115636,115771
space,115748,115859
d,115884,116036
i,115956,116155
a,116132,116267
m,116268,116387
o,116420,116555
n,116508,116739
d,116708,116843
space,116821,116971
i,116996,117100
n,117052,117219
space,117452,117604
t,117604,117723
h,117700,117819
e,117740,117907
space,117852,117995
s,118028,118180
k,118204,118291
y,118372,118459
.,118652,118780
