keyname,timepress,timerelease
i,93348,93475
n,93444,93531
g,93612,93691
`,94893,94979
s,95236,95299
space,95412,95467
backspace,96341,96435
backspace,96588,96667
backspace,97060,97139
',97701,97763
s,97796,97907
space,98036,98155
h,99597,99707
o,99660,99771
r,99748,99843
s,100381,100516
e,100628,100691
s,100820,100899
space,101060,101155
a,102069,102172
n,102244,102323
d,102355,102460
space,102484,102547
a,102596,102731
l,102708,102787
l,102876,102979
space,103140,103212
t,104036,104147
h,104132,104187
e,104228,104307
space,104340,104395
k,105020,105099
i,105076,105147
n,105244,105315
g,105356,105443
',106036,106107
s,106140,106220
space,106300,106355
m,107397,107459
e,107484,107555
n,107588,107651
space,107764,107843
shift,108477,108636
c,108564,108659
o,108772,108835
u,108979,109035
n,109188,109251
d,109339,109443
n,109964,110043
backspace,112245,112323
backspace,112428,112507
backspace,112660,112708
l,113508,113571
d,113676,113780
n,113892,113971
',114220,114299
t,114355,114443
space,114499,114563
p,115445,115539
u,115636,115723
t,115844,115859
space,115915,115995
shift,117101,117436
h,117356,117436
u,117644,117707
m,117812,117915
p,118011,118107
t,118147,118220
y,118316,118403
space,118452,118531
t,119517,119603
o,119580,119651
g,119924,119995
e,120019,120091
t,120172,120235
h,120340,120419
e,120403,120499
r,120475,120579
space,120579,120667
a,120723,120803
g,120924,121003
a,121083,121195
i,121164,121259
n,121227,121323
.,122661,122731
left,129756,130035
home,130252,130323
right,130692,130843
right,130923,131955
left,132083,132124
right,132380,132491
space,132507,132611
shift,135190,135563
t,135468,135539
w,135683,135779
i,135811,135915
n,135875,135979
k,137012,137172
l,137108,137219
e,137260,137379
space,137403,137491
backspace,138381,138475
backspace,138628,138683
e,139740,139843
comma,140012,140067
space,140196,140251
t,140324,140387
w,140628,140747
i,140771,140883
n,140835,140907
k,141541,141611
l,141667,141747
r,142260,142364
comma,142708,142787
space,142907,142971
l,143501,143579
i,143700,143771
t,143827,143899
t,144003,144083
l,144107,144164
e,144196,144275
space,144299,144363
s,144588,144723
t,144868,144939
a,144979,145075
r,145059,145115
t,145220,145275
backspace,146028,146107
comma,146364,146428
space,146524,146619
shift,147454,148004
h,147908,148027
o,148123,148204
w,148339,148451
space,148452,148532
shift,148940,149540
i,149476,149563
space,149667,149739
w,149771,149867
o,149891,149955
n,149923,150003
d,150027,150171
e,150195,150251
r,150275,150371
space,150403,150467
t,151773,151859
h,151931,152003
a,152027,152099
t,152131,152203
space,152227,152291
y,152387,152491
o,152572,152611
u,152827,152923
space,153107,153171
a,153219,153315
r,153387,153499
e,153459,153579
shift,154333,154891
!,154772,154867
space,155300,155435
shift,155797,156267
u,156172,156243
p,156403,156499
space,157020,157099
a,157388,157499
b,157555,157635
o,157756,157867
v,158188,158275
e,158387,158499
space,158547,158619
t,159068,159147
h,159236,159299
e,159459,159563
space,159635,159715
w,159780,159867
o,159979,160051
r,160099,160188
l,160219,160291
d,160339,160435
space,160459,160531
s,161524,161651
o,161715,161796
space,161923,162035
h,162155,162315
i,162292,162339
g,162379,162451
h,162483,162539
comma,163548,163611
space,163707,163763
shift,163884,164075
l,164036,164107
i,164300,164315
k,164419,164491
e,164539,164627
space,164667,164747
a,164924,165019
space,165043,165107
d,165500,165595
i,165699,165787
a,165868,165963
m,165987,166051
o,166300,166435
n,166403,166507
d,166884,166987
space,167027,167123
o,167556,167667
backspace,168636,168731
o,169020,169115
n,169092,169163
backspace,169540,169635
backspace,169715,169803
i,170332,170411
n,170363,170443
space,170547,170619
t,170643,170723
h,170739,170811
e,170811,170907
space,170931,170996
s,171019,171123
k,171468,171547
y,171659,171675
.,172012,172083
home,176676,176731
right,178364,179243
right,179419,179475
right,179595,179651
left,179859,179955
e,180420,180499
delete,180523,180595
right,197533,197819
right,198091,198227
right,198259,198307
right,198443,198531
right,198732,198835
right,201492,201923
right,202500,202635
right,202860,202931
right,203212,203291
right,204164,204355
right,204708,204795
right,205212,205307
right,205579,205707
right,206100,206602
right,207356,207858
right,208083,208147
right,208284,208747
right,208948,209003
right,209196,209267
right,209363,209467
right,209611,209691
left,210428,212203
right,212371,213235
right,213555,214555
right,214771,214915
right,215107,215211
right,215651,215731
right,219156,219211
right,219339,219435
right,219515,219610
right,219699,220499
right,220627,220714
right,220859,221018
right,221083,221555
right,221787,221874
right,222011,222123
right,222243,222363
right,222491,223322
right,223651,223739
right,223867,223962
right,224115,224195
right,224347,224443
right,224595,224699
right,224811,224890
right,225011,225738
right,226123,227418
right,227611,227698
right,227803,227938
shift,229493,229891
home,229643,229730
delete,232092,232171
shift,232796,233003
t,232907,232970
w,233187,233299
i,233356,233491
n,233395,233506
k,234252,234379
l,234331,234458
e,234475,234562
comma,235268,235307
space,235828,235891
t,236372,236451
w,236619,236706
i,236795,236890
n,236843,236938
k,237948,238107
l,238027,238130
e,238283,238386
comma,239084,239179
space,239395,239467
l,240059,240139
i,240331,240410
t,240515,240595
t,240683,240763
l,240803,240874
e,240891,240994
space,241043,241098
s,241163,241274
t,241668,241747
a,241771,241882
r,241859,241930
comma,243332,243410
space,243580,243650
shift,243979,244331
h,244235,244314
o,244419,244506
w,244539,244715
shift,244851,245002
i,244987,245050
space,245123,245179
w,245299,245370
o,245347,245434
n,245411,245482
d,245483,245603
e,245604,245675
r,245699,245786
space,245811,245874
w,246804,246858
a,246995,247124
h,247211,247275
t,247387,247458
space,247579,247659
y,247787,247858
o,247883,247962
u,247923,247986
space,248123,248179
a,248211,248282
r,248315,248402
e,248379,248434
shift,248539,249002
!,248900,248978
space,249187,249322
shift,249732,250234
u,250155,250210
p,250267,250338
space,250475,250530
a,250554,250650
b,250691,250874
o,250795,250898
v,250963,251050
e,251091,251179
space,251203,251274
t,253012,253091
h,253092,253179
e,253195,253258
space,253291,253362
w,253395,253490
o,253548,253618
r,253650,253722
l,253803,253834
d,253875,253954
space,253995,254034
s,254331,254426
o,254427,254498
space,254611,254730
h,254755,254811
i,254923,254986
g,255043,255130
h,255155,255234
comma,256700,256754
space,256892,256906
shift,257051,257252
i,257363,257434
k,257523,257602
e,257578,257650
space,257706,257762
a,257786,257858
space,257883,257954
d,257979,258050
i,258114,258179
a,258587,258690
m,258779,258850
o,258979,259034
n,259003,259082
d,259219,259307
space,259339,259418
i,260100,260171
n,260139,260226
space,260355,260434
t,260450,260562
h,260594,260730
e,260755,260810
space,260850,260906
left,261684,262698
left,262883,262987
left,263059,263154
left,263219,263314
l,263955,264027
right,264067,265594
s,266227,266322
k,266394,266466
y,266611,266714
.,266786,266866
left,272716,274362
right,274442,275218
right,275379,275466
right,275571,275642
delete,276107,276187
shift,276516,276866
l,276747,276842
left,279484,282994
right,283122,284154
left,284476,284603
right,285828,286826
right,287035,287106
right,287251,287667
left,287755,287834
left,287922,287986
left,288066,288154
left,288227,288322
space,288588,288682
right,288714,289698
right,289882,289986
right,290138,290810
left,291027,291106
right,291252,291386
right,291482,292514
right,292667,292802
right,292914,293018
right,293122,293219
right,293330,293434
right,293538,294490
right,294835,294938
right,295050,295154
right,295244,296090
left,300211,304354
right,304578,305738
right,305914,306730
right,307523,308098
right,308659,308746
right,308890,308986
right,309091,309170
right,309258,309338
right,309434,309506
right,309602,309674
right,309778,309842
left,310051,310114
delete,310403,310506
right,310643,310746
a,310778,310890
