date,press,release,identity
2019-11-21,13:40:33.360:,13:40:33.424:,t
2019-11-21,13:40:33.729:,13:40:34.032:,l
2019-11-21,13:40:33.832:,13:40:33.864:,e
2019-11-21,13:40:33.920:,13:40:33.944:,Key.space
2019-11-21,13:40:34.056:,13:40:34.264:,l
2019-11-21,13:40:34.176:,13:40:34.200:,a
2019-11-21,13:40:34.280:,13:40:34.400:,m
2019-11-21,13:40:34.400:,13:40:34.488:,b
2019-11-21,13:40:34.560:,13:40:34.664:,.
2019-11-21,13:40:34.737:,13:40:34.800:,Key.space
2019-11-21,13:40:35.058:,13:40:35.456:,Key.shift
2019-11-21,13:40:35.144:,13:40:35.240:,W
2019-11-21,13:40:35.192:,13:40:35.216:,H
2019-11-21,13:40:35.280:,13:40:35.328:,o
2019-11-21,13:40:35.368:,13:40:35.400:,s
2019-11-21,13:40:35.512:,13:40:35.680:,e
2019-11-21,13:40:35.592:,13:40:35.616:,Key.space
2019-11-21,13:40:35.729:,13:40:35.840:,f
2019-11-21,13:40:35.752:,13:40:35.776:,l
2019-11-21,13:40:36.049:,Key.backspace
2019-11-21,13:40:36.548:,Key.backspace
2019-11-21,13:40:36.578:,Key.backspace
2019-11-21,13:40:36.609:,13:40:36.632:,Key.backspace
2019-11-21,13:40:36.737:,13:40:36.824:,Key.backspace
2019-11-21,13:40:36.936:,13:40:37.073:,Key.backspace
2019-11-21,13:40:37.136:,13:40:37.192:,h
2019-11-21,13:40:37.232:,13:40:37.344:,Key.backspace
2019-11-21,13:40:37.424:,13:40:37.704:,Key.backspace
2019-11-21,13:40:37.496:,13:40:37.520:,h
2019-11-21,13:40:37.560:,13:40:37.576:,o
2019-11-21,13:40:37.720:,13:40:37.792:,s
2019-11-21,13:40:37.872:,13:40:38.024:,e
2019-11-21,13:40:37.920:,13:40:37.960:,Key.space
2019-11-21,13:40:38.056:,13:40:38.176:,f
2019-11-21,13:40:38.096:,13:40:38.128:,l
2019-11-21,13:40:38.256:,13:40:38.312:,e
2019-11-21,13:40:38.376:,13:40:38.472:,e
2019-11-21,13:40:38.592:,13:40:38.656:,c
2019-11-21,13:40:38.753:,13:40:38.840:,e
2019-11-21,13:40:38.841:,13:40:39.016:,Key.space
2019-11-21,13:40:38.944:,13:40:38.968:,w
2019-11-21,13:40:39.129:,13:40:39.184:,a
2019-11-21,13:40:39.248:,13:40:39.336:,s
2019-11-21,13:40:39.360:,13:40:39.440:,Key.space
2019-11-21,13:40:39.456:,13:40:39.776:,w
2019-11-21,13:40:39.544:,13:40:39.568:,h
2019-11-21,13:40:39.608:,13:40:39.705:,i
2019-11-21,13:40:39.729:,13:40:39.760:,t
2019-11-21,13:40:39.880:,13:40:40.072:,e
2019-11-21,13:40:39.944:,13:40:39.968:,Key.space
2019-11-21,13:40:40.096:,13:40:40.152:,a
2019-11-21,13:40:40.216:,13:40:40.400:,s
2019-11-21,13:40:40.296:,13:40:40.320:,Key.space
2019-11-21,13:40:40.424:,13:40:40.640:,s
2019-11-21,13:40:40.480:,13:40:40.528:,n
2019-11-21,13:40:40.552:,13:40:40.592:,o
2019-11-21,13:40:40.792:,13:40:40.872:,.
2019-11-21,13:40:41.201:,13:40:41.296:,Key.space
2019-11-21,13:40:41.512:,13:40:41.576:,Key.backspace
2019-11-21,13:40:41.640:,13:40:41.736:,Key.backspace
2019-11-21,13:40:41.737:,13:40:41.912:,w
2019-11-21,13:40:41.808:,13:40:41.831:,.
2019-11-21,13:40:41.936:,13:40:42.008:,Key.space
2019-11-21,13:40:42.201:,13:40:42.720:,Key.shift
2019-11-21,13:40:42.624:,13:40:42.688:,A
2019-11-21,13:40:42.744:,13:40:42.848:,n
2019-11-21,13:40:42.848:,13:40:42.928:,d
2019-11-21,13:40:42.952:,13:40:43.088:,Key.space
2019-11-21,13:40:43.024:,13:40:43.056:,e
2019-11-21,13:40:43.209:,13:40:43.296:,v
2019-11-21,13:40:43.400:,13:40:43.471:,e
2019-11-21,13:40:43.536:,13:40:43.687:,r
2019-11-21,13:40:43.584:,13:40:43.624:,y
2019-11-21,13:40:43.744:,13:40:43.992:,w
2019-11-21,13:40:43.800:,13:40:43.823:,h
2019-11-21,13:40:43.904:,13:40:43.919:,e
2019-11-21,13:40:44.056:,13:40:44.112:,r
2019-11-21,13:40:44.240:,13:40:44.384:,e
2019-11-21,13:40:44.272:,13:40:44.304:,Key.space
2019-11-21,13:40:44.705:,13:40:44.784:,t
2019-11-21,13:40:44.808:,13:40:45.016:,h
2019-11-21,13:40:44.944:,13:40:44.959:,a
2019-11-21,13:40:45.120:,13:40:45.191:,t
2019-11-21,13:40:45.216:,13:40:45.288:,Key.space
2019-11-21,13:40:45.408:,13:40:45.471:,Key.shift
2019-11-21,13:40:45.432:,13:40:45.448:,M
2019-11-21,13:40:45.496:,13:40:45.576:,a
2019-11-21,13:40:45.680:,13:40:46.040:,r
2019-11-21,13:40:45.760:,13:40:45.791:,y
2019-11-21,13:40:45.872:,13:40:45.895:,Key.space
2019-11-21,13:40:45.944:,13:40:46.015:,w
2019-11-21,13:40:46.088:,13:40:46.232:,e
2019-11-21,13:40:46.256:,13:40:46.296:,n
2019-11-21,13:40:46.392:,13:40:46.496:,t
2019-11-21,13:40:46.608:,13:40:46.704:,Key.backspace
2019-11-21,13:40:46.968:,13:40:47.080:,t
2019-11-21,13:40:47.128:,13:40:47.240:,.
2019-11-21,13:40:47.296:,13:40:47.392:,Key.space
2019-11-21,13:40:47.722:,13:40:47.921:,Key.shift
2019-11-21,13:40:47.944:,13:40:48.032:,h
2019-11-21,13:40:48.256:,13:40:48.632:,Key.backspace
2019-11-21,13:40:48.353:,13:40:48.368:,Key.shift
2019-11-21,13:40:48.440:,13:40:48.496:,T
2019-11-21,13:40:48.497:,13:40:48.520:,h
2019-11-21,13:40:48.656:,13:40:48.720:,e
2019-11-21,13:40:48.752:,13:40:48.944:,Key.space
2019-11-21,13:40:48.832:,13:40:48.847:,l
2019-11-21,13:40:48.968:,13:40:49.056:,a
2019-11-21,13:40:49.056:,13:40:49.167:,m
2019-11-21,13:40:49.192:,13:40:49.256:,b
2019-11-21,13:40:49.288:,13:40:49.400:,Key.space
2019-11-21,13:40:49.424:,13:40:49.487:,w
2019-11-21,13:40:49.592:,13:40:49.672:,a
2019-11-21,13:40:49.752:,13:40:49.911:,s
2019-11-21,13:40:49.808:,13:40:49.839:,Key.space
2019-11-21,13:40:49.936:,13:40:50.128:,s
2019-11-21,13:40:49.992:,13:40:50.048:,u
2019-11-21,13:40:50.160:,13:40:50.240:,r
2019-11-21,13:40:50.304:,13:40:50.472:,e
2019-11-21,13:40:50.353:,13:40:50.376:,Key.space
2019-11-21,13:40:50.472:,13:40:50.544:,t
2019-11-21,13:40:50.576:,13:40:50.791:,o
2019-11-21,13:40:50.592:,13:40:50.680:,Key.space
2019-11-21,13:40:50.705:,13:40:50.744:,g
2019-11-21,13:40:50.816:,13:40:50.887:,o
2019-11-21,13:40:51.016:,13:40:51.063:,.
2019-11-21,13:40:53.138:,13:40:53.464:,Key.shift
2019-11-21,13:40:53.328:,13:40:53.432:,H
2019-11-21,13:40:53.466:,13:40:53.552:,u
2019-11-21,13:40:53.664:,13:40:53.872:,m
2019-11-21,13:40:53.721:,13:40:53.792:,p
2019-11-21,13:40:53.872:,13:40:53.896:,t
2019-11-21,13:40:53.968:,13:40:54.056:,y
2019-11-21,13:40:54.072:,13:40:54.192:,Key.space
2019-11-21,13:40:54.208:,13:40:54.376:,Key.shift
2019-11-21,13:40:54.264:,13:40:54.296:,D
2019-11-21,13:40:54.376:,13:40:54.424:,u
2019-11-21,13:40:54.576:,13:40:54.672:,p
2019-11-21,13:40:54.873:,13:40:54.952:,Key.backspace
2019-11-21,13:40:55.048:,13:40:55.287:,m
2019-11-21,13:40:55.120:,13:40:55.168:,p
2019-11-21,13:40:55.216:,13:40:55.239:,t
2019-11-21,13:40:55.336:,13:40:55.544:,y
2019-11-21,13:40:55.408:,13:40:55.431:,Key.space
2019-11-21,13:40:55.584:,13:40:55.664:,s
2019-11-21,13:40:55.768:,13:40:55.824:,a
2019-11-21,13:40:55.928:,13:40:56.008:,t
2019-11-21,13:40:56.008:,13:40:56.112:,Key.space
2019-11-21,13:40:56.136:,13:40:56.424:,o
2019-11-21,13:40:56.200:,13:40:56.240:,n
2019-11-21,13:40:56.240:,13:40:56.304:,Key.space
2019-11-21,13:40:56.336:,13:40:56.368:,a
2019-11-21,13:40:56.464:,13:40:56.600:,Key.space
2019-11-21,13:40:56.536:,13:40:56.576:,w
2019-11-21,13:40:56.672:,13:40:57.024:,a
2019-11-21,13:40:56.753:,13:40:56.976:,l
2019-11-21,13:40:57.056:,13:40:57.272:,.
2019-11-21,13:40:57.272:,13:40:57.304:,Key.space
2019-11-21,13:40:57.320:,13:40:57.655:,Key.shift
2019-11-21,13:40:57.456:,13:40:57.497:,H
2019-11-21,13:40:57.520:,13:40:57.608:,u
2019-11-21,13:40:57.768:,13:40:58.024:,m
2019-11-21,13:40:57.856:,13:40:57.912:,p
2019-11-21,13:40:57.945:,13:40:57.976:,t
2019-11-21,13:40:58.104:,13:40:58.200:,y
2019-11-21,13:40:58.240:,13:40:58.352:,Key.space
2019-11-21,13:40:58.569:,13:40:58.704:,Key.shift
2019-11-21,13:40:58.632:,13:40:58.672:,D
2019-11-21,13:40:58.720:,13:40:58.832:,u
2019-11-21,13:40:58.936:,13:40:59.215:,m
2019-11-21,13:40:59.016:,13:40:59.048:,p
2019-11-21,13:40:59.128:,13:40:59.151:,t
2019-11-21,13:40:59.288:,13:40:59.456:,y
2019-11-21,13:40:59.360:,13:40:59.384:,Key.space
2019-11-21,13:40:59.561:,13:40:59.727:,h
2019-11-21,13:40:59.681:,13:40:59.704:,a
2019-11-21,13:40:59.808:,13:40:59.880:,d
2019-11-21,13:40:59.904:,13:40:59.976:,Key.space
2019-11-21,13:41:00.000:,13:41:00.160:,a
2019-11-21,13:41:00.057:,13:41:00.080:,Key.space
2019-11-21,13:41:00.208:,13:41:00.288:,g
2019-11-21,13:41:00.392:,13:41:00.488:,r
2019-11-21,13:41:00.593:,13:41:00.632:,e
2019-11-21,13:41:00.832:,13:41:00.928:,a
2019-11-21,13:41:01.064:,13:41:01.119:,t
2019-11-21,13:41:01.120:,13:41:01.231:,Key.space
2019-11-21,13:41:01.256:,13:41:01.311:,f
2019-11-21,13:41:01.392:,13:41:01.552:,a
2019-11-21,13:41:01.528:,13:41:01.551:,l
2019-11-21,13:41:01.624:,13:41:01.704:,l
2019-11-21,13:41:01.800:,13:41:02.071:,.
2019-11-21,13:41:01.840:,13:41:01.912:,Key.space
2019-11-21,13:41:01.936:,13:41:01.960:,Key.shift
2019-11-21,13:41:01.960:,13:41:02.032:,A
2019-11-21,13:41:02.096:,13:41:02.167:,l
2019-11-21,13:41:02.248:,13:41:02.543:,l
2019-11-21,13:41:02.304:,13:41:02.335:,Key.space
2019-11-21,13:41:02.352:,13:41:02.439:,t
2019-11-21,13:41:02.440:,13:41:02.440:,h
2019-11-21,13:41:02.568:,13:41:02.767:,e
2019-11-21,13:41:02.657:,13:41:02.671:,Key.space
2019-11-21,13:41:02.712:,13:41:02.744:,k
2019-11-21,13:41:02.848:,13:41:03.055:,i
2019-11-21,13:41:02.920:,13:41:02.943:,n
2019-11-21,13:41:02.976:,13:41:02.999:,g
2019-11-21,13:41:03.120:,13:41:03.191:,;
2019-11-21,13:41:03.216:,13:41:03.295:,s
2019-11-21,13:41:03.368:,13:41:03.535:,Key.space
2019-11-21,13:41:03.448:,13:41:03.463:,h
2019-11-21,13:41:03.552:,13:41:03.664:,o
2019-11-21,13:41:03.680:,13:41:03.728:,r
2019-11-21,13:41:03.962:,13:41:04.040:,Key.backspace
2019-11-21,13:41:04.136:,13:41:04.191:,Key.backspace
2019-11-21,13:41:04.280:,13:41:04.343:,Key.backspace
2019-11-21,13:41:04.424:,13:41:04.495:,Key.backspace
2019-11-21,13:41:04.584:,13:41:04.664:,Key.backspace
2019-11-21,13:41:04.729:,13:41:04.824:,Key.backspace
2019-11-21,13:41:04.952:,13:41:05.015:,'
2019-11-21,13:41:05.064:,13:41:05.159:,s
2019-11-21,13:41:05.184:,13:41:05.255:,Key.space
2019-11-21,13:41:05.296:,13:41:05.471:,h
2019-11-21,13:41:05.352:,13:41:05.375:,o
2019-11-21,13:41:05.552:,13:41:05.583:,r
2019-11-21,13:41:05.705:,13:41:05.768:,s
2019-11-21,13:41:05.840:,13:41:05.935:,e
2019-11-21,13:41:06.000:,13:41:06.183:,s
2019-11-21,13:41:06.072:,13:41:06.103:,Key.space
2019-11-21,13:41:06.208:,13:41:06.375:,a
2019-11-21,13:41:06.248:,13:41:06.279:,n
2019-11-21,13:41:06.400:,13:41:06.415:,d
2019-11-21,13:41:06.456:,13:41:06.615:,Key.space
2019-11-21,13:41:06.520:,13:41:06.551:,a
2019-11-21,13:41:06.648:,13:41:06.728:,l
2019-11-21,13:41:06.792:,13:41:06.887:,l
2019-11-21,13:41:06.920:,13:41:07.031:,Key.space
2019-11-21,13:41:06.960:,13:41:07.007:,t
2019-11-21,13:41:07.056:,13:41:07.407:,h
2019-11-21,13:41:07.160:,13:41:07.183:,e
2019-11-21,13:41:07.216:,13:41:07.239:,Key.space
2019-11-21,13:41:07.304:,13:41:07.327:,k
2019-11-21,13:41:07.464:,13:41:07.696:,i
2019-11-21,13:41:07.504:,13:41:07.543:,n
2019-11-21,13:41:07.600:,13:41:07.623:,g
2019-11-21,13:41:07.729:,13:41:07.824:,'
2019-11-21,13:41:07.824:,13:41:07.919:,s
2019-11-21,13:41:07.944:,13:41:08.039:,Key.space
2019-11-21,13:41:08.112:,13:41:08.231:,m
2019-11-21,13:41:08.248:,13:41:08.439:,e
2019-11-21,13:41:08.328:,13:41:08.359:,n
2019-11-21,13:41:08.568:,13:41:08.663:,Key.space
2019-11-21,13:41:08.697:,13:41:08.951:,Key.shift
2019-11-21,13:41:08.841:,13:41:08.872:,C
2019-11-21,13:41:08.873:,13:41:08.895:,o
2019-11-21,13:41:09.008:,13:41:09.103:,u
2019-11-21,13:41:09.280:,13:41:09.391:,l
2019-11-21,13:41:09.416:,13:41:09.599:,d
2019-11-21,13:41:09.512:,13:41:09.543:,n
2019-11-21,13:41:09.697:,13:41:09.801:,'
2019-11-21,13:41:09.832:,13:41:09.920:,t
2019-11-21,13:41:09.920:,13:41:09.983:,Key.space
2019-11-21,13:41:10.064:,13:41:10.263:,p
2019-11-21,13:41:10.168:,13:41:10.207:,u
2019-11-21,13:41:10.288:,13:41:10.311:,t
2019-11-21,13:41:10.336:,13:41:10.463:,Key.space
2019-11-21,13:41:10.496:,13:41:10.728:,Key.shift
2019-11-21,13:41:10.600:,13:41:10.672:,H
2019-11-21,13:41:10.793:,13:41:10.904:,u
2019-11-21,13:41:11.184:,13:41:11.279:,m
2019-11-21,13:41:11.280:,13:41:11.463:,p
2019-11-21,13:41:11.384:,13:41:11.407:,t
2019-11-21,13:41:11.544:,13:41:11.688:,y
2019-11-21,13:41:11.592:,13:41:11.615:,Key.space
2019-11-21,13:41:11.720:,13:41:11.943:,t
2019-11-21,13:41:11.768:,13:41:11.791:,o
2019-11-21,13:41:11.872:,13:41:11.904:,g
2019-11-21,13:41:12.041:,13:41:12.105:,e
2019-11-21,13:41:12.177:,13:41:12.351:,t
2019-11-21,13:41:12.240:,13:41:12.271:,h
2019-11-21,13:41:12.392:,13:41:12.447:,e
2019-11-21,13:41:12.504:,13:41:12.575:,r
2019-11-21,13:41:12.600:,13:41:12.704:,Key.space
2019-11-21,13:41:12.721:,13:41:12.793:,a
2019-11-21,13:41:12.913:,13:41:12.967:,g
2019-11-21,13:41:13.072:,13:41:13.279:,a
2019-11-21,13:41:13.136:,13:41:13.167:,i
2019-11-21,13:41:13.168:,13:41:13.223:,n
2019-11-21,13:41:13.376:,13:41:13.447:,.
2019-11-21,13:41:20.953:,13:41:21.016:,l
2019-11-21,13:41:22.706:,13:41:22.967:,Key.shift
2019-11-21,13:41:22.864:,13:41:22.952:,T
2019-11-21,13:41:23.065:,13:41:23.399:,w
2019-11-21,13:41:23.112:,13:41:23.176:,i
2019-11-21,13:41:23.176:,13:41:23.199:,n
2019-11-21,13:41:23.312:,13:41:23.335:,k
2019-11-21,13:41:23.816:,13:41:23.944:,l
2019-11-21,13:41:23.968:,13:41:24.176:,e
2019-11-21,13:41:24.048:,13:41:24.063:,.
2019-11-21,13:41:24.177:,13:41:24.303:,Key.space
2019-11-21,13:41:24.240:,13:41:24.279:,t
2019-11-21,13:41:24.384:,13:41:24.720:,w
2019-11-21,13:41:24.432:,13:41:24.495:,i
2019-11-21,13:41:24.496:,13:41:24.519:,n
2019-11-21,13:41:24.640:,13:41:24.672:,k
2019-11-21,13:41:24.824:,13:41:25.015:,l
2019-11-21,13:41:24.920:,13:41:24.951:,e
2019-11-21,13:41:25.032:,13:41:25.231:,.
2019-11-21,13:41:25.153:,13:41:25.175:,Key.space
2019-11-21,13:41:25.312:,13:41:25.383:,l
2019-11-21,13:41:25.472:,13:41:25.615:,i
2019-11-21,13:41:25.616:,13:41:25.631:,t
2019-11-21,13:41:25.728:,13:41:25.871:,t
2019-11-21,13:41:25.752:,13:41:25.807:,l
2019-11-21,13:41:25.904:,13:41:26.095:,e
2019-11-21,13:41:25.976:,13:41:25.991:,Key.space
2019-11-21,13:41:26.096:,13:41:26.152:,s
2019-11-21,13:41:26.272:,13:41:26.311:,t
2019-11-21,13:41:26.600:,13:41:26.687:,r
2019-11-21,13:41:26.712:,13:41:27.191:,.
2019-11-21,13:41:26.824:,13:41:26.847:,Key.space
2019-11-21,13:41:26.912:,13:41:26.943:,Key.shift
2019-11-21,13:41:26.968:,13:41:27.007:,H
2019-11-21,13:41:27.032:,13:41:27.095:,o
2019-11-21,13:41:27.136:,13:41:27.160:,w
2019-11-21,13:41:27.232:,13:41:27.623:,Key.space
2019-11-21,13:41:27.336:,13:41:27.351:,Key.shift
2019-11-21,13:41:27.376:,13:41:27.503:,I
2019-11-21,13:41:27.464:,13:41:27.487:,Key.space
2019-11-21,13:41:27.544:,13:41:27.567:,w
2019-11-21,13:41:27.745:,13:41:27.992:,o
2019-11-21,13:41:27.816:,13:41:27.871:,n
2019-11-21,13:41:27.912:,13:41:27.936:,d
2019-11-21,13:41:28.072:,13:41:28.200:,e
2019-11-21,13:41:28.240:,13:41:28.319:,r
2019-11-21,13:41:28.344:,Key.backspace
2019-11-21,13:41:28.845:,Key.backspace
2019-11-21,13:41:28.874:,Key.backspace
2019-11-21,13:41:28.905:,Key.backspace
2019-11-21,13:41:28.935:,Key.backspace
2019-11-21,13:41:28.966:,Key.backspace
2019-11-21,13:41:28.995:,Key.backspace
2019-11-21,13:41:29.025:,Key.backspace
2019-11-21,13:41:29.055:,Key.backspace
2019-11-21,13:41:29.085:,Key.backspace
2019-11-21,13:41:29.116:,Key.backspace
2019-11-21,13:41:29.146:,Key.backspace
2019-11-21,13:41:29.177:,13:41:29.208:,Key.backspace
2019-11-21,13:41:29.456:,13:41:29.552:,Key.backspace
2019-11-21,13:41:29.632:,13:41:29.736:,Key.backspace
2019-11-21,13:41:29.776:,13:41:29.864:,a
