keyname,timepress,timerelease
w,22709,22805
h,22757,22893
o,22845,22965
s,22933,23021
e,23077,23181
space,23157,23245
f,23294,23341
l,23317,23405
backspace,23614,24197
backspace,24302,24389
backspace,24501,24638
h,24701,24757
backspace,24797,24909
backspace,24989,25085
h,25061,25141
o,25125,25269
s,25285,25357
e,25437,25525
space,25485,25589
f,25621,25693
l,25661,25741
e,25821,25877
e,25941,26037
c,26157,26221
e,26318,26405
space,26406,26533
w,26509,26581
a,26694,26749
s,26813,26901
space,26925,27005
w,27021,27133
h,27109,27270
i,27173,27325
t,27294,27341
e,27445,27533
space,27509,27637
a,27661,27717
s,27781,27885
space,27861,27965
s,27989,28093
n,28045,28157
o,28117,28205
.,28357,28437
space,28766,28861
backspace,29077,29141
backspace,29205,29301
w,29302,29396
.,29373,29477
space,29501,29573
shift,29766,30253
a,30189,30285
n,30309,30413
d,30413,30493
space,30517,30621
e,30589,30653
v,30774,30861
e,30965,31036
r,31101,31189
y,31149,31252
w,31309,31388
h,31365,31484
e,31469,31557
r,31621,31677
e,31805,31869
space,31837,31949
t,32270,32349
h,32373,32524
a,32509,32581
t,32685,32756
space,32781,32853
shift,32973,33013
m,32997,33036
a,33061,33141
r,33245,33356
y,33325,33460
space,33437,33580
w,33509,33605
e,33653,33797
n,33821,33861
t,33957,34061
backspace,34173,34269
t,34533,34645
.,34693,34805
space,34861,34957
shift,35287,35486
h,35509,35597
backspace,35821,35933
shift,35918,36061
t,36005,36085
h,36062,36197
e,36221,36285
space,36317,36412
l,36397,36509
a,36533,36621
m,36621,36732
b,36757,36821
space,36853,36965
w,36989,37052
a,37157,37237
s,37317,37404
space,37373,37476
s,37501,37613
u,37557,37693
r,37725,37805
e,37869,37941
space,37918,38037
t,38037,38109
o,38141,38245
space,38157,38309
g,38270,38356
o,38381,38452
.,38581,38628
shift,40703,41029
h,40893,40997
u,41031,41117
m,41229,41357
p,41286,41437
t,41437,41461
y,41533,41621
space,41637,41757
shift,41773,41861
d,41829,41941
u,41941,41989
p,42141,42237
backspace,42438,42517
m,42613,42733
p,42685,42804
t,42781,42852
y,42901,42996
space,42973,43109
s,43149,43229
a,43333,43389
t,43493,43573
space,43573,43677
o,43701,43805
n,43765,43869
space,43805,43933
a,43901,43989
space,44029,44141
w,44101,44165
a,44237,44541
l,44318,44589
.,44621,44837
space,44837,44869
shift,44885,45062
h,45021,45173
u,45085,45220
m,45333,45477
p,45421,45541
t,45510,45589
y,45669,45765
space,45805,45917
shift,46134,46237
d,46197,46269
u,46285,46397
m,46501,46613
p,46581,46716
t,46693,46780
y,46853,46949
space,46925,47021
h,47126,47269
a,47246,47292
d,47373,47445
space,47469,47541
a,47565,47645
space,47622,47725
g,47773,47853
r,47957,48053
e,48158,48197
a,48397,48493
t,48629,48684
space,48685,48796
f,48821,48876
a,48957,49116
l,49093,49117
l,49189,49269
.,49365,49477
space,49405,49525
shift,49501,49597
a,49525,49636
l,49661,49732
l,49813,49900
space,49869,50004
t,49917,50005
h,50005,50108
e,50133,50236
space,50222,50309
k,50277,50332
i,50413,50508
n,50485,50564
g,50541,50620
;,50685,50756
s,50781,50860
space,50933,51028
h,51013,51100
o,51117,51229
r,51245,51293
backspace,51527,51605
backspace,51701,51756
backspace,51845,51908
backspace,51989,52060
backspace,52149,52229
backspace,52294,52389
',52517,52580
s,52629,52724
space,52749,52820
h,52861,52940
o,52917,53036
r,53117,53148
s,53270,53333
e,53405,53500
s,53565,53668
space,53637,53748
a,53773,53844
n,53813,53940
d,53965,53980
space,54021,54116
a,54085,54180
l,54213,54293
l,54357,54452
space,54485,54572
t,54525,54596
h,54621,54748
e,54725,54804
space,54781,54892
k,54869,54972
i,55029,55108
n,55069,55188
g,55165,55261
',55294,55389
s,55389,55484
space,55509,55604
m,55677,55796
e,55813,55924
n,55893,56004
space,56133,56228
shift,56262,56437
c,56406,56460
o,56438,56516
u,56573,56668
l,56845,56956
d,56981,57108
n,57077,57164
',57262,57366
t,57397,57485
space,57485,57548
p,57629,57772
u,57733,57828
t,57853,57876
space,57901,58028
shift,58061,58237
h,58165,58293
u,58358,58469
m,58749,58844
p,58845,58972
t,58949,59028
y,59109,59180
space,59157,59253
t,59285,59356
o,59333,59469
g,59437,59508
e,59606,59670
t,59742,59836
h,59805,59916
e,59957,60012
r,60069,60140
space,60165,60269
a,60286,60358
g,60478,60532
a,60637,60732
i,60701,60788
n,60733,60844
.,60941,61012
l,68518,68581
shift,70271,70517
t,70429,70532
w,70630,70741
i,70677,70764
n,70741,70900
k,70877,70964
l,71381,71509
e,71533,71628
.,71613,71741
space,71742,71868
t,71805,71844
w,71949,72060
i,71997,72084
n,72061,72237
k,72205,72285
l,72389,72516
e,72485,72580
.,72597,72740
space,72718,72796
l,72877,72948
i,73037,73180
t,73181,73196
t,73293,73372
l,73317,73436
e,73469,73556
space,73541,73660
s,73661,73717
t,73837,73876
r,74165,74252
.,74277,74412
space,74389,74508
shift,74477,74572
h,74533,74660
o,74597,74725
w,74701,74756
space,74797,74916
shift,74901,75068
i,74941,75052
space,75029,75132
w,75109,75188
o,75310,75436
n,75381,75501
d,75477,75557
e,75637,75765
r,75805,75884
backspace,75909,76773
backspace,77021,77117
backspace,77197,77301
a,77341,77429
r,77717,77813
.,77861,77956
space,77989,78108
shift,78093,78221
h,78197,78301
o,78245,78380
w,78357,78412
space,78445,78564
shift,78533,78709
i,78597,78710
space,78685,78764
w,78733,78813
o,78813,78964
n,78893,78988
d,78941,79012
e,79109,79172
r,79245,79348
space,79325,79396
w,79469,79500
h,79525,79628
a,79629,79757
t,79877,79941
space,79901,79996
y,80061,80156
o,80117,80212
u,80189,80293
space,80253,80372
a,80341,80436
r,80541,80596
e,80677,80757
shift,80862,81109
space,81205,81300
shift,81262,81517
u,81437,81588
p,81565,81692
space,81693,81796
a,81749,81877
b,81877,81972
o,81917,82052
v,82029,82164
e,82205,82340
space,82317,82341
t,82365,82460
h,82437,82556
e,82533,82612
space,82645,82700
w,82701,82780
o,82805,82917
r,82885,82948
l,82997,83108
d,83061,83132
space,83157,83244
s,83213,83332
o,83285,83364
space,83405,83524
h,83525,83628
i,83573,83684
g,83708,83788
h,83765,83844
.,84229,84357
space,84493,84596
shift,84645,84876
l,84741,84852
i,84957,85053
k,85117,85204
e,85181,85252
space,85253,85325
a,85373,85428
d,85525,85644
i,85621,85740
a,85805,85884
backspace,86021,86092
backspace,86205,86302
backspace,86341,86444
space,86469,86564
d,86533,86596
i,86629,86708
a,86733,86804
m,86781,86876
o,86909,87060
n,86989,87092
d,87037,87140
space,87165,87244
i,87245,87324
n,87277,87372
space,87373,87444
t,87421,87500
h,87477,87572
e,87605,87660
space,87709,87836
s,87789,87892
k,87869,87948
y,88021,88101
.,88525,88588
backspace,89438,89541
.,89629,89700
